cik,public_date,ticker,company,sic,day0,n_actions,amount,max_ratio,dod,dod_all,announced,first_action,last_action,date_src,keys,agency,parent,recipient,mcap,i0,ratio_sum,complete_window,car,bhar,n_days,truncated
2186,2010-11-22,BKTI,BK Technologies Corp,3663.0,2010-11-22,1,749964.0,0.03321765586965631,True,True,False,2010-08-24,2010-08-24,dod_rule,9700_4730_W91B4L10F0073_0_GS35F0133L_0,Department of Defense,BK TECHNOLOGIES INC,"RELM COMMUNICATIONS, INC.",22577270.44144249,374,0.03321765586965631,True,0.051446569709364454,0.03783688702737131,20,False
2186,2010-12-22,BKTI,BK Technologies Corp,3663.0,2010-12-22,1,1860284.6,0.07818289891100426,True,True,False,2010-09-23,2010-09-23,dod_rule,9700_-NONE-_W9133L10P0239_0_-NONE-_0,Department of Defense,BK TECHNOLOGIES INC,"RELM COMMUNICATIONS OF FLORIDA, INC.",23794008.995721247,395,0.07818289891100426,True,0.0793224183266299,0.07181611743722516,20,False
2186,2010-12-26,BKTI,BK Technologies Corp,3663.0,2010-12-23,1,611084.4,0.025111563155443013,True,True,False,2010-09-27,2010-09-27,dod_rule,9700_4730_W912D110F0032_0_GS35F0133L_0,Department of Defense,BK TECHNOLOGIES INC,"RELM COMMUNICATIONS, INC.",24334781.400000002,396,0.025111563155443013,True,0.010103797156340355,0.0010833320977375882,20,False
2186,2010-12-29,BKTI,BK Technologies Corp,3663.0,2010-12-29,1,1568744.49,0.0627228149364132,False,False,False,2010-12-28,2010-12-28,fpds_approved,12C2_4730_AG7604D110039_0_GS35F0133L_0,Department of Agriculture,BK TECHNOLOGIES INC,"RELM COMMUNICATIONS, INC.",25010747.55,399,0.0627228149364132,True,0.010013633788318876,-0.00016901278644199103,20,False
2186,2011-04-07,BKTI,BK Technologies Corp,3663.0,2011-04-07,1,600000.0,0.031928720698903776,False,False,False,2011-04-06,2011-04-06,fpds_approved,12C2_4730_AG7604D100203_1_GS35F0133L_0,Department of Agriculture,BK TECHNOLOGIES INC,"RELM COMMUNICATIONS, INC.",18791858.454278756,468,0.031928720698903776,True,-0.01453368597268434,-0.024312712911904177,20,False
2186,2011-07-18,BKTI,BK Technologies Corp,3663.0,2011-07-18,1,399992.18,0.02405422884460617,False,False,False,2011-07-15,2011-07-15,fpds_approved,1422_4735_INL11PD00844_0_GSTFMGBPA090011_0,Department of the Interior,BK TECHNOLOGIES INC,"RELM COMMUNICATIONS, INC.",16628767.547860622,537,0.02405422884460617,True,-0.15672768538187942,-0.14086933357029519,20,False
2186,2011-08-26,BKTI,BK Technologies Corp,3663.0,2011-08-26,1,319720.7,0.021696482389296622,False,False,False,2011-08-24,2011-08-24,fpds_approved,12C2_-NONE-_AG024BC110009_0_-NONE-_0,Department of Agriculture,BK TECHNOLOGIES INC,"RELM COMMUNICATIONS, INC.",14736061.554278756,566,0.021696482389296622,True,-0.07052433251758339,-0.07416838337968035,20,False
2186,2011-10-11,BKTI,BK Technologies Corp,3663.0,2011-10-11,1,345184.02,0.027162385088036742,True,True,False,2011-07-13,2011-07-13,dod_rule,9700_4730_W91B4M11F4024_0_GS35F0133L_0,Department of Defense,BK TECHNOLOGIES INC,"RELM COMMUNICATIONS, INC.",12708163.104278756,597,0.027162385088036742,True,-0.036642059441344466,-0.044135683504825884,20,False
2186,2011-12-23,BKTI,BK Technologies Corp,3663.0,2011-12-23,1,389083.66,0.026647009725035507,False,False,False,2011-12-22,2011-12-22,fpds_approved,1422_4730_INL12PD00125_0_GS35F0133L_0,Department of the Interior,BK TECHNOLOGIES INC,"RELM COMMUNICATIONS, INC.",14601400.457870007,649,0.026647009725035507,True,0.08450564341244138,0.06631664118233238,20,False
2186,2012-03-12,BKTI,BK Technologies Corp,3663.0,2012-03-12,1,559080.25,0.03589731856177869,True,True,False,2011-12-13,2011-12-13,dod_rule,9700_4730_W560MY12F7010_0_GS35F0133L_0,Department of Defense,BK TECHNOLOGIES INC,"RELM COMMUNICATIONS, INC.",15574429.300000003,701,0.03589731856177869,True,0.5775661369518872,0.5393409991701525,20,False
