adsh,cik,company,form,period,filed,fm,person,name,last,title,is_ceo,is_cfo,is_dir,term_date,exp_date,trm_class,trm_reason,trm_stale,purchase_only,source,sic,dup,insider_target,primary,early_or_repl,ticker,ar,ar_etf,ar_2_60,mcap0,status,bench,delisted_in_window,in_universe,placebo,placebo_etf,placebo_before,placebo_after,ev_minus_pl_after,ev_minus_pl,ev_minus_pl_etf
0001590895-23-000091,1590895,"CAESARS ENTERTAINMENT, INC.",10-Q,2023-06-30,2023-08-01,2023-08,ThomasReeg,Thomas Reeg,reeg,Chief Executive Officer and a member of the Board of Directors,True,False,True,2023-06-14,,early,text: scheduled end after termination,False,False,xbrl,7011.0,False,True,True,True,CZR,-0.18512813730557343,-0.251046078135305,-0.1654590443201036,12441601957.773766,ok,size_industry,False,True,-0.21761875064894723,-0.2084981195206314,,-0.21761875064894723,0.0324906133433738,0.0324906133433738,-0.04254795861467359
0000833444-23-000030,833444,JOHNSON CONTROLS INTERNATIONAL PLC,10-Q,2023-06-30,2023-08-02,2023-08,GeorgeOliver,George Oliver,oliver,Chairman and Chief Executive Officer,True,False,True,,,early,default (no expiry / replacement cue),False,False,xbrl,3585.0,False,True,True,True,JCI,-0.11501553113556595,-0.14524066810171898,-0.09961831940969124,41084303249.53789,ok,size_industry,False,True,-0.005233996735747271,-0.03605091648356333,-0.02801870499396547,0.08590483629712553,-0.20092036743269148,-0.10978153439981868,-0.10918975161815565
0001402057-23-000132,1402057,CDW CORP,10-Q,2023-06-30,2023-08-02,2023-08,ChristineLeahy,Christine Leahy,leahy,"Chair, President and Chief Executive Officer",True,False,True,2023-05-03,,early,default (no expiry / replacement cue),False,False,xbrl,5961.0,False,True,True,True,CDW,0.13634127551022324,0.09037177620459502,0.12390369968466997,25175880800.23372,ok,size_industry,False,True,-0.06309739714608835,-0.07723841341688256,-0.08038285153305949,0.006044420401796202,0.13029685510842703,0.1994386726563116,0.16761018962147758
0001421517-23-000148,1421517,"ENERGY RECOVERY, INC.",10-Q,2023-06-30,2023-08-02,2023-08,JoshuaBallard,Joshua Ballard,ballard,Chief Financial Officer,False,True,False,2023-06-07,,early,default (no expiry / replacement cue),False,False,xbrl,3559.0,False,True,True,True,ERII,-0.36353348682995024,-0.3508058795390956,-0.28866375128575783,1715888837.1434822,ok,size_industry,False,True,0.08750494413344659,0.05597525364470968,0.1738016428586881,-0.2576818507675195,-0.10585163606243075,-0.4510384309633968,-0.40678113318380527
0001628280-23-027248,1512673,"BLOCK, INC.",10-Q,2023-06-30,2023-08-03,2023-08,AlyssaHenry,Alyssa Henry,henry,Chief Executive Officer of Square,True,False,False,2023-05-18,,early,text: scheduled end after termination,False,False,xbrl,7372.0,False,True,True,True,XYZ,-0.33892571632282775,-0.37408873748948857,-0.2570128798964585,44871105783.404785,ok,size_industry,False,True,-0.04885441868087492,0.005638497529444853,-0.048344986507078,-0.050892147376062624,-0.28803356894676513,-0.29007129764195283,-0.3797272350189334
0000891103-23-000099,891103,"MATCH GROUP, INC.",10-Q,2023-06-30,2023-08-03,2023-08,GarySwidler,Gary Swidler,swidler,President and Chief Financial Officer,False,True,False,2023-05-31,,early,default (no expiry / replacement cue),False,False,xbrl,7370.0,False,True,True,True,MTCH,-0.14526868520947456,-0.18207308351487583,-0.11062058756658655,12324797471.01717,ok,size_industry,False,True,-0.09733435643715067,-0.052326993590417106,-0.08966995666436861,-0.10244395628567204,-0.04282472892380251,-0.047934328772323884,-0.12974608992445874
0001558370-23-013059,1341317,BRIDGEWATER BANCSHARES INC,10-Q,2023-06-30,2023-08-03,2023-08,JerryBaack,Jerry Baack,baack,"Chairman, Chief Executive Officer and President",True,False,True,2023-05-15,,early,text: scheduled end after termination,False,False,xbrl,6022.0,False,True,True,True,BWB,-0.043448614299047894,0.00651543247966746,-0.05930580313919609,301580377.7896242,ok,size_industry,False,True,-0.16547599812292652,-0.22124874864244645,-0.2179592935255269,0.04445718348747496,-0.08790579778652285,0.12202738382387862,0.2277641811221139
0001371285-23-000218,1371285,"TRUPANION, INC.",10-Q,2023-06-30,2023-08-04,2023-08,d rawlings,Darryl Rawlings,rawlings,Chief Executive Officer and a member of our board of directors,True,False,False,2023-05-23,,early,default (no expiry / replacement cue),False,False,xbrl,6324.0,False,True,True,True,TRUP,-0.1847688680760171,-0.1672054373763694,-0.19147964665235506,1282523134.0,ok,size_industry,False,True,-0.2806970115028625,-0.38112301103413054,-0.3681581732333256,-0.1495052689071681,-0.035263599168849025,0.09592814342684541,0.21391757365776115
0001883685-23-000037,1883685,DRAFTKINGS INC.,10-Q,2023-06-30,2023-08-04,2023-08,JasonPark,Jason Park,park,Chief Financial Officer,False,True,False,2023-06-14,,early,text: scheduled end after termination,False,False,xbrl,7990.0,False,True,True,True,DKNG,-0.024061435423608613,-0.08526669457426284,-0.011666983620703841,27200822347.970844,ok,size_industry,False,True,0.20257813509874262,0.2059030885946377,0.3515689317594144,-0.020908059892265074,-0.0031533755313435385,-0.22663957052235123,-0.2911697831689005
0001683695-23-000045,1683695,"INTERNATIONAL MONEY EXPRESS, INC.",10-Q,2023-06-30,2023-08-04,2023-08,RobertLisy,Robert Lisy,lisy,"Chief Executive Officer, President and Chairman of the Board of Directors",True,False,True,2023-05-11,,early,default (no expiry / replacement cue),False,False,xbrl,7389.0,False,True,True,True,IMXI,-0.04790421509671405,-0.015258978994170502,-0.0007488274142213314,678260297.4389935,ok,size_industry,False,True,-0.11962239679655966,-0.12744897122032214,-0.15557637789089712,-0.09565307606700135,0.0477488609702873,0.0717181816998456,0.11218999222615164
