supplier_cik,display_name,sic,adsh,file_name,file_date,period_ending,cid,cust_ticker,cust_windows,alias,pct,pcts,role,combined,any_combined,n_mentions,max_pct_any,years,snippet
804055,COCA COLA ENTERPRISES INC  (CIK 0000804055),2086.0,0001193125-10-030342,d10k.htm,2010-02-12,2009-12-31,WMT,WMT,"[[""WMT"", null, null]]",Wal-Mart,13.0,13,post,False,False,2,13.0,2009,"In North America, Wal-Mart Stores, Inc. (and its affiliated companies) accounted for approximately 13 percent of our 2009 net operating revenues."
873364,CEPHALON INC  (CIK 0000873364),2834.0,0001047469-10-000770,a2196352z10-k.htm,2010-02-12,2009-12-31,CAH,CAH,"[[""CAH"", null, null]]",Cardinal Health,23.0,23;18;17;29;28;28,table,False,False,1,23.0,2007;2008;2009,"Major U.S. customers: | | | | | | | | | | | | | | | | | | | | / | / AmerisourceBergen Corporation | | | 14 | % | | 13 | % | | 7 | % | | 20 | % | | 17 | % | | 13 | % | / | / Cardinal Health, Inc. | | | 23 | | | 18 | | | 17 | | | 29 | | | 28 | | | 28 | |"
873364,CEPHALON INC  (CIK 0000873364),2834.0,0001047469-10-000770,a2196352z10-k.htm,2010-02-12,2009-12-31,COR,COR,"[[""COR"", null, null]]",AmerisourceBergen,14.0,14;13;7;20;17;13,table,False,False,1,14.0,2007;2008;2009,| | 2009 | | 2008 | | 2007 | | 2009 | | 2008 | | 2007 | | /  / Major U.S. customers: | | | | | | | | | | | | | | | | | | | | / | / AmerisourceBergen Corporation | | | 14 | % | | 13 | % | | 7 | % | | 20 | % | | 17 | % | | 13 | % |
873364,CEPHALON INC  (CIK 0000873364),2834.0,0001047469-10-000770,a2196352z10-k.htm,2010-02-12,2009-12-31,MCK,MCK,"[[""MCK"", null, null]]",McKesson,16.0,16;19;15;26;26;25,table,False,False,1,16.0,2007;2008;2009,"AmerisourceBergen Corporation | | | 14 | % | | 13 | % | | 7 | % | | 20 | % | | 17 | % | | 13 | % | / | / Cardinal Health, Inc. | | | 23 | | | 18 | | | 17 | | | 29 | | | 28 | | | 28 | | / | / McKesson Corporation | | | 16 | | | 19 | | | 15 | | | 26 | | | 26 | | | 25 | |"
1024657,WEST CORP  (CIK 0001024657),7389.0,0001193125-10-030238,d10k.htm,2010-02-12,2009-12-31,T,T,"[[""T"", null, null]]",AT&T,12.0,12,post,False,False,2,12.0,2009,"In 2009, our 100 largest clients represented approximately 56% of our revenue, with one client, AT&T, representing approximately 12% of our revenue."
42542,GOODRICH CORP  (CIK 0000042542),3760.0,0000950123-10-013244,g22013e10vk.htm,2010-02-16,2009-12-31,BA,BA,"[[""BA"", null, null]]",Boeing,16.0,16;14;15,pre,False,False,3,17.0,2007;2008;2009,"In 2009, 2008 and 2007, direct and indirect sales to Boeing were approximately 16%, 14% and 15%, respectively, of consolidated sales."
62996,MASCO CORP /DE/  (MAS)  (CIK 0000062996),2430.0,0000950123-10-013437,k48823e10vk.htm,2010-02-16,2009-12-31,HD,HD,"[[""HD"", null, null]]",The Home Depot,26.0,26,pre,False,False,2,26.0,2009,"In 2009, sales to our largest customer, The Home Depot, were $2.1 billion (approximately 26 percent of our consolidated net sales)."
768899,"TrueBlue, Inc.  (TBI)  (CIK 0000768899)",7363.0,0001193125-10-032440,d10k.htm,2010-02-16,2009-12-25,BA,BA,"[[""BA"", null, null]]",Boeing,13.4,13.4,pre,False,False,2,13.4,2007;2008;2009,"Sales to The Boeing Company and affiliates (""Boeing"") accounted for 13.4% of total revenue for 2009, 5.1% for 2008, and 0.3% for 2007."
874016,JONES APPAREL GROUP INC  (CIK 0000874016),2330.0,0000874016-10-000018,form10k_2009.htm,2010-02-16,2009-12-31,M,M,"[[""M"", null, null]]",Macy's,21.0,21,post,False,False,2,21.0,2009,"Macy's, Inc. accounted for approximately 21% of our 2009 gross revenues."
1051470,CROWN CASTLE INTERNATIONAL CORP  (CCI)  (CIK 0001051470),4899.0,0001193125-10-031419,d10k.htm,2010-02-16,2009-12-31,S,S,"[[""S"", null, ""2020-04-01""]]",Sprint,22.0,22;20;18;13,pre,False,False,1,22.0,2009,"For 2009, approximately 73% of our consolidated revenues was derived from Sprint Nextel, AT&T, Verizon Wireless and T-Mobile, which represented 22%, 20%, 18% and 13%, respectively, of our consolidated net revenues."
1051470,CROWN CASTLE INTERNATIONAL CORP  (CCI)  (CIK 0001051470),4899.0,0001193125-10-031419,d10k.htm,2010-02-16,2009-12-31,T,T,"[[""T"", null, null]]",AT&T,20.0,22;20;18;13,pre,False,False,1,20.0,2009,"For 2009, approximately 73% of our consolidated revenues was derived from Sprint Nextel, AT&T, Verizon Wireless and T-Mobile, which represented 22%, 20%, 18% and 13%, respectively, of our consolidated net revenues."
1051470,CROWN CASTLE INTERNATIONAL CORP  (CCI)  (CIK 0001051470),4899.0,0001193125-10-031419,d10k.htm,2010-02-16,2009-12-31,TMUS,TMUS,"[[""TMUS"", ""2013-05-01"", null]]",T-Mobile,13.0,22;20;18;13,pre,False,False,1,13.0,2009,"For 2009, approximately 73% of our consolidated revenues was derived from Sprint Nextel, AT&T, Verizon Wireless and T-Mobile, which represented 22%, 20%, 18% and 13%, respectively, of our consolidated net revenues."
1051470,CROWN CASTLE INTERNATIONAL CORP  (CCI)  (CIK 0001051470),4899.0,0001193125-10-031419,d10k.htm,2010-02-16,2009-12-31,VZ,VZ,"[[""VZ"", null, null]]",Verizon,18.0,22;20;18;13,pre,False,False,1,18.0,2009,"For 2009, approximately 73% of our consolidated revenues was derived from Sprint Nextel, AT&T, Verizon Wireless and T-Mobile, which represented 22%, 20%, 18% and 13%, respectively, of our consolidated net revenues."
1320695,"TreeHouse Foods, Inc.  (THS)  (CIK 0001320695)",2030.0,0000950123-10-012562,c55697e10vk.htm,2010-02-16,2009-12-31,WMT,WMT,"[[""WMT"", null, null]]",Wal-Mart,14.4,14.4;15.1;13.8,pre,False,False,2,14.4,2007;2008;2009,"For the years ended December 31, 2009, 2008 and 2007, our largest customer, Wal-Mart Stores, Inc. and its affiliates, accounted for approximately 14.4%, 15.1% and 13.8%, respectively, of our consolidated net sales."
1336047,"Boardwalk Pipeline Partners, LP  (CIK 0001336047)",4922.0,0001336047-10-000009,form10k2009.htm,2010-02-16,2009-12-31,DVN,DVN,"[[""DVN"", null, null]]",Devon Energy,11.0,11,post,False,False,2,11.0,2009;2010,"For example, Devon Energy Production Company, LP represented over 11% of our 2009 revenues and we expect this customer to continue to account for more than 10% of our 2010 revenues."
106640,WHIRLPOOL CORP /DE/  (WHR)  (CIK 0000106640),3630.0,0001193125-10-033211,d10k.htm,2010-02-17,2009-12-31,SHLD,SHLD,"[[""SHLD"", null, ""2018-10-01""]]",Sears,10.0,10;11;12,pre,False,False,1,10.0,2007;2008;2009,"In 2009, 2008 and 2007, approximately 10%, 11% and 12%, respectively, of our consolidated net sales were attributable to sales to Sears."
2488,ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),3674.0,0001193125-10-035218,d10k.htm,2010-02-19,2009-12-26,HPQ,HPQ,"[[""HPQ"", null, null]]",Hewlett-Packard,10.0,10,post,False,False,2,56.0,2009,"In 2009, Hewlett-Packard Company accounted for more than 10 percent of our consolidated net revenues."
47111,HERSHEY CO  (HSY)  (CIK 0000047111),2060.0,0001193125-10-034780,d10k.htm,2010-02-19,2009-12-31,BRK,BRK-B,"[[""BRK-B"", null, null]]",McLane,27.0,27,pre,False,False,3,27.0,2009,"In 2009, sales to McLane Company, Inc., one of the largest wholesale distributors in the United States to convenience stores, drug stores, wholesale clubs and mass merchandisers, amounted to approximately 27% of our total net sales."
875320,VERTEX PHARMACEUTICALS INC / MA  (VRTX)  (CIK 0000875320),2834.0,0001047469-10-001033,a2196377z10-k.htm,2010-02-19,2009-12-31,JNJ,JNJ,"[[""JNJ"", null, null]]",Janssen,54.0,54;18,post,False,False,3,68.0,2009,"In 2009, the Company had significant revenue transactions with Janssen Pharmaceutica, N.V. (""Janssen"") and Mitsubishi Tanabe Pharma Corporation (""Mitsubishi Tanabe"") that accounted for 54% and 18%, respectively of the Company's total revenues."
1023362,POWERWAVE TECHNOLOGIES INC  (CIK 0001023362),3663.0,0001193125-10-035341,d10k.htm,2010-02-19,2010-01-03,NOK,NOK,"[[""NOK"", null, null]]",Nokia,34.0,34,post,False,False,11,35.0,,Nokia Siemens accounted for approximately 34% of our sales.
1268984,REDDY ICE HOLDINGS INC  (CIK 0001268984),2090.0,0001047469-10-001023,a2196577z10-k.htm,2010-02-19,2009-12-31,WMT,WMT,"[[""WMT"", null, null]]",Wal-Mart,14.0,14;12,pre,False,False,2,14.0,2008;2009,"Our largest customer, Wal-Mart and Sam's Club on a combined basis, accounted for approximately 14% and 12% of our revenue in 2009 and 2008, respectively."
1282631,NETLIST INC  (NLST)  (CIK 0001282631),3674.0,0001047469-10-001016,a2196524z10-k.htm,2010-02-19,2010-01-02,ARW,ARW,"[[""ARW"", null, null]]",Arrow Electronics,13.0,53;13,post,False,False,2,13.0,2009,"Dell and Arrow Electronics represented approximately 53% and 13%, respectively, of our net sales in fiscal 2009."
1282631,NETLIST INC  (NLST)  (CIK 0001282631),3674.0,0001047469-10-001016,a2196524z10-k.htm,2010-02-19,2010-01-02,DELL,DELL,"[[""DELL"", ""2016-09-01"", null]]",Dell,53.0,53;58,table,False,False,8,76.0,2009;2010,2009 | | /  / Customer: | | | | | | | | /  / Dell | | | 53 | % | | 58 | % |
1292653,Neutral Tandem Inc  (CIK 0001292653),4813.0,0001193125-10-035129,d10k.htm,2010-02-19,2009-12-31,S,S,"[[""S"", null, ""2020-04-01""]]",Sprint,23.0,23;14,pre,False,False,2,23.0,2009,"Our two largest customers, Sprint Nextel and AT&T, accounted for 23% and 14%, respectively, of our total revenues for the year ended December 31, 2009."
1292653,Neutral Tandem Inc  (CIK 0001292653),4813.0,0001193125-10-035129,d10k.htm,2010-02-19,2009-12-31,T,T,"[[""T"", null, null]]",AT&T,14.0,23;14,pre,False,False,2,14.0,2009,"Our two largest customers, Sprint Nextel and AT&T, accounted for 23% and 14%, respectively, of our total revenues for the year ended December 31, 2009."
9984,BARNES GROUP INC  (B)  (CIK 0000009984),3490.0,0001193125-10-036363,d10k.htm,2010-02-22,2009-12-31,GE,GE,"[[""GE"", null, null]]",General Electric,21.0,21,post,False,False,5,27.0,2009,General Electric and its affiliates accounted for 21% of the Company's total sales in 2009.
30305,DUCOMMUN INC /DE/  (DCO)  (CIK 0000030305),3728.0,0001193125-10-036507,d10k.htm,2010-02-22,2009-12-31,BA,BA,"[[""BA"", null, null]]",Boeing,31.0,31,pre,False,False,1,31.0,2009,"During 2009, sales to Boeing were $133,007,000, or approximately 31% of total sales; sales to Raytheon were $34,009,000, or approximately 8% of total sales; sales to the United States government were $29,224,000, or approximately 7% of total sales; and sales to United Technologies were $42,117,000, or approximately 10% of total sales."
30305,DUCOMMUN INC /DE/  (DCO)  (CIK 0000030305),3728.0,0001193125-10-036507,d10k.htm,2010-02-22,2009-12-31,RTX,RTX,"[[""RTX"", null, null]]",United Technologies,10.0,10,pre,False,False,1,10.0,2009,"During 2009, sales to Boeing were $133,007,000, or approximately 31% of total sales; sales to Raytheon were $34,009,000, or approximately 8% of total sales; sales to the United States government were $29,224,000, or approximately 7% of total sales; and sales to United Technologies were $42,117,000, or approximately 10% of total sales."
50863,INTEL CORP  (INTC)  (CIK 0000050863),3674.0,0000950123-10-015237,f54119e10vk.htm,2010-02-22,2009-12-26,DELL,DELL,"[[""DELL"", ""2016-09-01"", null]]",Dell,17.0,17,post,False,False,1,17.0,2007;2008;2009,"In 2009, Hewlett-Packard Company accounted for 21% of our net revenue (20% in 2008 and 17% in 2007) and Dell Inc. accounted for 17% of our net revenue (18% in 2008 and 2007)."
50863,INTEL CORP  (INTC)  (CIK 0000050863),3674.0,0000950123-10-015237,f54119e10vk.htm,2010-02-22,2009-12-26,HPQ,HPQ,"[[""HPQ"", null, null]]",Hewlett-Packard,21.0,21,post,False,False,1,21.0,2007;2008;2009,"In 2009, Hewlett-Packard Company accounted for 21% of our net revenue (20% in 2008 and 17% in 2007) and Dell Inc. accounted for 17% of our net revenue (18% in 2008 and 2007)."
77476,PEPSICO INC  (PEP)  (CIK 0000077476),2080.0,0001193125-10-036385,d10k.htm,2010-02-22,2009-12-26,WMT,WMT,"[[""WMT"", null, null]]",Sam's Club,13.0,13,post,False,False,3,13.0,2009,"In 2009, sales to Wal-Mart Stores, Inc. (Wal-Mart), including Sam's Club (Sam's), represented approximately 13% of our total net revenue."
818479,DENTSPLY INTERNATIONAL INC /DE/  (XRAY)  (CIK 0000818479),3843.0,0001144204-10-009164,v174887_10k.htm,2010-02-22,2009-12-31,HSIC,HSIC,"[[""HSIC"", null, null]]",Henry Schein,11.0,11;11;12,pre,False,False,1,11.0,2007;2008;2009,"During 2009, 2008 and 2007, one customer, Henry Schein Incorporated, a dental distributor, accounted for 11%, 11% and 12%, respectively, of DENTSPLY's consolidated net sales."
945983,"Wayside Technology Group, Inc.  (CLMB)  (CIK 0000945983)",5045.0,0001193805-10-000544,e606496_10k-wayside.htm,2010-02-22,2009-12-31,CDW,CDW,"[[""CDW"", null, null]]",CDW,10.5,10.5;10.7,post,False,False,4,10.9,2009,"For the year ended December 31, 2009, CDW Corporation and Software House International accounted for 10.5% and 10.7% of consolidated net sales, respectively."
1013880,TELETECH HOLDINGS INC  (TTEC)  (CIK 0001013880),7363.0,0000950123-10-015232,d71151e10vk.htm,2010-02-22,2009-12-31,TMUS,TMUS,"[[""TMUS"", ""2013-05-01"", null]]",T-Mobile,10.0,10,post,False,False,2,10.0,2009,"T-Mobile USA, Inc. represented 10% of total revenue in 2009."
1038133,HESKA CORP  (CIK 0001038133),2836.0,0000950123-10-015125,c96623e10vk.htm,2010-02-22,2009-12-31,MRK,MRK,"[[""MRK"", null, null]]",Merck,11.0,11,pre,False,False,2,11.0,2009,"Revenue from Merck entities, including SPAH, represented 11% of our revenue for the twelve months ended December 31, 2009."
1062231,AMERICAN AXLE & MANUFACTURING HOLDINGS INC  (AXL)  (CIK 0001062231),3714.0,0001062231-10-000006,form10-k.htm,2010-02-22,2009-12-31,GM,GM,"[[""GM"", ""2010-12-01"", null]]",GM,78.0,78,pre,False,False,4,78.0,2007;2008;2009,"Sales to GM were approximately 78% of our total net sales in 2009, 74% in 2008 and 78% in 2007."
1076405,PEPSI BOTTLING GROUP INC  (CIK 0001076405),2080.0,0000950123-10-015187,y80504e10vk.htm,2010-02-22,2009-12-26,WMT,WMT,"[[""WMT"", null, null]]",Wal-Mart,11.0,11,pre,False,False,3,11.0,2009,"No individual customer accounted for 10% or more of our total revenues in 2009, except for sales to Wal-Mart Stores, Inc. and its affiliated companies which accounted for 11% of our revenues in 2009, primarily as a result of transactions in the U.S. & Canada segment."
1084230,PEPSIAMERICAS INC/IL/  (CIK 0001084230),2086.0,0000950123-10-015186,c56340e10vk.htm,2010-02-22,2010-01-02,WMT,WMT,"[[""WMT"", null, null]]",Wal-Mart,15.4,15.4;14.9;13.6,post,False,False,1,15.4,2007;2008;2009,"Wal-Mart Stores, Inc. is our largest customer which constituted 15.4 percent, 14.9 percent and 13.6 percent of our net sales in our U.S. operations for fiscal years 2009, 2008 and 2007, respectively."
1087835,BOTTLING GROUP LLC  (CIK 0001087835),2080.0,0000950123-10-015194,y80523e10vk.htm,2010-02-22,2009-12-26,WMT,WMT,"[[""WMT"", null, null]]",Wal-Mart,11.0,11,pre,False,False,3,11.0,2009,"No individual customer accounted for 10% or more of our total revenues in 2009, except for sales to Wal-Mart Stores, Inc. and its affiliated companies which accounted for 11% of our revenues in 2009, primarily as a result of transactions in the U.S. & Canada segment."
45876,HARSCO CORP  (NVRI)  (CIK 0000045876),3440.0,0001072613-10-000302,form-10k_16744.htm,2010-02-23,2009-12-31,MT,MT,"[[""MT"", null, null]]",ArcelorMittal,10.0,10,pre,False,False,3,10.0,2007;2008;2009,"One customer, ArcelorMittal, represented approximately 10% of the Company's sales during 2009, 2008 and 2007."
57528,LANCE INC  (CIK 0000057528),2052.0,0000057528-10-000003,lnce0910k.htm,2010-02-23,2009-12-26,WMT,WMT,"[[""WMT"", null, null]]",Wal-Mart,22.0,22,pre,False,False,2,22.0,2009,"Revenue from our largest customer, Wal-Mart Stores, Inc., was approximately 22% of our total revenue in 2009."
97476,TEXAS INSTRUMENTS INC  (TXN)  (CIK 0000097476),3674.0,0001140361-10-007923,ex13.htm,2010-02-23,2009-12-31,NOK,NOK,"[[""NOK"", null, null]]",Nokia,21.0,21,pre,False,False,3,21.0,2007;2008;2009,"Direct sales to the Nokia group of companies were 21 percent of our revenue in 2009, 18 percent of our revenue in 2008 and 16 percent of our revenue in 2007; if indirect sales such as to contract manufacturers are included, Nokia accounted for 21 percent, 20 percent and 19 percent of our 2009, 2008 and 2007 revenue."
899866,ALEXION PHARMACEUTICALS INC  (CIK 0000899866),2834.0,0001193125-10-037748,d10k.htm,2010-02-23,2009-12-31,COR,COR,"[[""COR"", null, null]]",AmerisourceBergen,10.0,10,pre,False,False,2,35.0,2008;2009,"During 2009 and 2008, sales to our single largest customer, AmerisourceBergen, accounted for 20% and 21%, respectively, of our Soliris net product sales, and no other customer individually accounted for more than 10% of total net product sales."
912767,UNIVERSAL FOREST PRODUCTS INC  (UFPI)  (CIK 0000912767),2421.0,0000950123-10-015547,c96445e10vk.htm,2010-02-23,2009-12-26,HD,HD,"[[""HD"", null, null]]",The Home Depot,32.0,32,pre,False,False,2,32.0,2007;2008;2009,"One customer, The Home Depot, accounted for approximately 32% of our total net sales in fiscal 2009, 27% in 2008, and 26% in 2007."
941604,COINSTAR INC  (CIK 0000941604),7200.0,0001193125-10-037612,d10k.htm,2010-02-23,2009-12-31,WBA,WBA,"[[""WBA"", null, ""2025-08-01""]]",Walgreen,11.0,20;11;9,post,False,False,1,11.0,2009,"For example, we have significant relationships with Wal-Mart Stores, Inc., Walgreen Co., and McDonald's USA, LLC, which accounted for approximately 20%, 11% and 9% of our consolidated revenue, respectively, for the year ended 2009."
941604,COINSTAR INC  (CIK 0000941604),7200.0,0001193125-10-037612,d10k.htm,2010-02-23,2009-12-31,WMT,WMT,"[[""WMT"", null, null]]",Wal-Mart,20.0,20;11;9,post,False,False,1,20.0,2009,"For example, we have significant relationships with Wal-Mart Stores, Inc., Walgreen Co., and McDonald's USA, LLC, which accounted for approximately 20%, 11% and 9% of our consolidated revenue, respectively, for the year ended 2009."
1005757,CSG SYSTEMS INTERNATIONAL INC  (CSGS)  (CIK 0001005757),7374.0,0001193125-10-037685,d10k.htm,2010-02-23,2009-12-31,CMCSA,CMCSA,"[[""CMCSA"", null, null]]",Comcast,24.0,24;27,pre,False,False,1,24.0,2008;2009,"For 2009 and 2008, revenues from Comcast represented approximately 24% and 27%, respectively, of our total revenues, with the decrease between years reflective of the new pricing that was effective July 1, 2008 as a result of the Comcast contract renewal in July 2008."
