panel,cadence,claim_set,book,draw,pass4b,Sharpe,CAGR,MaxDD,OOS_Sharpe
U56,W,CORE,TOP5,0,True,1.0906611145815075,0.1276320728832696,-0.16422589921960473,1.2265649649712376
U56,W,CORE,TOP5,1,True,1.041490554665475,0.12096595418729827,-0.17362414653285962,1.0429551778493098
U56,W,CORE,TOP5,2,False,0.7311152356562934,0.07931951536867743,-0.20575533917702904,0.7712595916167526
U56,W,CORE,TOP5,3,False,0.7566980893402382,0.08442424197599152,-0.17935884009226144,0.7384518222009953
U56,W,CORE,TOP5,4,False,0.7850755095788315,0.087575418352426,-0.14952161255083107,0.8341657572798278
U56,W,CORE,TOP5,5,False,0.8561144199621652,0.09789083499793061,-0.1948905830414156,0.8422890118296673
U56,W,CORE,TOP5,6,False,0.983544873555325,0.11310186845051518,-0.18835954572834412,1.1309217173511696
U56,W,CORE,TOP5,7,False,0.7107054987211139,0.07910697186086946,-0.24807782932978684,0.711918821550616
U56,W,CORE,TOP5,8,False,0.9951289977495789,0.11625875280504228,-0.15533919338229563,1.1291925321829754
U56,W,CORE,TOP5,9,False,0.9609464435018932,0.1112188697121328,-0.2163560925727842,1.1453774229159202
U56,W,CORE,TOP5,10,True,0.9727309685185107,0.10836083438727173,-0.1938877285472771,1.0334464299060977
U56,W,CORE,TOP5,11,False,1.0266989528304256,0.11977387849979548,-0.2268842179996443,0.9418401849567639
U56,W,CORE,TOP5,12,True,1.0290138202794985,0.11587498613500724,-0.15685540755631677,1.0970892811012862
U56,W,CORE,TOP5,13,True,1.030590724842517,0.11734599050488703,-0.1697420920310343,1.0904693225834319
U56,W,CORE,TOP5,14,False,0.6165922209753792,0.0670102440810314,-0.22469636082611533,0.48623586246543365
U56,W,CORE,TOP5,15,False,0.9608003567624767,0.10975200038138389,-0.21720605316562158,1.0548016866594294
U56,W,CORE,TOP5,16,True,1.0904750621018886,0.12753042219835264,-0.16984417267985896,1.1098593511500041
U56,W,CORE,TOP5,17,False,0.9151182973329616,0.10176173280789258,-0.17024041382653432,1.112481819190285
U56,W,CORE,TOP5,18,True,0.9842010769033019,0.11143361057125722,-0.1788902482281941,1.0479474808843692
U56,W,CORE,TOP5,19,True,1.222365639439304,0.14017408346420157,-0.16559045091359492,1.2070521924354487
U56,W,CORE,TOP5,20,True,0.996438715298315,0.11804214194485119,-0.19021919496843687,0.9519081989217664
U56,W,CORE,TOP5,21,False,0.9880800926406602,0.11005046056541157,-0.1958801039120508,1.1481859724583061
U56,W,CORE,TOP5,22,True,1.0984300524395954,0.13013172116934246,-0.17327382274119296,1.2258252096222404
U56,W,CORE,TOP5,23,True,0.9803517029181007,0.1087916043218502,-0.17426011178354273,1.0596165328645468
U56,W,CORE,TOP5,24,True,1.0331132495072695,0.1200168441634919,-0.18770777245045345,1.0555875636036238
U56,W,CORE,TOP5,25,False,0.9932563548848471,0.11496211101887632,-0.19027760706962904,1.1254642796328889
U56,W,CORE,TOP5,26,True,1.1244748792780621,0.12484209323290107,-0.1338246568363094,1.254907459943882
U56,W,CORE,TOP5,27,False,0.8847142273835026,0.10375074363252823,-0.1967271663936485,1.0666945461636737
U56,W,CORE,TOP5,28,False,0.8586183799612718,0.09799619281443439,-0.2109053554350141,0.9773978242435942
