stmt_id,path,k1,N1,share1,class1,k2,N2,share2,class2,quote,lam,restated1,move,restates
research/CHANGELOG.md#1341,research/CHANGELOG.md,1,12,0.08333333333333333,BOOK,0,12,0.0,CELL,"**1 of 12 picks clears 4b OOS, 0 of 12 clear 4a O",1.0,0.08333333333333333,0.0,False
research/CHANGELOG.md#1385,research/CHANGELOG.md,0,3,0.0,NAME,1,3,0.3333333333333333,CLAIM,"KILL FOR THE RETURN CLAIM (0 of 3 panels FULL, 1 of 3 OOS), CONFIRMED FOR",1.0,0.0,0.0,False
research/LEADERBOARD.md#100245,research/LEADERBOARD.md,1,6,0.16666666666666666,NAME,7,9,0.7777777777777778,BOOK,"**H_HUMP FAILS on exactly 1 of 6 (panel, H) cells.** The pre-named third",1.0,0.16666666666666666,0.0,False
research/LEADERBOARD.md#100843,research/LEADERBOARD.md,1,4,0.25,BOOK,1082,1086,0.996316758747698,CELL,"**H_WF 1 of 4**: U56 C_SHARPE picks H=21 N=12, OOS **",1.0,0.25,0.0,False
research/LEADERBOARD.md#101322,research/LEADERBOARD.md,7,16,0.4375,CELL,10,16,0.625,NAME,L's binary table is NOT constant (SST 3.9375) and carries **7 of 16** un-resolvable cells against 10 of 16,1.0,0.4375,0.0,False
research/LEADERBOARD.md#101397,research/LEADERBOARD.md,2,3,0.6666666666666666,BOOK,2,3,0.6666666666666666,NUM,"Binary favours LADDER 2 of 3 q rungs, concordance 2 of 3, and BOTH t",9.999002160624244,6.666001440416162,8.999002160624244,True
research/LEADERBOARD.md#102114,research/LEADERBOARD.md,6,6,1.0,BOOK,17,18,0.9444444444444444,FILE,reproduces 1117's committed 48 picks / 6 / 6 / 0 / 1.0244 and 74 rungs / 17 / 18 / 0,0.0010652729742793377,0.0010652729742793377,0.9989347270257206,True
research/LEADERBOARD.md#102271,research/LEADERBOARD.md,12,14,0.8571428571428571,CELL,2,14,0.14285714285714285,BOOK,"rections: the cells' own 90% resolution exceeds 0.0145 in **12 of 14** cells (median 0.1872, **12.9x** the f",1.0,0.8571428571428571,0.0,False
research/LEADERBOARD.md#102312,research/LEADERBOARD.md,6,6,1.0,NAME,479,479,1.0,FILE,**6 of 6 PASS.** G1 CROSS-RUN reproduces 1100's,0.0010652729742793377,0.0010652729742793377,0.9989347270257206,True
research/LEADERBOARD.md#102312,research/LEADERBOARD.md,6,6,1.0,NAME,479,79368,0.006035177905453079,FILE,**6 of 6 PASS.** G1 CROSS-RUN reproduces 1100's,0.0010652729742793377,0.0010652729742793377,0.9989347270257206,True
research/LEADERBOARD.md#102312,research/LEADERBOARD.md,6,6,1.0,NAME,30,12208,0.0024574049803407602,FILE,**6 of 6 PASS.** G1 CROSS-RUN reproduces 1100's,0.0010652729742793377,0.0010652729742793377,0.9989347270257206,True
research/LEADERBOARD.md#102489,research/LEADERBOARD.md,18,32,0.5625,BOOK,935,2571,0.36367172306495527,FILE,**Quoting '18 of 32 infinite floors' without naming the run,0.0010652729742793377,0.0005992160480321274,0.9989347270257206,True
research/LEADERBOARD.md#102820,research/LEADERBOARD.md,12,12,1.0,CELL,9,12,0.75,NUM,"matched PATH partners do NOT share its robustness (MAXDD **12 of 12** mover cells ROBUST, ULCER **7 of 12**",9.999002160624244,9.999002160624244,8.999002160624244,True
research/LEADERBOARD.md#103129,research/LEADERBOARD.md,485,569,0.8523725834797891,FILE,573668,593172,0.9671191492518191,CELL,"**485 of 569 CS_STRICT files CHECKABLE (0.8524), 573",938.7265275142315,800.1447554383168,937.7265275142315,True
research/LEADERBOARD.md#103325,research/LEADERBOARD.md,16,16,1.0,NAME,16,16,1.0,BOOK,"g\* exists at **16 of 16** (panel, cost) points and is MONOTONE",1.0,1.0,0.0,False
research/LEADERBOARD.md#103617,research/LEADERBOARD.md,31505,258733,0.1217664542211469,CELL,48,58,0.8275862068965517,NAME,"ices.csv` is NOT append-only.** Commit `6f1fcb1` restated **31,505 of 258,733 shared price cells (0.1218) across 48 o",1.0,0.1217664542211469,0.0,False
research/LEADERBOARD.md#103759,research/LEADERBOARD.md,19,24,0.7916666666666666,CELL,22,66,0.3333333333333333,BOOK,SURVIVES re-choosing and beats the ladder's own base rate: 19 of 24 cells vs 22 of 66 rungs (0.79 vs 0.33)*,1.0,0.7916666666666666,0.0,False
research/LEADERBOARD.md#103867,research/LEADERBOARD.md,1098,1102,0.9963702359346642,CELL,1154,1161,0.9939707149009475,FILE,PROPOSED and NO MEMO written: U56 N=12 is not a discovery (1098/1102 committed the same cell) and the only r,0.0010652729742793377,0.0010614062847175251,0.9989347270257206,True
research/LEADERBOARD.md#104043,research/LEADERBOARD.md,0,132,0.0,CELL,0,40,0.0,BOOK,**4a = 0 of 132 cells and 0 of 40 picks** (as at 1150's,1.0,0.0,0.0,False
research/LEADERBOARD.md#104044,research/LEADERBOARD.md,34,132,0.25757575757575757,CELL,7,40,0.175,BOOK,**4b full+OOS 34 of 132 ladder cells (25.8%) and 7 of 40 picks,1.0,0.25757575757575757,0.0,False
research/LEADERBOARD.md#104060,research/LEADERBOARD.md,10,32,0.3125,CLAIM,32,48,0.6666666666666666,CELL,**1154's 2x2 REPLICATES on a fresh population: 10 of 32 NON-MONOTONE claims still pick an ENDPO,1.0,0.3125,0.0,False
research/LEADERBOARD.md#104060,research/LEADERBOARD.md,10,32,0.3125,CLAIM,43,48,0.8958333333333334,CELL,**1154's 2x2 REPLICATES on a fresh population: 10 of 32 NON-MONOTONE claims still pick an ENDPO,1.0,0.3125,0.0,False
research/LEADERBOARD.md#104523,research/LEADERBOARD.md,0,24,0.0,BOOK,0,216,0.0,CELL,4a 0 of 24 picks and 0 of 216 cells**,1.0,0.0,0.0,False
research/LEADERBOARD.md#104626,research/LEADERBOARD.md,0,126,0.0,CELL,0,8,0.0,BOOK,4a 0 of 126 cells and 0 of 8 picks;,1.0,0.0,0.0,False
research/LEADERBOARD.md#104885,research/LEADERBOARD.md,2,3,0.6666666666666666,NAME,2,12,0.16666666666666666,BOOK,"-conditional gate used as an IS chooser — moves the pick at 2 of 3 panels, gains +0.1185 mean OOS Sharpe (",1.0,0.6666666666666666,0.0,False
research/LEADERBOARD.md#105501,research/LEADERBOARD.md,2,3,0.6666666666666666,NAME,0,3,0.0,BOOK,`CH_MONO` **fell back at 2 of 3 panels** (no hold's IS ladder is binary,1.0,0.6666666666666666,0.0,False
research/LEADERBOARD.md#105515,research/LEADERBOARD.md,18,18,1.0,NAME,11,18,0.6111111111111112,CELL,"ared order: **(D) NEITHER.** `R_FROZEN` buys COMPARABILITY (18 of 18 (panel, stat) cells, by construction) a",1.0,1.0,0.0,False
research/LEADERBOARD.md#105578,research/LEADERBOARD.md,5,6,0.8333333333333334,NAME,0,27,0.0,BOOK,"ed, NOT promoted, no memo.** **The repair MOVES the pick at 5 of 6 (panel, ratio-chooser) cells, yet 0 of",1.0,0.8333333333333334,0.0,False
