key,family,uses_exog,rule,truth_scale_leak,truth_term_dated,T1_flag,T1_med,T1_max,T2_flag,T2_med,T2_max,BOTH_flag,T1_flag_tol0,T2_flag_tol0,absIC_fwd
PRICE,level,False,NONE,True,False,True,252.0,358.0,False,0.0,0.0,True,True,False,0.441952372133949
PRICE,level,False,ASOF_TRUE,True,False,True,252.0,358.0,False,0.0,0.0,True,True,False,0.441952372133949
PRICE,level,False,ASOF_EARLY,True,False,True,252.0,358.0,False,0.0,0.0,True,True,False,0.441952372133949
FROZEN,level,False,NONE,True,False,True,266.5,351.0,False,0.0,0.0,True,True,False,0.2603531026542186
FROZEN,level,False,ASOF_TRUE,True,False,True,266.5,351.0,False,0.0,0.0,True,True,False,0.2603531026542186
FROZEN,level,False,ASOF_EARLY,True,False,True,266.5,351.0,False,0.0,0.0,True,True,False,0.2603531026542186
DVOL,level,False,NONE,True,False,True,182.0,349.0,False,0.0,0.0,True,True,False,0.5981405943602034
DVOL,level,False,ASOF_TRUE,True,False,True,182.0,349.0,False,0.0,0.0,True,True,False,0.5981405943602034
DVOL,level,False,ASOF_EARLY,True,False,True,182.0,349.0,False,0.0,0.0,True,True,False,0.5981405943602034
PXDVOL,level,False,NONE,True,False,True,215.0,384.0,False,0.0,0.0,True,True,False,0.5995705009005099
PXDVOL,level,False,ASOF_TRUE,True,False,True,215.0,384.0,False,0.0,0.0,True,True,False,0.5995705009005099
PXDVOL,level,False,ASOF_EARLY,True,False,True,215.0,384.0,False,0.0,0.0,True,True,False,0.5995705009005099
MCAP,both,True,NONE,True,True,True,252.0,393.0,False,0.0,0.0,True,True,False,0.7091850194428899
MCAP,both,True,ASOF_TRUE,True,True,True,252.0,393.0,True,inf,inf,True,True,True,0.7091850194428899
MCAP,both,True,ASOF_EARLY,True,False,True,252.0,393.0,False,0.0,0.0,True,True,False,0.7091850194428899
MCAPFRZ,both,True,NONE,True,True,True,230.5,304.0,False,0.0,0.0,True,True,False,0.4492772002259092
MCAPFRZ,both,True,ASOF_TRUE,True,True,True,230.5,304.0,True,inf,inf,True,True,True,0.4492772002259092
MCAPFRZ,both,True,ASOF_EARLY,True,False,True,230.5,304.0,False,0.0,0.0,True,True,False,0.4492772002259092
PXTERM,both,False,NONE,True,True,True,225.5,334.0,True,294.0,343.0,True,True,True,0.4978661043290994
PXTERM,both,False,ASOF_TRUE,True,True,True,225.5,334.0,True,294.0,343.0,True,True,True,0.4978661043290994
PXTERM,both,False,ASOF_EARLY,True,True,True,225.5,334.0,True,294.0,343.0,True,True,True,0.4978661043290994
FWDRET,termonly,False,NONE,False,True,False,0.0,1.0,True,330.0,411.0,True,False,True,1.0
FWDRET,termonly,False,ASOF_TRUE,False,True,False,0.0,1.0,True,330.0,411.0,True,False,True,1.0
FWDRET,termonly,False,ASOF_EARLY,False,True,False,0.0,1.0,True,330.0,411.0,True,False,True,1.0
TERMREB,termonly,False,NONE,False,True,False,0.0,1.0,True,368.0,417.0,True,False,True,0.9999999994010678
TERMREB,termonly,False,ASOF_TRUE,False,True,False,0.0,1.0,True,368.0,417.0,True,False,True,0.9999999994010678
TERMREB,termonly,False,ASOF_EARLY,False,True,False,0.0,1.0,True,368.0,417.0,True,False,True,0.9999999994010678
MCAPREB,termonly,True,NONE,False,True,False,0.0,0.0,False,0.0,0.0,False,False,False,0.44049936041408455
MCAPREB,termonly,True,ASOF_TRUE,False,True,False,0.0,0.0,True,inf,inf,True,False,True,0.44049936041408455
MCAPREB,termonly,True,ASOF_EARLY,False,False,False,0.0,0.0,False,0.0,0.0,False,False,False,0.44049936041408455
SHARES,termonly,True,NONE,False,True,False,0.0,0.0,False,0.0,0.0,False,False,False,0.3461746499597875
SHARES,termonly,True,ASOF_TRUE,False,True,False,0.0,0.0,True,inf,inf,True,False,True,0.3461746499597875
SHARES,termonly,True,ASOF_EARLY,False,False,False,0.0,0.0,False,0.0,0.0,False,False,False,0.3461746499597875
FULLVOL,termonly,False,NONE,False,True,False,0.0,0.0,True,291.0,417.0,True,False,True,0.12744537941493003
FULLVOL,termonly,False,ASOF_TRUE,False,True,False,0.0,0.0,True,291.0,417.0,True,False,True,0.12744537941493003
FULLVOL,termonly,False,ASOF_EARLY,False,True,False,0.0,0.0,True,291.0,417.0,True,False,True,0.12744537941493003
FULLSHRP,termonly,False,NONE,False,True,False,0.0,0.0,True,334.0,419.0,True,False,True,0.6103862457613757
FULLSHRP,termonly,False,ASOF_TRUE,False,True,False,0.0,0.0,True,334.0,419.0,True,False,True,0.6103862457613757
FULLSHRP,termonly,False,ASOF_EARLY,False,True,False,0.0,0.0,True,334.0,419.0,True,False,True,0.6103862457613757
MAXMOVE,termonly,False,NONE,False,True,False,1.0,1.0,True,330.0,413.0,True,True,True,0.10985269650352614
MAXMOVE,termonly,False,ASOF_TRUE,False,True,False,1.0,1.0,True,330.0,413.0,True,True,True,0.10985269650352614
MAXMOVE,termonly,False,ASOF_EARLY,False,True,False,1.0,1.0,True,330.0,413.0,True,True,True,0.10985269650352614
