claimset,nonmono,panel,arm,cost,resolution,step,n_pass_rungs,w_ladder,w_exact,d_width,class_ladder,class_exact,artefact_width,artefact_class,artefact,g_lo_ladder,g_hi_ladder,g_lo_exact,g_hi_exact,sharpe_ok
REPRO,False,U56,BAND03,0.0,RECORD8,0.1,2,0.050000000000000044,0.10106147193908688,-0.05106147193908683,WIDE,WIDE,False,False,False,0.95,1.0,0.8989385280609131,1.0,True
REPRO,False,U56,BAND03,0.0,STEP25,0.25,1,0.0,0.10106147193908688,-0.10106147193908688,SINGLE,NARROW,False,False,False,1.0,1.0,0.8989385280609131,1.0,True
REPRO,False,U56,BAND03,0.0,STEP10,0.1,2,0.09999999999999998,0.10106147193908688,-0.0010614719390868999,WIDE,WIDE,False,False,False,0.9,1.0,0.8989385280609131,1.0,True
REPRO,False,U56,BAND03,0.0,STEP05,0.05,3,0.09999999999999998,0.10106147193908688,-0.0010614719390868999,WIDE,WIDE,False,False,False,0.9,1.0,0.8989385280609131,1.0,True
REPRO,False,U56,BAND03,0.0,STEP01,0.01,11,0.09999999999999998,0.10106147193908688,-0.0010614719390868999,WIDE,WIDE,False,False,False,0.9,1.0,0.8989385280609131,1.0,True
REPRO,False,U56,BAND03,10.0,RECORD8,0.1,2,0.050000000000000044,0.08099727249145516,-0.03099727249145512,WIDE,NARROW,False,False,False,0.95,1.0,0.9190027275085448,1.0,True
REPRO,False,U56,BAND03,10.0,STEP25,0.25,1,0.0,0.08099727249145516,-0.08099727249145516,SINGLE,NARROW,False,False,False,1.0,1.0,0.9190027275085448,1.0,True
REPRO,False,U56,BAND03,10.0,STEP10,0.1,1,0.0,0.08099727249145516,-0.08099727249145516,SINGLE,NARROW,False,False,False,1.0,1.0,0.9190027275085448,1.0,True
REPRO,False,U56,BAND03,10.0,STEP05,0.05,2,0.050000000000000044,0.08099727249145516,-0.03099727249145512,WIDE,WIDE,False,False,False,0.95,1.0,0.9190027275085448,1.0,True
REPRO,False,U56,BAND03,10.0,STEP01,0.01,9,0.07999999999999996,0.08099727249145516,-0.0009972724914552034,WIDE,WIDE,False,False,False,0.92,1.0,0.9190027275085448,1.0,True
REPRO,False,U56,BAND03,25.0,RECORD8,0.1,1,0.0,0.04911878967285155,-0.04911878967285155,SINGLE,NARROW,False,False,False,1.0,1.0,0.9508812103271485,1.0,True
REPRO,False,U56,BAND03,25.0,STEP25,0.25,1,0.0,0.04911878967285155,-0.04911878967285155,SINGLE,NARROW,False,False,False,1.0,1.0,0.9508812103271485,1.0,True
REPRO,False,U56,BAND03,25.0,STEP10,0.1,1,0.0,0.04911878967285155,-0.04911878967285155,SINGLE,NARROW,False,False,False,1.0,1.0,0.9508812103271485,1.0,True
REPRO,False,U56,BAND03,25.0,STEP05,0.05,1,0.0,0.04911878967285155,-0.04911878967285155,SINGLE,NARROW,False,False,False,1.0,1.0,0.9508812103271485,1.0,True
REPRO,False,U56,BAND03,25.0,STEP01,0.01,5,0.040000000000000036,0.04911878967285155,-0.009118789672851513,WIDE,WIDE,False,False,False,0.96,1.0,0.9508812103271485,1.0,True
REPRO,False,U56,BAND08,0.0,RECORD8,0.1,2,0.050000000000000044,0.08169682121276878,-0.03169682121276873,WIDE,NARROW,False,False,False,0.95,1.0,0.9183031787872312,1.0,True
REPRO,False,U56,BAND08,0.0,STEP25,0.25,1,0.0,0.08169682121276878,-0.08169682121276878,SINGLE,NARROW,False,False,False,1.0,1.0,0.9183031787872312,1.0,True
REPRO,False,U56,BAND08,0.0,STEP10,0.1,1,0.0,0.08169682121276878,-0.08169682121276878,SINGLE,NARROW,False,False,False,1.0,1.0,0.9183031787872312,1.0,True
REPRO,False,U56,BAND08,0.0,STEP05,0.05,2,0.050000000000000044,0.08169682121276878,-0.03169682121276873,WIDE,WIDE,False,False,False,0.95,1.0,0.9183031787872312,1.0,True
REPRO,False,U56,BAND08,0.0,STEP01,0.01,9,0.07999999999999996,0.08169682121276878,-0.0016968212127688176,WIDE,WIDE,False,False,False,0.92,1.0,0.9183031787872312,1.0,True
REPRO,False,U56,BAND08,10.0,RECORD8,0.1,2,0.050000000000000044,0.06853769111633301,-0.018537691116332966,WIDE,NARROW,False,False,False,0.95,1.0,0.931462308883667,1.0,True
REPRO,False,U56,BAND08,10.0,STEP25,0.25,1,0.0,0.06853769111633301,-0.06853769111633301,SINGLE,NARROW,False,False,False,1.0,1.0,0.931462308883667,1.0,True
REPRO,False,U56,BAND08,10.0,STEP10,0.1,1,0.0,0.06853769111633301,-0.06853769111633301,SINGLE,NARROW,False,False,False,1.0,1.0,0.931462308883667,1.0,True
REPRO,False,U56,BAND08,10.0,STEP05,0.05,2,0.050000000000000044,0.06853769111633301,-0.018537691116332966,WIDE,WIDE,False,False,False,0.95,1.0,0.931462308883667,1.0,True
REPRO,False,U56,BAND08,10.0,STEP01,0.01,7,0.06000000000000005,0.06853769111633301,-0.008537691116332957,WIDE,WIDE,False,False,False,0.94,1.0,0.931462308883667,1.0,True
REPRO,False,U56,BAND08,25.0,RECORD8,0.1,1,0.0,0.048071846008300945,-0.048071846008300945,SINGLE,NARROW,False,False,False,1.0,1.0,0.951928153991699,1.0,True
REPRO,False,U56,BAND08,25.0,STEP25,0.25,1,0.0,0.048071846008300945,-0.048071846008300945,SINGLE,NARROW,False,False,False,1.0,1.0,0.951928153991699,1.0,True
REPRO,False,U56,BAND08,25.0,STEP10,0.1,1,0.0,0.048071846008300945,-0.048071846008300945,SINGLE,NARROW,False,False,False,1.0,1.0,0.951928153991699,1.0,True
REPRO,False,U56,BAND08,25.0,STEP05,0.05,1,0.0,0.048071846008300945,-0.048071846008300945,SINGLE,NARROW,False,False,False,1.0,1.0,0.951928153991699,1.0,True
REPRO,False,U56,BAND08,25.0,STEP01,0.01,5,0.040000000000000036,0.048071846008300945,-0.00807184600830091,WIDE,WIDE,False,False,False,0.96,1.0,0.951928153991699,1.0,True
REPRO,False,U56,BAND03_M,0.0,RECORD8,0.1,2,0.050000000000000044,0.12113518905639653,-0.07113518905639649,WIDE,WIDE,False,False,False,0.95,1.0,0.8788648109436035,1.0,True
REPRO,False,U56,BAND03_M,0.0,STEP25,0.25,1,0.0,0.12113518905639653,-0.12113518905639653,SINGLE,NARROW,False,False,False,1.0,1.0,0.8788648109436035,1.0,True
REPRO,False,U56,BAND03_M,0.0,STEP10,0.1,2,0.09999999999999998,0.12113518905639653,-0.021135189056396553,WIDE,WIDE,False,False,False,0.9,1.0,0.8788648109436035,1.0,True
REPRO,False,U56,BAND03_M,0.0,STEP05,0.05,3,0.09999999999999998,0.12113518905639653,-0.021135189056396553,WIDE,WIDE,False,False,False,0.9,1.0,0.8788648109436035,1.0,True
REPRO,False,U56,BAND03_M,0.0,STEP01,0.01,13,0.12,0.12113518905639653,-0.001135189056396535,WIDE,WIDE,False,False,False,0.88,1.0,0.8788648109436035,1.0,True
REPRO,False,U56,BAND03_M,10.0,RECORD8,0.1,2,0.050000000000000044,0.10795416831970217,-0.057954168319702126,WIDE,WIDE,False,False,False,0.95,1.0,0.8920458316802978,1.0,True
REPRO,False,U56,BAND03_M,10.0,STEP25,0.25,1,0.0,0.10795416831970217,-0.10795416831970217,SINGLE,NARROW,False,False,False,1.0,1.0,0.8920458316802978,1.0,True
REPRO,False,U56,BAND03_M,10.0,STEP10,0.1,2,0.09999999999999998,0.10795416831970217,-0.007954168319702193,WIDE,WIDE,False,False,False,0.9,1.0,0.8920458316802978,1.0,True
REPRO,False,U56,BAND03_M,10.0,STEP05,0.05,3,0.09999999999999998,0.10795416831970217,-0.007954168319702193,WIDE,WIDE,False,False,False,0.9,1.0,0.8920458316802978,1.0,True
REPRO,False,U56,BAND03_M,10.0,STEP01,0.01,11,0.09999999999999998,0.10795416831970217,-0.007954168319702193,WIDE,WIDE,False,False,False,0.9,1.0,0.8920458316802978,1.0,True
REPRO,False,U56,BAND03_M,25.0,RECORD8,0.1,2,0.050000000000000044,0.08740266418457043,-0.03740266418457039,WIDE,NARROW,False,False,False,0.95,1.0,0.9125973358154296,1.0,True
REPRO,False,U56,BAND03_M,25.0,STEP25,0.25,1,0.0,0.08740266418457043,-0.08740266418457043,SINGLE,NARROW,False,False,False,1.0,1.0,0.9125973358154296,1.0,True
REPRO,False,U56,BAND03_M,25.0,STEP10,0.1,1,0.0,0.08740266418457043,-0.08740266418457043,SINGLE,NARROW,False,False,False,1.0,1.0,0.9125973358154296,1.0,True
REPRO,False,U56,BAND03_M,25.0,STEP05,0.05,2,0.050000000000000044,0.08740266418457043,-0.03740266418457039,WIDE,WIDE,False,False,False,0.95,1.0,0.9125973358154296,1.0,True
REPRO,False,U56,BAND03_M,25.0,STEP01,0.01,9,0.07999999999999996,0.08740266418457043,-0.007402664184570473,WIDE,WIDE,False,False,False,0.92,1.0,0.9125973358154296,1.0,True
REPRO,False,U56,CAND20_VS,0.0,RECORD8,0.1,2,0.09999999999999998,0.18208820097351075,-0.08208820097351077,WIDE,WIDE,False,False,False,0.75,0.85,0.7030601272583008,0.8851483282318116,True
REPRO,False,U56,CAND20_VS,0.0,STEP25,0.25,1,0.0,0.18208820097351075,-0.18208820097351075,SINGLE,NARROW,False,False,False,0.75,0.75,0.7030601272583008,0.8851483282318116,True
REPRO,False,U56,CAND20_VS,0.0,STEP10,0.1,1,0.0,0.18208820097351075,-0.18208820097351075,SINGLE,WIDE,True,True,True,0.8,0.8,0.7030601272583008,0.8851483282318116,True
REPRO,False,U56,CAND20_VS,0.0,STEP05,0.05,3,0.09999999999999998,0.18208820097351075,-0.08208820097351077,WIDE,WIDE,True,False,True,0.75,0.85,0.7030601272583008,0.8851483282318116,True
REPRO,False,U56,CAND20_VS,0.0,STEP01,0.01,18,0.17000000000000004,0.18208820097351075,-0.01208820097351071,WIDE,WIDE,True,False,True,0.71,0.88,0.7030601272583008,0.8851483282318116,True
REPRO,False,U56,CAND20_VS,10.0,RECORD8,0.1,1,0.0,0.08512408583068864,-0.08512408583068864,SINGLE,NARROW,False,False,False,0.85,0.85,0.7953586807250976,0.8804827665557863,True
REPRO,False,U56,CAND20_VS,10.0,STEP25,0.25,0,0.0,0.08512408583068864,-0.08512408583068864,EMPTY,NARROW,False,True,True,,,0.7953586807250976,0.8804827665557863,True
REPRO,False,U56,CAND20_VS,10.0,STEP10,0.1,1,0.0,0.08512408583068864,-0.08512408583068864,SINGLE,NARROW,False,False,False,0.8,0.8,0.7953586807250976,0.8804827665557863,True
REPRO,False,U56,CAND20_VS,10.0,STEP05,0.05,2,0.04999999999999993,0.08512408583068864,-0.03512408583068871,WIDE,WIDE,False,False,False,0.8,0.85,0.7953586807250976,0.8804827665557863,True
REPRO,False,U56,CAND20_VS,10.0,STEP01,0.01,9,0.07999999999999996,0.08512408583068864,-0.005124085830688685,WIDE,WIDE,False,False,False,0.8,0.88,0.7953586807250976,0.8804827665557863,True
REPRO,False,U56,CAND20_VS,25.0,RECORD8,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.9959997234344483,0.8735672277679444,False
REPRO,False,U56,CAND20_VS,25.0,STEP25,0.25,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.9959997234344483,0.8735672277679444,False
REPRO,False,U56,CAND20_VS,25.0,STEP10,0.1,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.9959997234344483,0.8735672277679444,False
REPRO,False,U56,CAND20_VS,25.0,STEP05,0.05,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.9959997234344483,0.8735672277679444,False
REPRO,False,U56,CAND20_VS,25.0,STEP01,0.01,0,0.0,0.0,0.0,EMPTY,EMPTY,False,False,False,,,0.9959997234344483,0.8735672277679444,False
REPRO,False,U56,CAND20,0.0,RECORD8,0.1,2,0.15000000000000002,0.2680536970367432,-0.11805369703674318,WIDE,WIDE,True,False,True,0.6,0.75,0.569852725982666,0.8379064230194092,True
REPRO,False,U56,CAND20,0.0,STEP25,0.25,1,0.0,0.2680536970367432,-0.2680536970367432,SINGLE,WIDE,True,True,True,0.75,0.75,0.569852725982666,0.8379064230194092,True
REPRO,False,U56,CAND20,0.0,STEP10,0.1,3,0.20000000000000007,0.2680536970367432,-0.06805369703674313,WIDE,WIDE,False,False,False,0.6,0.8,0.569852725982666,0.8379064230194092,True
REPRO,False,U56,CAND20,0.0,STEP05,0.05,5,0.20000000000000007,0.2680536970367432,-0.06805369703674313,WIDE,WIDE,True,False,True,0.6,0.8,0.569852725982666,0.8379064230194092,True
REPRO,False,U56,CAND20,0.0,STEP01,0.01,27,0.26,0.2680536970367432,-0.00805369703674319,WIDE,WIDE,False,False,False,0.57,0.83,0.569852725982666,0.8379064230194092,True
