pool,selector,tau,window,take_rate,mean_d,chosen,t,n_moved,wins,sign_p,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,ctl_OOS_Sharpe,ctl_OOS_CAGR,ctl_OOS_MaxDD,v1_OOS_Sharpe,v2_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD
P_ALL,K_Sharpe,-inf,B(2013-2016),1.0,-0.03088955323673766,False,,,,,,,,,,,,,,,
P_ALL,K_Sharpe,-0.02,B(2013-2016),0.1111111111111111,-0.011193771927265426,False,,,,,,,,,,,,,,,
P_ALL,K_Sharpe,-0.01,B(2013-2016),0.08333333333333333,-0.012280205435507978,False,,,,,,,,,,,,,,,
P_ALL,K_Sharpe,0.0,B(2013-2016),0.05555555555555555,-0.003952454923761358,False,,,,,,,,,,,,,,,
P_ALL,K_Sharpe,0.01,B(2013-2016),0.041666666666666664,0.0008999626846528303,True,,,,,,,,,,,,,,,
P_ALL,K_Sharpe,0.02,B(2013-2016),0.041666666666666664,0.0008999626846528303,False,,,,,,,,,,,,,,,
P_ALL,K_Sharpe,inf,B(2013-2016),0.0,0.0,False,,,,,,,,,,,,,,,
P_ALL,K_Sharpe,0.01,C(2017-2026) READ ONCE,0.041666666666666664,-0.011887413337403844,True,-1.7560990100110905,3.0,0.0,0.25,0.912686725388379,0.13468766022042053,-0.24627378062114838,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.60007973359598,1.0378802995007232,0.8820158367175137,0.1545061515497651,-0.33716788240693507
P_ALL,K_Sharpe,0.01,"C(2017-2026) READ ONCE, INTERIOR-tau ONLY",0.041666666666666664,-0.011887413337403844,True,-1.7560990100110905,3.0,0.0,0.25,0.912686725388379,0.13468766022042053,-0.24627378062114838,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.60007973359598,1.0378802995007232,0.8820158367175137,0.1545061515497651,-0.33716788240693507
P_ALL,K_Sharpe,-inf,C(2017-2026) endpoint: UNGATED,1.0,-0.05037499480074976,True,-5.283931767979621,58.0,15.0,0.0003069470155465659,0.8741991439250332,0.12173060562895631,-0.22974531189877473,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.60007973359598,1.0378802995007232,0.8820158367175137,0.1545061515497651,-0.33716788240693507
P_ALL,K_Sharpe,inf,C(2017-2026) endpoint: DO-NOTHING,0.0,0.0,True,,0.0,0.0,,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.60007973359598,1.0378802995007232,0.8820158367175137,0.1545061515497651,-0.33716788240693507
P_ALL,K_CAGR,-inf,B(2013-2016),1.0,-0.003779670700671105,False,,,,,,,,,,,,,,,
P_ALL,K_CAGR,-0.02,B(2013-2016),0.1111111111111111,-0.002452661357394976,False,,,,,,,,,,,,,,,
P_ALL,K_CAGR,-0.01,B(2013-2016),0.08333333333333333,-0.0026477985794424426,False,,,,,,,,,,,,,,,
P_ALL,K_CAGR,0.0,B(2013-2016),0.05555555555555555,-0.0004472428828114526,False,,,,,,,,,,,,,,,
P_ALL,K_CAGR,0.01,B(2013-2016),0.041666666666666664,-0.0005153668188968272,False,,,,,,,,,,,,,,,
P_ALL,K_CAGR,0.02,B(2013-2016),0.041666666666666664,-0.0005153668188968272,False,,,,,,,,,,,,,,,
P_ALL,K_CAGR,inf,B(2013-2016),0.0,0.0,True,,,,,,,,,,,,,,,
P_ALL,K_CAGR,inf,C(2017-2026) READ ONCE,0.0,0.0,True,,0.0,0.0,,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.60007973359598,1.0378802995007232,0.8820158367175137,0.1545061515497651,-0.33716788240693507
P_ALL,K_CAGR,0.0,"C(2017-2026) READ ONCE, INTERIOR-tau ONLY",0.05555555555555555,0.004453667245711307,True,1.7462988945792621,4.0,3.0,0.625,0.9290278059714944,0.13746798493903734,-0.24633894976066806,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.60007973359598,1.0378802995007232,0.8820158367175137,0.1545061515497651,-0.33716788240693507
P_ALL,K_CAGR,-inf,C(2017-2026) endpoint: UNGATED,1.0,-0.002888143092071655,True,-0.6243560711862322,44.0,23.0,0.880395821280672,0.9216859956337115,0.1348836101838745,-0.238530629764343,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.60007973359598,1.0378802995007232,0.8820158367175137,0.1545061515497651,-0.33716788240693507
P_ALL,K_CAGR,inf,C(2017-2026) endpoint: DO-NOTHING,0.0,0.0,True,,0.0,0.0,,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.60007973359598,1.0378802995007232,0.8820158367175137,0.1545061515497651,-0.33716788240693507
P_S1,K_Sharpe,-inf,B(2013-2016),1.0,0.004853409273037478,True,,,,,,,,,,,,,,,
P_S1,K_Sharpe,-0.02,B(2013-2016),0.75,0.0020074025668967523,False,,,,,,,,,,,,,,,
P_S1,K_Sharpe,-0.01,B(2013-2016),0.7083333333333334,0.003234290017111936,False,,,,,,,,,,,,,,,
P_S1,K_Sharpe,0.0,B(2013-2016),0.6666666666666666,0.0035220647853184805,False,,,,,,,,,,,,,,,
P_S1,K_Sharpe,0.01,B(2013-2016),0.06944444444444445,0.0030213852101645677,False,,,,,,,,,,,,,,,
P_S1,K_Sharpe,0.02,B(2013-2016),0.06944444444444445,0.0030213852101645677,False,,,,,,,,,,,,,,,
P_S1,K_Sharpe,inf,B(2013-2016),0.0,0.0,False,,,,,,,,,,,,,,,
P_S1,K_Sharpe,-inf,C(2017-2026) READ ONCE,1.0,-0.005217689884157672,True,-1.9086828057477938,29.0,14.0,1.0,0.9193564488416253,0.13362243452664355,-0.2409339864531351,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.60007973359598,1.0378802995007232,0.8820158367175137,0.1545061515497651,-0.33716788240693507
P_S1,K_Sharpe,0.0,"C(2017-2026) READ ONCE, INTERIOR-tau ONLY",0.6666666666666666,-0.0031174942078864673,True,-1.5456061392323486,8.0,3.0,0.7265625,0.9214566445178964,0.135212389208996,-0.24433958764387123,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.60007973359598,1.0378802995007232,0.8820158367175137,0.1545061515497651,-0.33716788240693507
P_S1,K_Sharpe,-inf,C(2017-2026) endpoint: UNGATED,1.0,-0.005217689884157672,True,-1.9086828057477938,29.0,14.0,1.0,0.9193564488416253,0.13362243452664355,-0.2409339864531351,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.60007973359598,1.0378802995007232,0.8820158367175137,0.1545061515497651,-0.33716788240693507
P_S1,K_Sharpe,inf,C(2017-2026) endpoint: DO-NOTHING,0.0,0.0,True,,0.0,0.0,,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.60007973359598,1.0378802995007232,0.8820158367175137,0.1545061515497651,-0.33716788240693507
P_S1,K_CAGR,-inf,B(2013-2016),1.0,0.007842095875538444,True,,,,,,,,,,,,,,,
P_S1,K_CAGR,-0.02,B(2013-2016),0.75,0.002394187631377245,False,,,,,,,,,,,,,,,
P_S1,K_CAGR,-0.01,B(2013-2016),0.7083333333333334,0.0023923315613070322,False,,,,,,,,,,,,,,,
P_S1,K_CAGR,0.0,B(2013-2016),0.6666666666666666,0.0025860215201867426,False,,,,,,,,,,,,,,,
P_S1,K_CAGR,0.01,B(2013-2016),0.06944444444444445,0.0020576792590803967,False,,,,,,,,,,,,,,,
P_S1,K_CAGR,0.02,B(2013-2016),0.06944444444444445,0.0020576792590803967,False,,,,,,,,,,,,,,,
P_S1,K_CAGR,inf,B(2013-2016),0.0,0.0,False,,,,,,,,,,,,,,,
P_S1,K_CAGR,-inf,C(2017-2026) READ ONCE,1.0,0.00288926520642988,True,1.7535583483848203,23.0,18.0,0.010622024536132812,0.9274634039322128,0.13640116115029366,-0.2400875262431365,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.60007973359598,1.0378802995007232,0.8820158367175137,0.1545061515497651,-0.33716788240693507
P_S1,K_CAGR,0.0,"C(2017-2026) READ ONCE, INTERIOR-tau ONLY",0.6666666666666666,0.00047354409148106665,True,0.46408739922167713,8.0,5.0,0.7265625,0.9250476828172641,0.13635353606112816,-0.24396771177138646,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.60007973359598,1.0378802995007232,0.8820158367175137,0.1545061515497651,-0.33716788240693507
P_S1,K_CAGR,-inf,C(2017-2026) endpoint: UNGATED,1.0,0.00288926520642988,True,1.7535583483848203,23.0,18.0,0.010622024536132812,0.9274634039322128,0.13640116115029366,-0.2400875262431365,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.60007973359598,1.0378802995007232,0.8820158367175137,0.1545061515497651,-0.33716788240693507
P_S1,K_CAGR,inf,C(2017-2026) endpoint: DO-NOTHING,0.0,0.0,True,,0.0,0.0,,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.60007973359598,1.0378802995007232,0.8820158367175137,0.1545061515497651,-0.33716788240693507
