rule,default_arm,instance,margin_vs_book,margin_vs_arm,verdict_book,verdict_arm,moved
SHARED-KEYS,LADDER-MEAN,2026-09-04_earnings-season-avoidance_cloud.walkforward.csv::W::base_OOS_Sharpe,0.06990905015322778,-0.09658883702859598,WIN,LOSS,True
SHARED-KEYS,LADDER-MEAN,2026-09-04_ensemble-plus-momentum_C.walkforward.csv::W::base_OOS_Sharpe,0.35185433161829466,0.009159811135656845,WIN,WIN,False
SHARED-KEYS,LADDER-MEAN,2026-09-05_2011-the-opposite-outlier_C.walkforward.csv::W::base_OOS_Sharpe,0.5879575162145747,0.03018865471881975,WIN,WIN,False
SHARED-KEYS,LADDER-MEAN,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.walkforward.csv::W::base_OOS_Sharpe,0.5958852108222289,0.038116349326473974,WIN,WIN,False
SHARED-KEYS,LADDER-MEAN,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.walkforward.csv::W::base_OOS_Sharpe,0.5956109120163551,0.03784205052060014,WIN,WIN,False
SHARED-KEYS,LADDER-MEAN,2026-09-05_cagr-floor-calibration_B.walkforward.csv::W::v1_OOS_Sharpe,0.37430029421228866,-0.013184941942404802,WIN,LOSS,True
SHARED-KEYS,LADDER-MEAN,2026-09-05_defensive-class-census_B.walkforward.csv::W::v1_OOS_Sharpe,0.631694730591734,0.19033758807386048,WIN,WIN,False
SHARED-KEYS,LADDER-MEAN,2026-09-05_delete-the-scaler-on-small_cloud.walkforward.csv::W::v1_OOS_Sharpe,-0.7528663963300175,-0.16711196152201532,LOSS,LOSS,False
SHARED-KEYS,LADDER-MEAN,2026-09-05_does-book-share-price-a-tilt_C.walkforward.csv::W::v1_OOS_Sharpe,0.217143789144589,0.011735198841853478,WIN,WIN,False
SHARED-KEYS,LADDER-MEAN,2026-09-05_does-share-price-any-key-or-only-vol_B.walkforward.csv::W::v1_OOS_Sharpe,0.18562831374627065,0.00933077697189506,WIN,WIN,False
SHARED-KEYS,LADDER-MEAN,2026-09-05_fixed-gross-S4-blend_cloud.walkforward.csv::W::base_OOS_Sharpe,0.5243032151197797,0.12455009675220689,WIN,WIN,False
SHARED-KEYS,LADDER-MEAN,2026-09-05_four-way-gate-spread-is-a-weighting-convention_cloud.walkforward.csv::W::base_OOS_Sharpe,0.15260684255782356,0.023287310410382015,WIN,WIN,False
SHARED-KEYS,LADDER-MEAN,2026-09-05_gross-as-the-missing-third-bar_B.walkforward.csv::W::v1_OOS_Sharpe,0.40239350283358866,-0.011763364171909936,WIN,LOSS,True
SHARED-KEYS,LADDER-MEAN,2026-09-05_gross-dispersion-not-gross-level_cloud.walkforward.csv::W::v1_OOS_Sharpe,0.4336233341203048,-0.002296862995550848,WIN,LOSS,True
SHARED-KEYS,LADDER-MEAN,2026-09-05_liquidity-screened-small-panel_cloud.walkforward.csv::W::v1_OOS_Sharpe,-0.5600480019665927,-0.11574946312916072,LOSS,LOSS,False
SHARED-KEYS,LADDER-MEAN,2026-09-05_price-the-broad-POS-near-miss_cloud.walkforward.csv::W::v1_OOS_Sharpe,0.2843283092558129,0.01739719369651212,WIN,WIN,False
SHARED-KEYS,LADDER-MEAN,2026-09-05_sleeve-G-is-2013_cloud.walkforward.csv::W::v1_OOS_Sharpe,0.5938501140702871,0.2892291306658663,WIN,WIN,False
SHARED-KEYS,LADDER-MEAN,2026-09-05_sleeve-f-that-clears-the-floor_cloud.walkforward.csv::W::v1_OOS_Sharpe,0.5929930555263877,0.040265989265639644,WIN,WIN,False
