file,n_id_cols,n_rows,n_gross,n_pass,cls,gmin,gmax
2026-09-04_52w-high-proximity_C.grid.csv,6,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
2026-09-04_52w-high-proximity_C.grid.csv,6,1,1,1,UNSWEPT,0.6880456752142957,0.6880456752142957
2026-09-04_52w-high-proximity_C.grid.csv,6,1,1,1,UNSWEPT,0.750189981176897,0.750189981176897
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.7496456096359364,0.7496456096359364
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.7168372944872631,0.7168372944872631
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.7168689741119103,0.7168689741119103
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.7168654633784832,0.7168654633784832
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.7331036438035696,0.7331036438035696
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.7493770297171926,0.7493770297171926
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.7502447886942352,0.7502447886942352
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.7502796233827491,0.7502796233827491
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.7502719049146885,0.7502719049146885
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.7665176917856017,0.7665176917856017
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.7828006707413849,0.7828006707413849
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.7835235077113405,0.7835235077113405
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.750189981176897,0.750189981176897
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.7390864035704587,0.7390864035704587
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.7502272501115826,0.7502272501115826
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.7502629400824072,0.7502629400824072
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.7502553467453162,0.7502553467453162
2026-09-04_crypto-sleeve_C.grid.csv,12,1,1,1,UNSWEPT,0.7665017557478806,0.7665017557478806
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.6485015834499682,0.6485015834499682
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.6648701989874942,0.6648701989874942
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.6693086041700576,0.6693086041700576
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.70178252122216,0.70178252122216
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.6352438643398953,0.6352438643398953
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.6509373032320276,0.6509373032320276
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.6728918817326695,0.6728918817326695
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.6840576406264481,0.6840576406264481
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.6955984619547207,0.6955984619547207
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7103076919659593,0.7103076919659593
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.6472933366242519,0.6472933366242519
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.6585217339186143,0.6585217339186143
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.666013130748156,0.666013130748156
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.70178252122216,0.70178252122216
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.6487162888572453,0.6487162888572453
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.6702306684913539,0.6702306684913539
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.6830065418866907,0.6830065418866907
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.6955984619547207,0.6955984619547207
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7103076919659593,0.7103076919659593
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
2026-09-04_drawdown-control_C.grid.csv,17,1,1,1,UNSWEPT,0.7168040100062943,0.7168040100062943
