file,date,panel_label,canon,n,a4col,mapped,has4b,rate_SAMEv2,match_SAMEv2,rate_SAMEv2_noSPY,match_SAMEv2_noSPY,rate_CROSSv2,match_CROSSv2,rate_SAMEv1,match_SAMEv1,rate_SAMEv1_noSPY,match_SAMEv1_noSPY,rate_CROSSv1,match_CROSSv1,identified,n_exact,n_exposed,n_flip_F2T,n_flip_T2F,n_exposed_v1,n_flip_v1_F2T,n_flip_v1_T2F,n_exposed_spy,n_exposed_spy_v1,pub_rate,v1_leg_H1,v1f2t_leg_H1,v1_leg_H2,v1f2t_leg_H2,v1_leg_DD,v1f2t_leg_DD,lost_SAMEv2,gain_SAMEv2,lost_SAMEv2_noSPY,gain_SAMEv2_noSPY,lost_CROSSv2,gain_CROSSv2,lost_SAMEv1,gain_SAMEv1,lost_SAMEv1_noSPY,gain_SAMEv1_noSPY,lost_CROSSv1,gain_CROSSv1,exp_lost_SAMEv1,exp_gain_SAMEv1,exp_lost_CROSSv1,exp_gain_CROSSv1,pub_on_exposed
2026-09-04_sector-only-universe_C.grid.csv,2026-09-04,B136,B136,5,p4a,True,True,0.0,1.0,0.0,1.0,0.0,1.0,0.6,0.4,0.6,0.4,0.0,1.0,SAMEv2|SAMEv2_noSPY|CROSSv2|CROSSv1,4,0,0,0,3,3,0,0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2026-09-04_sector-only-universe_C.grid.csv,2026-09-04,BSTK100,,5,p4a,False,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04_sector-only-universe_C.grid.csv,2026-09-04,ETF24,,5,p4a,False,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04_sector-only-universe_C.grid.csv,2026-09-04,ETF36,,5,p4a,False,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04_sector-only-universe_C.grid.csv,2026-09-04,STK20,,5,p4a,False,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04_sector-only-universe_C.grid.csv,2026-09-04,U56,U56,5,p4a,True,True,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2,0.8,0.0,1.0,SAMEv2|SAMEv2_noSPY|CROSSv2|SAMEv1|CROSSv1,5,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,2026-09-05,broad,B136,176,pass4a,True,True,0.0,0.2897727272727273,0.0,0.2897727272727273,0.0,0.2897727272727273,0.4602272727272727,0.75,0.5454545454545454,0.7443181818181818,0.0,0.2897727272727273,,0,0,0,0,81,81,0,0,15.0,0.7102272727272727,0.0,0.0,17.0,17.0,81.0,81.0,125.0,0.0,125.0,0.0,125.0,0.0,44.0,0.0,37.0,8.0,125.0,0.0,0.0,0.0,81.0,0.0,81.0
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,2026-09-05,u56,U56,176,pass4a,True,True,0.0,0.9772727272727273,0.0,0.9772727272727273,0.0,0.9772727272727273,0.011363636363636364,0.9772727272727273,0.005681818181818182,0.9829545454545454,0.011363636363636364,0.9772727272727273,,0,0,0,0,0,0,0,0,1.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,3.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
2026-09-05_cagr-floor-calibration_B.grid.csv,2026-09-05,broad,B136,102,pass4a,True,True,0.0,0.5294117647058824,0.0,0.5294117647058824,0.0,0.5294117647058824,0.3235294117647059,0.8529411764705882,0.3137254901960784,0.8431372549019608,0.058823529411764705,0.5882352941176471,,0,0,0,0,27,27,0,0,1.0,0.47058823529411764,0.0,0.0,5.0,5.0,27.0,27.0,48.0,0.0,48.0,0.0,48.0,0.0,15.0,0.0,16.0,0.0,42.0,0.0,0.0,0.0,27.0,0.0,27.0
2026-09-05_cagr-floor-calibration_B.grid.csv,2026-09-05,small,SMALL484,102,pass4a,True,True,0.0,0.5980392156862745,0.0,0.5980392156862745,0.0,0.5980392156862745,0.30392156862745096,0.8235294117647058,0.29411764705882354,0.8137254901960784,0.0,0.5980392156862745,,0,0,0,0,31,31,0,0,1.0,0.4019607843137255,3.0,3.0,17.0,17.0,31.0,31.0,41.0,0.0,41.0,0.0,41.0,0.0,14.0,4.0,15.0,4.0,41.0,0.0,0.0,4.0,27.0,0.0,27.0
