statistic,reading,target,spearman,iid_p,iid_null95,cluster_lo,cluster_hi
CALMAR,b,OOS_MaxDD,-0.38137651821862345,0.01735,0.31720647773279353,-0.6604457666305705,0.03484974950373378
CALMAR,b,share_3y,-0.2862947836426049,0.08025,0.31720647773279353,-0.5676862098620029,0.13228130638280317
CALMAR,b,cost_surv,-0.15116043806102342,0.36025,0.31720647773279353,-0.41986165773715317,0.23736209819212054
CALMAR,b,gross_band,-0.12667457842095317,0.43655,0.31720647773279353,-0.5301100635141217,0.33019898848453266
H2,a,OOS_Sharpe,0.9748987854251013,0.0,0.31720647773279353,0.9012459217419388,0.9851707066624386
H2,a,OOS_CAGR,0.36295546558704456,0.02425,0.31720647773279353,-0.07809114163638364,0.7040806730543703
H2,a,OOS_MaxDD,0.2384615384615385,0.14045,0.31720647773279353,-0.0902301662661809,0.561849094056633
H2,a,share_3y,0.4387256143121799,0.0067,0.31720647773279353,-0.02230009432179113,0.6988011882304421
H2,a,cost_surv,0.4731730791069526,0.00255,0.31720647773279353,0.1721925304981087,0.6879759414095976
H2,a,gross_band,0.342864967945798,0.0325,0.31720647773279353,-0.19460618929302256,0.7072545816197966
H2,b,OOS_Sharpe,-0.04008097165991903,0.8087,0.31720647773279353,-0.5781558051425009,0.4777869230244521
H2,b,OOS_CAGR,0.10506072874493927,0.52255,0.31720647773279353,-0.29584237970748256,0.5104901060611524
H2,b,OOS_MaxDD,-0.3491902834008097,0.02955,0.31720647773279353,-0.6937431833674165,0.05177153617667453
H2,b,share_3y,0.07578391331716011,0.64105,0.31720647773279353,-0.3623052062329485,0.49457702032765927
H2,b,cost_surv,0.13410222411260062,0.41065,0.31720647773279353,-0.3244297745778157,0.5696006446610513
H2,b,gross_band,0.022687984194797582,0.89145,0.31720647773279353,-0.34310031744163655,0.5112940881535802
SORTINO,a,OOS_Sharpe,0.625506072874494,0.0,0.31720647773279353,0.24442700381470664,0.8738622073297673
SORTINO,a,OOS_CAGR,0.38400809716599194,0.01895,0.31720647773279353,0.030495580750330886,0.6562573854511025
SORTINO,a,OOS_MaxDD,0.010323886639676113,0.94945,0.31720647773279353,-0.33477539615593177,0.42043173769294573
SORTINO,a,share_3y,0.3691171854363213,0.02255,0.31720647773279353,0.011005515064541995,0.7035684498942111
SORTINO,a,cost_surv,0.4320453866094402,0.00615,0.31720647773279353,0.1455781235415644,0.7123989903914496
SORTINO,a,gross_band,0.5822830499409444,0.0002,0.31720647773279353,0.3336011318213763,0.7436090453942705
SORTINO,b,OOS_Sharpe,-0.14979757085020245,0.3576,0.31720647773279353,-0.5844359747996886,0.3410178200074827
SORTINO,b,OOS_CAGR,0.02044534412955466,0.90205,0.31720647773279353,-0.47489731235192806,0.49209377745285193
SORTINO,b,OOS_MaxDD,-0.3390688259109312,0.03765,0.31720647773279353,-0.6393531045658308,0.0928564759539247
SORTINO,b,share_3y,-0.16800289217298148,0.3032,0.31720647773279353,-0.4728163560899162,0.25495762686103673
SORTINO,b,cost_surv,-0.1160164069142729,0.48405,0.31720647773279353,-0.4058507179096193,0.2841003318639687
SORTINO,b,gross_band,-0.13612790516878548,0.4071,0.31720647773279353,-0.5264426181469595,0.3776303203121732
WINRATE,a,OOS_Sharpe,0.381068537897458,0.0182,0.31720647773279353,-0.05758391321836802,0.6838010714839886
WINRATE,a,OOS_CAGR,0.05949128503877868,0.7271,0.31720647773279353,-0.2859364510706135,0.4754914813838522
WINRATE,a,OOS_MaxDD,-0.17492667457739694,0.28495,0.31720647773279353,-0.4512547160680849,0.1165881141305313
WINRATE,a,share_3y,0.34591387507450716,0.0298,0.31720647773279353,-0.14267086768274564,0.6472509303003694
WINRATE,a,cost_surv,0.4163778438007033,0.00775,0.31720647773279353,-0.0023728080473165184,0.6783199866453938
WINRATE,a,gross_band,0.17459934913445807,0.2879,0.31720647773279353,-0.16884953612962142,0.5600356987769697
WINRATE,b,OOS_Sharpe,0.0320243479655287,0.84475,0.31720647773279353,-0.37408990038340106,0.40828324267001836
WINRATE,b,OOS_CAGR,-0.29176613225556053,0.07155,0.31720647773279353,-0.631880352692458,0.20373701785498818
WINRATE,b,OOS_MaxDD,-0.08604009943903122,0.5987,0.31720647773279353,-0.42764696147909254,0.27585031060128873
WINRATE,b,share_3y,-0.14551280560819366,0.3798,0.31720647773279353,-0.44753243864030623,0.21389051480639512
WINRATE,b,cost_surv,-0.02268737350190133,0.8903,0.31720647773279353,-0.31065349594384606,0.3075993256245822
WINRATE,b,gross_band,-0.3392261817094589,0.0351,0.31720647773279353,-0.6304535262039221,0.06799544589169312
H1,a,OOS_Sharpe,0.017813765182186237,0.91195,0.31720647773279353,-0.4624384470645415,0.48809730146911545
H1,a,OOS_CAGR,-0.023279352226720652,0.8899,0.31720647773279353,-0.4654863020868603,0.40397660030634663
H1,a,OOS_MaxDD,-0.28157894736842104,0.082,0.31720647773279353,-0.5903026592014101,0.11454430334245018
H1,a,share_3y,0.27053057510704853,0.0978,0.31720647773279353,-0.12413219890035598,0.587932047158838
H1,a,cost_surv,0.2341823087731491,0.155,0.31720647773279353,-0.09753507143727914,0.6051932921837381
H1,a,gross_band,0.2578013877003621,0.11395,0.31720647773279353,-0.21329329610016312,0.6386094390364391
H1,b,OOS_Sharpe,0.04354430937917798,0.79075,0.31720647773279353,-0.3447960019439057,0.4501067709821769
H1,b,OOS_CAGR,-0.055291146327979476,0.7394,0.31720647773279353,-0.508738015379156,0.3555725441437396
H1,b,OOS_MaxDD,-0.15777217212269604,0.33775,0.31720647773279353,-0.4892492492484976,0.2646137823281751
H1,b,share_3y,-0.13525195127878792,0.41355,0.31720647773279353,-0.4753177662246073,0.3196264613810255
H1,b,cost_surv,-0.09792878119985575,0.55535,0.31720647773279353,-0.40784498393237834,0.3126671555244145
H1,b,gross_band,-0.18364505566350428,0.2607,0.31720647773279353,-0.5366084790529403,0.218139066865139
NEGVOL,a,OOS_Sharpe,0.15404858299595142,0.35195,0.31720647773279353,-0.23252815323657955,0.5676610264276715
NEGVOL,a,OOS_CAGR,-0.8637651821862349,0.0,0.31720647773279353,-0.9384110969913831,-0.7049260428107084
NEGVOL,a,OOS_MaxDD,0.698582995951417,0.0,0.31720647773279353,0.4530891246398198,0.8796307377697273
NEGVOL,a,share_3y,0.32666313638394173,0.04375,0.31720647773279353,-0.009440222410184508,0.6090454159639492
NEGVOL,a,cost_surv,0.06465846183688521,0.69125,0.31720647773279353,-0.325428728751062,0.37782730221831357
NEGVOL,a,gross_band,-0.6406962757616593,0.0,0.31720647773279353,-0.8500406327106135,-0.35086083382779504
NEGVOL,b,OOS_Sharpe,0.2145748987854251,0.1908,0.31720647773279353,-0.14929901444526583,0.5929184878845644
NEGVOL,b,OOS_CAGR,-0.7864372469635628,0.0,0.31720647773279353,-0.9035147223417114,-0.5645514146794436
NEGVOL,b,OOS_MaxDD,0.6536437246963563,0.0,0.31720647773279353,0.370302127180125,0.8991957202465047
NEGVOL,b,share_3y,0.2379026462232135,0.14645,0.31720647773279353,-0.2152061611900581,0.570244586514736
NEGVOL,b,cost_surv,0.16359443738487373,0.3219,0.31720647773279353,-0.2485571858691668,0.4998310461197354
NEGVOL,b,gross_band,-0.6056431336444577,0.0001,0.31720647773279353,-0.7641514831529742,-0.36570311691996016
NEGTURN,a,OOS_Sharpe,0.4587044534412956,0.004,0.31720647773279353,-0.010850116346244852,0.7734806816302126
NEGTURN,a,OOS_CAGR,-0.35708502024291494,0.02625,0.31720647773279353,-0.6497711778409546,-0.008418628331526012
NEGTURN,a,OOS_MaxDD,0.1463562753036437,0.3703,0.31720647773279353,-0.20637294483146457,0.5469417524946185
NEGTURN,a,share_3y,0.4683117296422391,0.00315,0.31720647773279353,0.043176294615552474,0.6728224976636465
NEGTURN,a,cost_surv,0.5018192330853195,0.00125,0.31720647773279353,0.0975437739675948,0.752394767065323
NEGTURN,a,gross_band,-0.11541235120256717,0.48385,0.31720647773279353,-0.5124608929962972,0.2408168525461236
NEGTURN,b,OOS_Sharpe,0.4587044534412956,0.004,0.31720647773279353,-0.010850116346244852,0.7734806816302126
NEGTURN,b,OOS_CAGR,-0.35708502024291494,0.02625,0.31720647773279353,-0.6497711778409546,-0.008418628331526012
NEGTURN,b,OOS_MaxDD,0.1463562753036437,0.3703,0.31720647773279353,-0.20637294483146457,0.5469417524946185
NEGTURN,b,share_3y,0.34249864974395255,0.03415,0.31720647773279353,-0.09471993485342554,0.6199366883587348
NEGTURN,b,cost_surv,0.46365458635712953,0.0027,0.31720647773279353,0.02696586660259209,0.7571091589679065
NEGTURN,b,gross_band,-0.29693949684579984,0.0674,0.31720647773279353,-0.5763782823175165,0.06657889461187899
