panel,cost,conv,arm,chosen,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
U56,0,rw,IS-chooser pick,on/off,1.1504770272831237,0.13361334456365137,1.1865322897741262,-0.18456317140714762
U56,0,rw,do-nothing (no gate),off/off,1.1211858358285063,0.1395493038682556,1.1475969863961593,-0.2244205969315315
U56,0,rw,"RULES-like (0.60, trend on)",on/0.60,1.0574273296041614,0.12326471335474687,1.2009597568159034,-0.15740147679482486
U56,0,rw,trend only (no vol cap),on/off,1.1504770272831237,0.13361334456365137,1.1865322897741262,-0.18456317140714762
U56,0,rw,vol only 0.60 (no trend),off/0.60,1.0783736529937724,0.13147600410500448,1.204714383979029,-0.1825337063568293
U56,0,rw,RULES v2 baseline,-,,0.097307362439361,1.3095985770043688,-0.12029812615148383
U56,0,rw,SPY,-,0.8986374811215905,0.15450717694493266,0.8820107671822842,-0.33717235283398284
U56,0,dg,IS-chooser pick,off/off,1.1211858358285063,0.1395493038682556,1.1475969863961593,-0.2244205969315315
U56,0,dg,do-nothing (no gate),off/off,1.1211858358285063,0.1395493038682556,1.1475969863961593,-0.2244205969315315
U56,0,dg,"RULES-like (0.60, trend on)",on/0.60,1.000888119256073,0.08665290339487086,1.3068171638550865,-0.10869704796250412
U56,0,dg,trend only (no vol cap),on/off,1.1083997102948573,0.09463819975798216,1.3112440885439045,-0.1201746507676329
U56,0,dg,vol only 0.60 (no trend),off/0.60,1.0859133689575757,0.12347304022811012,1.2063653940328203,-0.16808527021069974
U56,0,dg,RULES v2 baseline,-,,0.097307362439361,1.3095985770043688,-0.12029812615148383
U56,0,dg,SPY,-,0.8986374811215905,0.15450717694493266,0.8820107671822842,-0.33717235283398284
U56,10,rw,IS-chooser pick,off/off,1.1139785079366693,0.1385606274124287,1.1403609047423904,-0.2245669050549507
U56,10,rw,do-nothing (no gate),off/off,1.1139785079366693,0.1385606274124287,1.1403609047423904,-0.2245669050549507
U56,10,rw,"RULES-like (0.60, trend on)",on/0.60,0.9741604371643743,0.11389633797897813,1.1179217294813681,-0.158442702755356
U56,10,rw,trend only (no vol cap),on/off,1.073445004173304,0.12494754750836923,1.1169417076963275,-0.1862302684737166
U56,10,rw,vol only 0.60 (no trend),off/0.60,1.062722186558568,0.1291354540134857,1.1852320662464964,-0.18353579028097156
U56,10,rw,RULES v2 baseline,-,,0.09534722887472857,1.285072363206482,-0.12054942313126815
U56,10,rw,SPY,-,0.8986374811215905,0.15450717694493266,0.8820107671822842,-0.33717235283398284
U56,10,dg,IS-chooser pick,off/off,1.1139785079366693,0.1385606274124287,1.1403609047423904,-0.2245669050549507
U56,10,dg,do-nothing (no gate),off/off,1.1139785079366693,0.1385606274124287,1.1403609047423904,-0.2245669050549507
