panel,excision,window,popn,proxy,n,dd_pass,beta_pass,agree,TP,FP,FN,TN,beta_star,best_agree,spearman,n_pairs,n_disagree,pair_disagree,max_dMaxDD_in_pair
U56,NONE,FULL,DDSUB,SPYDD,64,45,46,0.984375,45,1,0,18,0.596567418274249,0.984375,-0.9739585397305386,205,3,0.014634146341463415,0.10138790907591144
U56,NONE,FULL,DDSUB,SPYDD10,64,45,56,0.828125,45,11,0,8,0.43440702012731114,0.9375,-0.9620279491535025,137,13,0.0948905109489051,0.07070403159981187
U56,NONE,FULL,DDSUB,DDWIN,64,45,48,0.953125,45,3,0,16,0.5709428895719868,0.984375,-0.9681737383726593,211,21,0.0995260663507109,0.12012342369045381
U56,NONE,IS,ALL,FULL,112,92,95,0.8839285714285714,87,8,5,12,0.6809402326315888,0.9107142857142857,-0.9343777844921749,394,31,0.07868020304568528,0.09873587798666195
U56,NONE,IS,ALL,DOWN,112,92,97,0.8660714285714286,87,10,5,10,0.6590510672252974,0.9107142857142857,-0.9033904063673197,389,34,0.08740359897172237,0.08704862963740434
U56,NONE,IS,ALL,ROLL,112,92,81,0.8839285714285714,80,1,12,19,0.6458020977457954,0.9910714285714286,-0.974168417051197,494,6,0.012145748987854251,0.06298237249224103
U56,NONE,IS,ALL,MAXROLL,112,92,68,0.7857142857142857,68,0,24,20,0.8058295962790789,0.9821428571428571,-0.9640973051319883,584,22,0.03767123287671233,0.09967950601337472
U56,NONE,IS,ALL,EWMA,112,92,93,0.8839285714285714,86,7,6,13,0.6985503237083632,0.9285714285714286,-0.9481941123749025,433,41,0.09468822170900693,0.09873587798666195
U56,NONE,IS,ALL,SEMI,112,92,95,0.8839285714285714,87,8,5,12,0.6374671103126259,0.9196428571428571,-0.9438351100735162,388,40,0.10309278350515463,0.09873587798666195
U56,NONE,IS,ALL,TAIL10,112,92,98,0.8571428571428571,87,11,5,9,0.6509129550621143,0.9017857142857143,-0.6681153939158248,404,42,0.10396039603960396,0.1315279276349285
U56,NONE,IS,ALL,HIVOL,112,92,97,0.8660714285714286,87,10,5,10,0.6642422859262672,0.9107142857142857,-0.8050137073693647,449,72,0.1603563474387528,0.13778404977521252
U56,NONE,IS,ALL,SPYDD,112,92,102,0.8214285714285714,87,15,5,5,0.7119528844584015,0.8660714285714286,-0.31163168384488305,1484,393,0.26482479784366575,0.1944745967470244
U56,NONE,IS,ALL,SPYDD10,112,92,95,0.8839285714285714,87,8,5,12,0.6376664750432519,0.9107142857142857,-0.733128631181502,409,54,0.13202933985330073,0.1602175642775111
U56,NONE,IS,ALL,DDWIN,100,80,74,0.88,71,3,9,17,0.6673029243419162,0.97,-0.8013142443821822,485,22,0.04536082474226804,0.12603235980093996
U56,NONE,IS,DDSUB,FULL,100,80,83,0.87,75,8,5,12,0.6809402326315888,0.9,-0.9338401535251243,310,25,0.08064516129032258,0.09873587798666195
U56,NONE,IS,DDSUB,DOWN,100,80,85,0.85,75,10,5,10,0.6590510672252974,0.9,-0.911015231663976,320,31,0.096875,0.08704862963740434
U56,NONE,IS,DDSUB,ROLL,100,80,69,0.87,68,1,12,19,0.6458020977457954,0.99,-0.97503400360142,401,3,0.007481296758104738,0.06298237249224103
U56,NONE,IS,DDSUB,MAXROLL,100,80,56,0.76,56,0,24,20,0.8058295962790789,0.98,-0.9665768161552211,524,22,0.04198473282442748,0.09967950601337472
U56,NONE,IS,DDSUB,EWMA,100,80,81,0.87,74,7,6,13,0.6985503237083632,0.92,-0.9452015721416178,361,38,0.10526315789473684,0.09873587798666195
U56,NONE,IS,DDSUB,SEMI,100,80,83,0.87,75,8,5,12,0.6374671103126259,0.91,-0.9442107507506445,295,28,0.09491525423728814,0.09873587798666195
U56,NONE,IS,DDSUB,TAIL10,100,80,86,0.84,75,11,5,9,0.6509129550621143,0.89,-0.6911369525616877,341,33,0.0967741935483871,0.12417947370336269
U56,NONE,IS,DDSUB,HIVOL,100,80,85,0.85,75,10,5,10,0.6642422859262672,0.9,-0.8175657620498782,362,54,0.14917127071823205,0.13778404977521252
U56,NONE,IS,DDSUB,SPYDD,100,80,90,0.8,75,15,5,5,0.7119528844584015,0.85,-0.3244110714215469,1436,393,0.2736768802228412,0.1944745967470244
U56,NONE,IS,DDSUB,SPYDD10,100,80,83,0.87,75,8,5,12,0.5234739153473653,0.9,-0.7384982150502106,301,42,0.13953488372093023,0.13774404016276687
U56,NONE,IS,DDSUB,DDWIN,100,80,74,0.88,71,3,9,17,0.6673029243419162,0.97,-0.8013142443821822,485,22,0.04536082474226804,0.12603235980093996
U56,NONE,OOS,ALL,FULL,112,85,93,0.9285714285714286,85,8,0,19,0.5036068525671533,0.9732142857142857,-0.9679284161791402,343,18,0.052478134110787174,0.0813743810395442
U56,NONE,OOS,ALL,DOWN,112,85,90,0.9553571428571429,85,5,0,22,0.5324532534215056,0.9910714285714286,-0.9740505165237893,377,9,0.023872679045092837,0.0813743810395442
U56,NONE,OOS,ALL,ROLL,112,85,82,0.9196428571428571,79,3,6,24,0.6098995454221828,0.9553571428571429,-0.9581118794314321,408,26,0.06372549019607843,0.0809201428403391
U56,NONE,OOS,ALL,MAXROLL,112,85,64,0.8125,64,0,21,27,0.6938325759064199,0.9375,-0.9397430432281846,559,42,0.07513416815742398,0.09687562016822349
U56,NONE,OOS,ALL,EWMA,112,85,88,0.9375,83,5,2,22,0.5538229795846661,0.9642857142857143,-0.9617678657974347,348,27,0.07758620689655173,0.0809201428403391
U56,NONE,OOS,ALL,SEMI,112,85,92,0.9375,85,7,0,20,0.5148990274788532,0.9732142857142857,-0.9716580697736122,344,11,0.03197674418604651,0.07015563561541349
U56,NONE,OOS,ALL,TAIL10,112,85,94,0.9196428571428571,85,9,0,18,0.4566941579567063,0.9196428571428571,-0.9330328714372749,366,24,0.06557377049180328,0.10156113821972601
U56,NONE,OOS,ALL,HIVOL,112,85,100,0.8660714285714286,85,15,0,12,0.5182119804313128,0.9732142857142857,-0.9164010942972063,423,21,0.04964539007092199,0.13353922888188519
U56,NONE,OOS,ALL,SPYDD,112,85,94,0.9196428571428571,85,9,0,18,0.4252897634993468,0.9375,-0.962710977763779,479,31,0.06471816283924843,0.10138790907591144
U56,NONE,OOS,ALL,SPYDD10,112,85,101,0.8571428571428571,85,16,0,11,0.5234504379665281,0.9464285714285714,-0.8779382405617737,437,28,0.06407322654462243,0.15640876609523302
U56,NONE,OOS,ALL,DDWIN,64,45,48,0.953125,45,3,0,16,0.5709428895719868,0.984375,-0.9684622717536358,211,21,0.0995260663507109,0.12012342369045348
U56,NONE,OOS,DDSUB,FULL,64,45,51,0.90625,45,6,0,13,0.4976883860162589,1.0,-0.9874994151387982,91,3,0.03296703296703297,0.04217110018943038
U56,NONE,OOS,DDSUB,DOWN,64,45,48,0.953125,45,3,0,16,0.5265800094360318,1.0,-0.9898139385057576,102,0,0.0,0.03929016014177111
U56,NONE,OOS,DDSUB,ROLL,64,45,46,0.984375,45,1,0,18,0.5493037809308521,1.0,-0.991876385070375,128,0,0.0,0.026853946991433952
U56,NONE,OOS,DDSUB,MAXROLL,64,45,40,0.921875,40,0,5,19,0.6726558866021539,1.0,-0.9875870353331286,151,0,0.0,0.025059415915084537
U56,NONE,OOS,DDSUB,EWMA,64,45,48,0.953125,45,3,0,16,0.5196110706697914,1.0,-0.991532643976272,120,0,0.0,0.030726774344471797
U56,NONE,OOS,DDSUB,SEMI,64,45,50,0.921875,45,5,0,14,0.507816676760905,1.0,-0.9876598276493795,101,0,0.0,0.04217110018943038
U56,NONE,OOS,DDSUB,TAIL10,64,45,46,0.984375,45,1,0,18,0.5966583281049311,0.984375,-0.9814954040284675,125,0,0.0,0.059476917321952594
U56,NONE,OOS,DDSUB,HIVOL,64,45,54,0.859375,45,9,0,10,0.5182119804313128,0.984375,-0.9803496003814579,119,6,0.05042016806722689,0.06653107636498767
U56,NONE,OOS,DDSUB,SPYDD,64,45,46,0.984375,45,1,0,18,0.596567418274249,0.984375,-0.9742487970875204,205,3,0.014634146341463415,0.10138790907591144
U56,NONE,OOS,DDSUB,SPYDD10,64,45,55,0.84375,45,10,0,9,0.4473081483853759,0.9375,-0.9632083778221934,141,12,0.0851063829787234,0.07070403159981198
U56,NONE,OOS,DDSUB,DDWIN,64,45,48,0.953125,45,3,0,16,0.5709428895719868,0.984375,-0.9684622717536358,211,21,0.0995260663507109,0.12012342369045348
U56,SPYDD,FULL,ALL,FULL,112,83,95,0.8928571428571429,83,12,0,17,0.5270028900040042,0.9553571428571429,-0.9490739160049918,402,45,0.11194029850746269,0.1110795732080978
U56,SPYDD,FULL,ALL,DOWN,112,83,95,0.8928571428571429,83,12,0,17,0.5310612804175815,0.9642857142857143,-0.9402231488233013,427,35,0.08196721311475409,0.11498926755123495
U56,SPYDD,FULL,ALL,ROLL,112,83,81,0.9285714285714286,78,3,5,26,0.5981914760856234,0.9285714285714286,-0.9467395478368779,434,31,0.07142857142857142,0.11596166704120692
U56,SPYDD,FULL,ALL,MAXROLL,112,83,64,0.8125,63,1,20,28,0.6554574630316006,0.8839285714285714,-0.9307007958459974,582,32,0.054982817869415807,0.09044410964492222
U56,SPYDD,FULL,ALL,EWMA,112,83,89,0.9107142857142857,81,8,2,21,0.5781572947429691,0.9464285714285714,-0.9547295220612456,382,36,0.09424083769633508,0.11107957320809769
U56,SPYDD,FULL,ALL,SEMI,112,83,95,0.8928571428571429,83,12,0,17,0.5549033429231609,0.9642857142857143,-0.9494839901601279,368,33,0.08967391304347826,0.1110795732080978
U56,SPYDD,FULL,ALL,TAIL10,112,83,97,0.875,83,14,0,15,0.43797925743235455,0.9285714285714286,-0.8220705328746732,384,42,0.109375,0.15082985177307884
U56,SPYDD,FULL,ALL,HIVOL,112,83,97,0.875,83,14,0,15,0.4700787661995823,0.9285714285714286,-0.8731931108816574,406,51,0.12561576354679804,0.13799707076992995
U56,SPYDD,FULL,ALL,SPYDD,112,83,95,0.8928571428571429,83,12,0,17,0.5061311312369403,0.9464285714285714,-0.8262719614327416,364,39,0.10714285714285714,0.13245402452504385
U56,SPYDD,FULL,ALL,SPYDD10,112,83,96,0.8839285714285714,83,13,0,16,0.5141780415213828,0.9375,-0.8189575064039243,358,35,0.09776536312849161,0.1483482592562475
U56,SPYDD,FULL,ALL,DDWIN,112,83,90,0.8482142857142857,78,12,5,17,0.517177238805178,0.8928571428571429,-0.835725030827119,345,49,0.14202898550724638,0.1419744153611202
U56,SPYDD,FULL,DDSUB,FULL,112,83,95,0.8928571428571429,83,12,0,17,0.5270028900040042,0.9553571428571429,-0.9490739160049918,402,45,0.11194029850746269,0.1110795732080978
U56,SPYDD,FULL,DDSUB,DOWN,112,83,95,0.8928571428571429,83,12,0,17,0.5310612804175815,0.9642857142857143,-0.9402231488233013,427,35,0.08196721311475409,0.11498926755123495
U56,SPYDD,FULL,DDSUB,ROLL,112,83,81,0.9285714285714286,78,3,5,26,0.5981914760856234,0.9285714285714286,-0.9467395478368779,434,31,0.07142857142857142,0.11596166704120692
U56,SPYDD,FULL,DDSUB,MAXROLL,112,83,64,0.8125,63,1,20,28,0.6554574630316006,0.8839285714285714,-0.9307007958459974,582,32,0.054982817869415807,0.09044410964492222
U56,SPYDD,FULL,DDSUB,EWMA,112,83,89,0.9107142857142857,81,8,2,21,0.5781572947429691,0.9464285714285714,-0.9547295220612456,382,36,0.09424083769633508,0.11107957320809769
U56,SPYDD,FULL,DDSUB,SEMI,112,83,95,0.8928571428571429,83,12,0,17,0.5549033429231609,0.9642857142857143,-0.9494839901601279,368,33,0.08967391304347826,0.1110795732080978
U56,SPYDD,FULL,DDSUB,TAIL10,112,83,97,0.875,83,14,0,15,0.43797925743235455,0.9285714285714286,-0.8220705328746732,384,42,0.109375,0.15082985177307884
U56,SPYDD,FULL,DDSUB,HIVOL,112,83,97,0.875,83,14,0,15,0.4700787661995823,0.9285714285714286,-0.8731931108816574,406,51,0.12561576354679804,0.13799707076992995
U56,SPYDD,FULL,DDSUB,SPYDD,112,83,95,0.8928571428571429,83,12,0,17,0.5061311312369403,0.9464285714285714,-0.8262719614327416,364,39,0.10714285714285714,0.13245402452504385
U56,SPYDD,FULL,DDSUB,SPYDD10,112,83,96,0.8839285714285714,83,13,0,16,0.5141780415213828,0.9375,-0.8189575064039243,358,35,0.09776536312849161,0.1483482592562475
U56,SPYDD,FULL,DDSUB,DDWIN,112,83,90,0.8482142857142857,78,12,5,17,0.517177238805178,0.8928571428571429,-0.835725030827119,345,49,0.14202898550724638,0.1419744153611202
U56,SPYDD,IS,ALL,FULL,112,92,95,0.8839285714285714,87,8,5,12,0.6809402326315888,0.9107142857142857,-0.9343777844921749,394,31,0.07868020304568528,0.09873587798666195
U56,SPYDD,IS,ALL,DOWN,112,92,97,0.8660714285714286,87,10,5,10,0.6590510672252974,0.9107142857142857,-0.9033904063673197,389,34,0.08740359897172237,0.08704862963740434
U56,SPYDD,IS,ALL,ROLL,112,92,81,0.8839285714285714,80,1,12,19,0.6458020977457954,0.9910714285714286,-0.974168417051197,494,6,0.012145748987854251,0.06298237249224103
U56,SPYDD,IS,ALL,MAXROLL,112,92,68,0.7857142857142857,68,0,24,20,0.8058295962790789,0.9821428571428571,-0.9640973051319883,584,22,0.03767123287671233,0.09967950601337472
U56,SPYDD,IS,ALL,EWMA,112,92,93,0.8839285714285714,86,7,6,13,0.6985503237083632,0.9285714285714286,-0.9481941123749025,433,41,0.09468822170900693,0.09873587798666195
U56,SPYDD,IS,ALL,SEMI,112,92,95,0.8839285714285714,87,8,5,12,0.6374671103126259,0.9196428571428571,-0.9438351100735162,388,40,0.10309278350515463,0.09873587798666195
U56,SPYDD,IS,ALL,TAIL10,112,92,98,0.8571428571428571,87,11,5,9,0.6509129550621143,0.9017857142857143,-0.6681153939158248,404,42,0.10396039603960396,0.1315279276349285
U56,SPYDD,IS,ALL,HIVOL,112,92,97,0.8660714285714286,87,10,5,10,0.6642422859262672,0.9107142857142857,-0.8050137073693647,449,72,0.1603563474387528,0.13778404977521252
U56,SPYDD,IS,ALL,SPYDD,112,92,102,0.8214285714285714,87,15,5,5,0.7119528844584015,0.8660714285714286,-0.31163168384488305,1484,393,0.26482479784366575,0.1944745967470244
U56,SPYDD,IS,ALL,SPYDD10,112,92,95,0.8839285714285714,87,8,5,12,0.6376664750432519,0.9107142857142857,-0.733128631181502,409,54,0.13202933985330073,0.1602175642775111
U56,SPYDD,IS,ALL,DDWIN,100,80,74,0.88,71,3,9,17,0.6673029243419162,0.97,-0.8013142443821822,485,22,0.04536082474226804,0.12603235980093996
U56,SPYDD,IS,DDSUB,FULL,100,80,83,0.87,75,8,5,12,0.6809402326315888,0.9,-0.9338401535251243,310,25,0.08064516129032258,0.09873587798666195
U56,SPYDD,IS,DDSUB,DOWN,100,80,85,0.85,75,10,5,10,0.6590510672252974,0.9,-0.911015231663976,320,31,0.096875,0.08704862963740434
U56,SPYDD,IS,DDSUB,ROLL,100,80,69,0.87,68,1,12,19,0.6458020977457954,0.99,-0.97503400360142,401,3,0.007481296758104738,0.06298237249224103
U56,SPYDD,IS,DDSUB,MAXROLL,100,80,56,0.76,56,0,24,20,0.8058295962790789,0.98,-0.9665768161552211,524,22,0.04198473282442748,0.09967950601337472
U56,SPYDD,IS,DDSUB,EWMA,100,80,81,0.87,74,7,6,13,0.6985503237083632,0.92,-0.9452015721416178,361,38,0.10526315789473684,0.09873587798666195
U56,SPYDD,IS,DDSUB,SEMI,100,80,83,0.87,75,8,5,12,0.6374671103126259,0.91,-0.9442107507506445,295,28,0.09491525423728814,0.09873587798666195
U56,SPYDD,IS,DDSUB,TAIL10,100,80,86,0.84,75,11,5,9,0.6509129550621143,0.89,-0.6911369525616877,341,33,0.0967741935483871,0.12417947370336269
U56,SPYDD,IS,DDSUB,HIVOL,100,80,85,0.85,75,10,5,10,0.6642422859262672,0.9,-0.8175657620498782,362,54,0.14917127071823205,0.13778404977521252
U56,SPYDD,IS,DDSUB,SPYDD,100,80,90,0.8,75,15,5,5,0.7119528844584015,0.85,-0.3244110714215469,1436,393,0.2736768802228412,0.1944745967470244
U56,SPYDD,IS,DDSUB,SPYDD10,100,80,83,0.87,75,8,5,12,0.5234739153473653,0.9,-0.7384982150502106,301,42,0.13953488372093023,0.13774404016276687
U56,SPYDD,IS,DDSUB,DDWIN,100,80,74,0.88,71,3,9,17,0.6673029243419162,0.97,-0.8013142443821822,485,22,0.04536082474226804,0.12603235980093996
U56,SPYDD,OOS,ALL,FULL,112,84,95,0.9017857142857143,84,11,0,17,0.5012409324363316,0.9375,-0.9551302867601893,336,37,0.11011904761904762,0.1110795732080978
U56,SPYDD,OOS,ALL,DOWN,112,84,92,0.9285714285714286,84,8,0,20,0.5470146173738797,0.9642857142857143,-0.9595728326833302,353,20,0.056657223796033995,0.09338338177127836
U56,SPYDD,OOS,ALL,ROLL,112,84,82,0.9285714285714286,79,3,5,25,0.5384700832936623,0.9285714285714286,-0.9434350774237674,421,29,0.0688836104513064,0.09035501272785207
U56,SPYDD,OOS,ALL,MAXROLL,112,84,64,0.8035714285714286,63,1,21,27,0.6857323005871118,0.875,-0.8913002241106515,547,46,0.08409506398537477,0.1226141978231775
U56,SPYDD,OOS,ALL,EWMA,112,84,89,0.9017857142857143,81,8,3,20,0.5491825170826486,0.9464285714285714,-0.9532592914579435,364,31,0.08516483516483517,0.1110795732080978
U56,SPYDD,OOS,ALL,SEMI,112,84,91,0.9375,84,7,0,21,0.5415537195456719,0.9553571428571429,-0.953455788681467,355,23,0.0647887323943662,0.09845852623831464
U56,SPYDD,OOS,ALL,TAIL10,112,84,95,0.9017857142857143,84,11,0,17,0.5566300330046923,0.9285714285714286,-0.9101665960034774,381,45,0.11811023622047244,0.1017404489947209
U56,SPYDD,OOS,ALL,HIVOL,112,84,96,0.8928571428571429,84,12,0,16,0.47940340444477636,0.9285714285714286,-0.9208970530793714,388,40,0.10309278350515463,0.09987787406207604
U56,SPYDD,OOS,ALL,SPYDD,112,84,95,0.9017857142857143,84,11,0,17,0.5061311312369403,0.9553571428571429,-0.8610510960583337,364,27,0.07417582417582418,0.10788072987911101
U56,SPYDD,OOS,ALL,SPYDD10,112,84,96,0.8928571428571429,84,12,0,16,0.5127123002307695,0.9553571428571429,-0.8554728722864186,374,27,0.07219251336898395,0.11279531026123113
U56,SPYDD,OOS,ALL,DDWIN,112,84,90,0.8571428571428571,79,11,5,17,0.517177238805178,0.9017857142857143,-0.8289446129578876,351,55,0.15669515669515668,0.14197441536111877
U56,SPYDD,OOS,DDSUB,FULL,112,84,95,0.9017857142857143,84,11,0,17,0.5012409324363316,0.9375,-0.9551302867601893,336,37,0.11011904761904762,0.1110795732080978
U56,SPYDD,OOS,DDSUB,DOWN,112,84,92,0.9285714285714286,84,8,0,20,0.5470146173738797,0.9642857142857143,-0.9595728326833302,353,20,0.056657223796033995,0.09338338177127836
U56,SPYDD,OOS,DDSUB,ROLL,112,84,82,0.9285714285714286,79,3,5,25,0.5384700832936623,0.9285714285714286,-0.9434350774237674,421,29,0.0688836104513064,0.09035501272785207
U56,SPYDD,OOS,DDSUB,MAXROLL,112,84,64,0.8035714285714286,63,1,21,27,0.6857323005871118,0.875,-0.8913002241106515,547,46,0.08409506398537477,0.1226141978231775
U56,SPYDD,OOS,DDSUB,EWMA,112,84,89,0.9017857142857143,81,8,3,20,0.5491825170826486,0.9464285714285714,-0.9532592914579435,364,31,0.08516483516483517,0.1110795732080978
U56,SPYDD,OOS,DDSUB,SEMI,112,84,91,0.9375,84,7,0,21,0.5415537195456719,0.9553571428571429,-0.953455788681467,355,23,0.0647887323943662,0.09845852623831464
U56,SPYDD,OOS,DDSUB,TAIL10,112,84,95,0.9017857142857143,84,11,0,17,0.5566300330046923,0.9285714285714286,-0.9101665960034774,381,45,0.11811023622047244,0.1017404489947209
U56,SPYDD,OOS,DDSUB,HIVOL,112,84,96,0.8928571428571429,84,12,0,16,0.47940340444477636,0.9285714285714286,-0.9208970530793714,388,40,0.10309278350515463,0.09987787406207604
U56,SPYDD,OOS,DDSUB,SPYDD,112,84,95,0.9017857142857143,84,11,0,17,0.5061311312369403,0.9553571428571429,-0.8610510960583337,364,27,0.07417582417582418,0.10788072987911101
U56,SPYDD,OOS,DDSUB,SPYDD10,112,84,96,0.8928571428571429,84,12,0,16,0.5127123002307695,0.9553571428571429,-0.8554728722864186,374,27,0.07219251336898395,0.11279531026123113
U56,SPYDD,OOS,DDSUB,DDWIN,112,84,90,0.8571428571428571,79,11,5,17,0.517177238805178,0.9017857142857143,-0.8289446129578876,351,55,0.15669515669515668,0.14197441536111877
U56,CRASH,FULL,ALL,FULL,112,83,95,0.8928571428571429,83,12,0,17,0.5444552624106036,0.9642857142857143,-0.947260458386677,372,28,0.07526881720430108,0.11107957320809914
U56,CRASH,FULL,ALL,DOWN,112,83,95,0.8928571428571429,83,12,0,17,0.5330370415796315,0.9642857142857143,-0.9415424852328933,389,34,0.08740359897172237,0.11498926755123595
U56,CRASH,FULL,ALL,ROLL,112,83,80,0.9196428571428571,77,3,6,26,0.5914316387833187,0.9285714285714286,-0.9424738672980109,416,32,0.07692307692307693,0.11596166704120792
U56,CRASH,FULL,ALL,MAXROLL,112,83,64,0.8125,63,1,20,28,0.6554574630316006,0.8839285714285714,-0.9307024536521313,582,32,0.054982817869415807,0.09044410964492178
U56,CRASH,FULL,ALL,EWMA,112,83,89,0.9285714285714286,82,7,1,22,0.593907329426594,0.9553571428571429,-0.9588758926407757,377,37,0.09814323607427056,0.0933833817712788
U56,CRASH,FULL,ALL,SEMI,112,83,95,0.8928571428571429,83,12,0,17,0.5546221815649551,0.9642857142857143,-0.9503032064326367,367,24,0.0653950953678474,0.11107957320809914
U56,CRASH,FULL,ALL,TAIL10,112,83,98,0.8660714285714286,83,15,0,14,0.4324086558979999,0.9285714285714286,-0.8276402890686219,382,43,0.112565445026178,0.15082985177307884
U56,CRASH,FULL,ALL,HIVOL,112,83,96,0.8839285714285714,83,13,0,16,0.5043031372208242,0.9464285714285714,-0.8847943794712394,403,36,0.08933002481389578,0.11695414331578446
U56,CRASH,FULL,ALL,SPYDD,112,83,95,0.8928571428571429,83,12,0,17,0.5061311312369403,0.9464285714285714,-0.8264520282659156,364,39,0.10714285714285714,0.13245402452504385
U56,CRASH,FULL,ALL,SPYDD10,112,83,96,0.8839285714285714,83,13,0,16,0.5141780415213828,0.9375,-0.8191359792210662,358,35,0.09776536312849161,0.14834825925624895
U56,CRASH,FULL,ALL,DDWIN,112,83,90,0.8482142857142857,78,12,5,17,0.517177238805178,0.8928571428571429,-0.8359071577377846,345,49,0.14202898550724638,0.14197441536112
U56,CRASH,FULL,DDSUB,FULL,112,83,95,0.8928571428571429,83,12,0,17,0.5444552624106036,0.9642857142857143,-0.947260458386677,372,28,0.07526881720430108,0.11107957320809914
U56,CRASH,FULL,DDSUB,DOWN,112,83,95,0.8928571428571429,83,12,0,17,0.5330370415796315,0.9642857142857143,-0.9415424852328933,389,34,0.08740359897172237,0.11498926755123595
U56,CRASH,FULL,DDSUB,ROLL,112,83,80,0.9196428571428571,77,3,6,26,0.5914316387833187,0.9285714285714286,-0.9424738672980109,416,32,0.07692307692307693,0.11596166704120792
U56,CRASH,FULL,DDSUB,MAXROLL,112,83,64,0.8125,63,1,20,28,0.6554574630316006,0.8839285714285714,-0.9307024536521313,582,32,0.054982817869415807,0.09044410964492178
U56,CRASH,FULL,DDSUB,EWMA,112,83,89,0.9285714285714286,82,7,1,22,0.593907329426594,0.9553571428571429,-0.9588758926407757,377,37,0.09814323607427056,0.0933833817712788
U56,CRASH,FULL,DDSUB,SEMI,112,83,95,0.8928571428571429,83,12,0,17,0.5546221815649551,0.9642857142857143,-0.9503032064326367,367,24,0.0653950953678474,0.11107957320809914
U56,CRASH,FULL,DDSUB,TAIL10,112,83,98,0.8660714285714286,83,15,0,14,0.4324086558979999,0.9285714285714286,-0.8276402890686219,382,43,0.112565445026178,0.15082985177307884
U56,CRASH,FULL,DDSUB,HIVOL,112,83,96,0.8839285714285714,83,13,0,16,0.5043031372208242,0.9464285714285714,-0.8847943794712394,403,36,0.08933002481389578,0.11695414331578446
