claim_set,file,panel_raw,book_raw,gross_raw,cost_raw,panel,book,gross,cost,gross_snap,cost_snap,mapped
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7185647064478015,25.0,U56,,,25.0,0.03143529355219854,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7181399115871031,10.0,U56,,,10.0,0.03186008841289689,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7181399115871031,25.0,U56,,,25.0,0.03186008841289689,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7189617770145683,10.0,U56,,,10.0,0.031038222985431685,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7189617770145683,25.0,U56,,,25.0,0.031038222985431685,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7189807997632801,10.0,U56,,,10.0,0.03101920023671989,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7189807997632801,25.0,U56,,,25.0,0.03101920023671989,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7189807997632801,10.0,U56,,,10.0,0.03101920023671989,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7189807997632801,25.0,U56,,,25.0,0.03101920023671989,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7184363547920412,10.0,U56,,,10.0,0.031563645207958846,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7184363547920412,25.0,U56,,,25.0,0.031563645207958846,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7184268890970555,10.0,U56,,,10.0,0.03157311090294446,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7184268890970555,25.0,U56,,,25.0,0.03157311090294446,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7187534126014711,10.0,U56,,,10.0,0.031246587398528924,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7187534126014711,25.0,U56,,,25.0,0.031246587398528924,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7187522870926129,10.0,U56,,,10.0,0.03124771290738715,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7187522870926129,25.0,U56,,,25.0,0.03124771290738715,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7187522870926129,10.0,U56,,,10.0,0.03124771290738715,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7187522870926129,25.0,U56,,,25.0,0.03124771290738715,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7131228666033609,10.0,U56,,,10.0,0.03687713339663912,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7131228666033609,25.0,U56,,,25.0,0.03687713339663912,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7133078285964771,10.0,U56,,,10.0,0.03669217140352288,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7133078285964771,25.0,U56,,,25.0,0.03669217140352288,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7133339633773715,10.0,U56,,,10.0,0.03666603662262846,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7133339633773715,25.0,U56,,,25.0,0.03666603662262846,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.713464424244285,10.0,U56,,,10.0,0.03653557575571498,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.713464424244285,25.0,U56,,,25.0,0.03653557575571498,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7138403955164968,10.0,U56,,,10.0,0.036159604483503194,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7138403955164968,25.0,U56,,,25.0,0.036159604483503194,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7137580061788426,10.0,U56,,,10.0,0.03624199382115745,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7137580061788426,25.0,U56,,,25.0,0.03624199382115745,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7141276589452715,10.0,U56,,,10.0,0.035872341054728474,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7141276589452715,25.0,U56,,,25.0,0.035872341054728474,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7141283196089562,10.0,U56,,,10.0,0.035871680391043825,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7141283196089562,25.0,U56,,,25.0,0.035871680391043825,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7141283196089562,10.0,U56,,,10.0,0.035871680391043825,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7141283196089562,25.0,U56,,,25.0,0.035871680391043825,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7177778235132607,10.0,U56,,,10.0,0.03222217648673931,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7177778235132607,25.0,U56,,,25.0,0.03222217648673931,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7177625167267891,10.0,U56,,,10.0,0.032237483273210854,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7177625167267891,25.0,U56,,,25.0,0.032237483273210854,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7178877141670448,10.0,U56,,,10.0,0.03211228583295522,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7178877141670448,25.0,U56,,,25.0,0.03211228583295522,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7177573570396326,10.0,U56,,,10.0,0.032242642960367385,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7177573570396326,25.0,U56,,,25.0,0.032242642960367385,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7179059553341522,10.0,U56,,,10.0,0.032094044665847754,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7179059553341522,25.0,U56,,,25.0,0.032094044665847754,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7181912568853188,10.0,U56,,,10.0,0.03180874311468118,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7181912568853188,25.0,U56,,,25.0,0.03180874311468118,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7185426664274945,10.0,U56,,,10.0,0.031457333572505464,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7185426664274945,25.0,U56,,,25.0,0.031457333572505464,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7185426842916977,10.0,U56,,,10.0,0.03145731570830235,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7185426842916977,25.0,U56,,,25.0,0.03145731570830235,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7185426842916977,10.0,U56,,,10.0,0.03145731570830235,0.0,False
STRICT,2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,U56,,0.7185426842916977,25.0,U56,,,25.0,0.03145731570830235,0.0,False
STRICT,2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.grid.csv,U56,,,,U56,,,,,,False
STRICT,2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.grid.csv,U56,,,,U56,,,,,,False
STRICT,2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.grid.csv,U56,,,,U56,,,,,,False
STRICT,2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.grid.csv,U56,,,,U56,,,,,,False
STRICT,2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.grid.csv,U56,,,,U56,,,,,,False
STRICT,2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.grid.csv,U56,,,,U56,,,,,,False
STRICT,2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.grid.csv,U56,,,,U56,,,,,,False
STRICT,2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.grid.csv,U56,,,,U56,,,,,,False
STRICT,2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.grid.csv,B136,,,,B136,,,,,,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,0.0,U56,,,0.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,5.0,U56,,,5.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,10.0,U56,,,10.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,25.0,U56,,,25.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,0.0,U56,,,0.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,5.0,U56,,,5.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,10.0,U56,,,10.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,25.0,U56,,,25.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,0.0,U56,,,0.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,5.0,U56,,,5.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,10.0,U56,,,10.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,25.0,U56,,,25.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,0.0,U56,,,0.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,5.0,U56,,,5.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,10.0,U56,,,10.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,25.0,U56,,,25.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,0.0,U56,,,0.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,5.0,U56,,,5.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,10.0,U56,,,10.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,25.0,U56,,,25.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,0.0,U56,,,0.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,5.0,U56,,,5.0,,0.0,False
STRICT,2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,u56,B1,,10.0,U56,,,10.0,,0.0,False
