file,arm,k,cads,argmax_cad,argmin_cad,rho_cal_Sharpe,rho_cal_CAGR,Sharpe_span,monotone
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'EWall', nan, 25, True, False)",4,DWMQ,M,D,0.7999999999999999,1.0,0.3245051239791561,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWD', 5.0, 25, False, False)",4,DWMQ,M,D,0.7999999999999999,0.7999999999999999,0.9088257624739037,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWD', 10.0, 25, False, False)",4,DWMQ,M,D,0.7999999999999999,0.7999999999999999,0.7053572103051708,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWD', 20.0, 0, False, False)",4,DWMQ,M,Q,-0.19999999999999998,0.19999999999999998,0.19863352443648774,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWD', 20.0, 1, False, False)",4,DWMQ,M,Q,-0.19999999999999998,0.19999999999999998,0.19660556978700694,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWD', 20.0, 2, False, False)",4,DWMQ,M,D,0.39999999999999997,0.19999999999999998,0.19707816088032082,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWD', 20.0, 5, False, False)",4,DWMQ,M,D,0.39999999999999997,0.19999999999999998,0.2577405545503759,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWD', 20.0, 10, False, False)",4,DWMQ,M,D,0.39999999999999997,0.19999999999999998,0.35880650231334765,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWD', 40.0, 0, False, False)",4,DWMQ,M,Q,-0.39999999999999997,-0.39999999999999997,0.16876674830612481,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWD', 40.0, 1, False, False)",4,DWMQ,M,Q,-0.39999999999999997,0.19999999999999998,0.16697069591801827,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWD', 40.0, 2, False, False)",4,DWMQ,M,Q,-0.19999999999999998,0.19999999999999998,0.1651740930156269,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWD', 40.0, 5, False, False)",4,DWMQ,M,Q,-0.19999999999999998,0.19999999999999998,0.15978107163404154,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWD', 40.0, 10, False, False)",3,WMQ,M,Q,-0.5,-1.0,0.15078253786797136,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWDVS', 5.0, 0, False, False)",4,DWMQ,W,Q,-0.39999999999999997,1.0,0.06874497842744398,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWDVS', 5.0, 1, False, False)",4,DWMQ,W,D,0.19999999999999998,1.0,0.07776604514768504,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWDVS', 5.0, 2, False, False)",4,DWMQ,M,D,0.39999999999999997,1.0,0.12600372487720213,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWDVS', 5.0, 5, False, False)",4,DWMQ,M,D,0.7999999999999999,1.0,0.2795742571290306,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWDVS', 5.0, 10, False, False)",4,DWMQ,Q,D,1.0,1.0,0.5590773291044561,True
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWDVS', 10.0, 1, False, False)",3,DWQ,D,Q,-1.0,0.5,0.13276471016131164,True
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWDVS', 10.0, 2, False, False)",3,DWQ,D,Q,-1.0,0.5,0.08440516350941762,True
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWDVS', 10.0, 5, False, False)",3,DWQ,Q,D,1.0,1.0,0.06067914088221327,True
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWDVS', 10.0, 10, False, False)",3,DWQ,Q,D,1.0,1.0,0.3024624519810739,True
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWDVS', 10.0, 25, True, False)",3,WMQ,Q,W,1.0,1.0,0.3922682904428968,True
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('B136', 'FWDVS', 40.0, 25, True, False)",4,DWMQ,M,D,0.7999999999999999,0.7999999999999999,0.5376305981227656,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'EWall', nan, 0, False, False)",4,DWMQ,D,Q,-1.0,-1.0,0.08758686448244446,True
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'EWall', nan, 1, False, False)",4,DWMQ,D,Q,-1.0,-1.0,0.07352625918373934,True
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'EWall', nan, 2, False, False)",4,DWMQ,D,Q,-1.0,-0.7999999999999999,0.05946448843046048,True
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'EWall', nan, 5, False, False)",4,DWMQ,D,Q,-0.7999999999999999,-0.39999999999999997,0.017272871788976074,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'EWall', nan, 10, False, False)",4,DWMQ,Q,D,1.0,0.7999999999999999,0.053063370443588775,True
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'EWall', nan, 25, False, False)",3,WMQ,Q,W,1.0,1.0,0.1087296942301591,True
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 5.0, 0, False, False)",4,DWMQ,Q,W,0.39999999999999997,0.7999999999999999,0.05533292065737594,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 5.0, 1, False, False)",4,DWMQ,Q,W,0.7999999999999999,1.0,0.07263156820210015,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 5.0, 2, False, False)",4,DWMQ,Q,D,1.0,1.0,0.11677137501056944,True
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 5.0, 5, False, False)",4,DWMQ,Q,D,1.0,1.0,0.2504432590753326,True
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 5.0, 10, False, False)",4,DWMQ,Q,D,1.0,1.0,0.4731724636032087,True
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 5.0, 25, False, False)",3,DWM,M,D,1.0,1.0,0.9568507870720165,True
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 10.0, 0, False, False)",4,DWMQ,D,W,-0.19999999999999998,-0.39999999999999997,0.10172968879650801,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 10.0, 1, False, False)",4,DWMQ,D,W,-0.19999999999999998,-0.19999999999999998,0.08110912152823913,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 10.0, 2, False, False)",4,DWMQ,D,W,-0.19999999999999998,0.7999999999999999,0.060488655806227754,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 10.0, 5, False, False)",4,DWMQ,Q,D,1.0,1.0,0.07842767679780327,True
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 10.0, 10, False, False)",4,DWMQ,Q,D,1.0,1.0,0.2483440901733428,True
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 10.0, 25, False, False)",3,DWQ,Q,D,1.0,1.0,0.7577419251495996,True
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 20.0, 0, False, False)",4,DWMQ,D,Q,-0.7999999999999999,-0.39999999999999997,0.13753594576653927,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 20.0, 1, False, False)",4,DWMQ,M,Q,-0.39999999999999997,-0.19999999999999998,0.12362369925376593,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 20.0, 2, False, False)",4,DWMQ,M,Q,-0.39999999999999997,-0.19999999999999998,0.12065654715130247,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 20.0, 5, False, False)",4,DWMQ,M,Q,-0.19999999999999998,0.39999999999999997,0.11174792557060442,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 20.0, 10, False, False)",4,DWMQ,M,D,0.39999999999999997,0.7999999999999999,0.21445086623637066,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 20.0, 25, False, False)",4,DWMQ,M,D,0.7999999999999999,0.7999999999999999,0.5520698067229812,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 40.0, 0, False, False)",4,DWMQ,M,Q,-0.39999999999999997,0.0,0.05575477274497165,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 40.0, 1, False, False)",4,DWMQ,M,Q,-0.39999999999999997,0.6000000000000001,0.05388863246622644,False
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,"('BSTK100', 'FWDVS', 40.0, 2, False, False)",4,DWMQ,M,W,0.0,0.7999999999999999,0.05870163957664398,False
