n_pts,n_pass,pass_rate,n_flip,flip_rate,flips_per_pass,null_flip_rate,flip_ratio,mixed,window_pts,window_frac,isolated,file,dial_col,rung,block,pass_col,cost_col
13,4,0.3076923076923077,4,0.3076923076923077,1.0,0.6568047337278107,0.46846846846846846,1,4,0.3076923076923077,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,10.0,"('universe.json(56)', 'C2/CAND20', '10')",p4b,cost
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,25.0,"('universe.json(56)', 'C2/CAND20', '25')",p4b,cost
13,4,0.3076923076923077,4,0.3076923076923077,1.0,0.6568047337278107,0.46846846846846846,1,4,0.3076923076923077,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,5.0,"('universe.json(56)', 'C2/CAND20', '5')",p4b,cost
13,4,0.3076923076923077,4,0.3076923076923077,1.0,0.6568047337278107,0.46846846846846846,1,4,0.3076923076923077,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,10.0,"('universe.json(56)', 'C46/frac.85', '10')",p4b,cost
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,25.0,"('universe.json(56)', 'C46/frac.85', '25')",p4b,cost
13,5,0.38461538461538464,4,0.3076923076923077,0.8,0.7297830374753451,0.42162162162162165,1,5,0.38461538461538464,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,5.0,"('universe.json(56)', 'C46/frac.85', '5')",p4b,cost
13,6,0.46153846153846156,2,0.15384615384615385,0.3333333333333333,0.7662721893491125,0.2007722007722008,1,6,0.46153846153846156,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,10.0,"('universe.json(56)', 'C57/ew-band3', '10')",p4b,cost
13,5,0.38461538461538464,2,0.15384615384615385,0.4,0.7297830374753451,0.21081081081081082,1,5,0.38461538461538464,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,25.0,"('universe.json(56)', 'C57/ew-band3', '25')",p4b,cost
13,7,0.5384615384615384,2,0.15384615384615385,0.2857142857142857,0.7662721893491125,0.2007722007722008,1,7,0.5384615384615384,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,5.0,"('universe.json(56)', 'C57/ew-band3', '5')",p4b,cost
13,4,0.3076923076923077,4,0.3076923076923077,1.0,0.6568047337278107,0.46846846846846846,1,4,0.3076923076923077,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,10.0,"('universe.json(56)', 'C72/EWall', '10')",p4b,cost
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,25.0,"('universe.json(56)', 'C72/EWall', '25')",p4b,cost
13,5,0.38461538461538464,4,0.3076923076923077,0.8,0.7297830374753451,0.42162162162162165,1,5,0.38461538461538464,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,5.0,"('universe.json(56)', 'C72/EWall', '5')",p4b,cost
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,10.0,"('universe_broad.json', 'C2/CAND20', '10')",p4b,cost
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,25.0,"('universe_broad.json', 'C2/CAND20', '25')",p4b,cost
13,4,0.3076923076923077,4,0.3076923076923077,1.0,0.6568047337278107,0.46846846846846846,1,4,0.3076923076923077,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,5.0,"('universe_broad.json', 'C2/CAND20', '5')",p4b,cost
13,2,0.15384615384615385,4,0.3076923076923077,2.0,0.4013806706114399,0.7665847665847665,1,2,0.15384615384615385,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,10.0,"('universe_broad.json', 'C46/frac.85', '10')",p4b,cost
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,25.0,"('universe_broad.json', 'C46/frac.85', '25')",p4b,cost
13,3,0.23076923076923078,4,0.3076923076923077,1.3333333333333333,0.5473372781065089,0.5621621621621622,1,3,0.23076923076923078,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,5.0,"('universe_broad.json', 'C46/frac.85', '5')",p4b,cost
13,4,0.3076923076923077,4,0.3076923076923077,1.0,0.6568047337278107,0.46846846846846846,1,4,0.3076923076923077,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,10.0,"('universe_broad.json', 'C57/ew-band3', '10')",p4b,cost
13,3,0.23076923076923078,4,0.3076923076923077,1.3333333333333333,0.5473372781065089,0.5621621621621622,1,3,0.23076923076923078,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,25.0,"('universe_broad.json', 'C57/ew-band3', '25')",p4b,cost
13,4,0.3076923076923077,4,0.3076923076923077,1.0,0.6568047337278107,0.46846846846846846,1,4,0.3076923076923077,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,5.0,"('universe_broad.json', 'C57/ew-band3', '5')",p4b,cost
13,3,0.23076923076923078,4,0.3076923076923077,1.3333333333333333,0.5473372781065089,0.5621621621621622,1,3,0.23076923076923078,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,10.0,"('universe_broad.json', 'C72/EWall', '10')",p4b,cost
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,25.0,"('universe_broad.json', 'C72/EWall', '25')",p4b,cost
13,3,0.23076923076923078,4,0.3076923076923077,1.3333333333333333,0.5473372781065089,0.5621621621621622,1,3,0.23076923076923078,0,2026-09-04_which-4b-bar-binds_B.gladder.csv,g,5.0,"('universe_broad.json', 'C72/EWall', '5')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('broad', '10.0', 'INV')",p4b,cost
9,1,0.1111111111111111,3,0.3333333333333333,3.0,0.308641975308642,1.0799999999999998,1,1,0.1111111111111111,1,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('broad', '10.0', 'MOM')",p4b,cost
9,3,0.3333333333333333,2,0.2222222222222222,0.6666666666666666,0.6944444444444444,0.32,1,3,0.3333333333333333,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('broad', '10.0', 'NONE')",p4b,cost
9,5,0.5555555555555556,2,0.2222222222222222,0.4,0.7716049382716049,0.288,1,5,0.5555555555555556,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('broad', '10.0', 'POS')",p4b,cost
9,5,0.5555555555555556,4,0.4444444444444444,0.8,0.7716049382716049,0.576,1,4,0.4444444444444444,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('broad', '10.0', 'R3')",p4b,cost
9,5,0.5555555555555556,4,0.4444444444444444,0.8,0.7716049382716049,0.576,1,5,0.5555555555555556,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('broad', '10.0', 'R6')",p4b,cost
9,4,0.4444444444444444,4,0.4444444444444444,1.0,0.7716049382716049,0.576,1,4,0.4444444444444444,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('broad', '10.0', 'RND')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('broad', '25.0', 'INV')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('broad', '25.0', 'MOM')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('broad', '25.0', 'NONE')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('broad', '25.0', 'POS')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('broad', '25.0', 'R3')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('broad', '25.0', 'R6')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('broad', '25.0', 'RND')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('small', '10.0', 'INV')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('small', '10.0', 'MOM')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('small', '10.0', 'NONE')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('small', '10.0', 'POS')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('small', '10.0', 'R3')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('small', '10.0', 'R6')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('small', '10.0', 'RND')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('small', '25.0', 'INV')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('small', '25.0', 'MOM')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('small', '25.0', 'NONE')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('small', '25.0', 'POS')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('small', '25.0', 'R3')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('small', '25.0', 'R6')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('small', '25.0', 'RND')",p4b,cost
9,2,0.2222222222222222,2,0.2222222222222222,1.0,0.5401234567901234,0.4114285714285714,1,2,0.2222222222222222,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('u56', '10.0', 'INV')",p4b,cost
9,3,0.3333333333333333,2,0.2222222222222222,0.6666666666666666,0.6944444444444444,0.32,1,3,0.3333333333333333,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('u56', '10.0', 'MOM')",p4b,cost
9,5,0.5555555555555556,2,0.2222222222222222,0.4,0.7716049382716049,0.288,1,5,0.5555555555555556,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('u56', '10.0', 'NONE')",p4b,cost
9,3,0.3333333333333333,2,0.2222222222222222,0.6666666666666666,0.6944444444444444,0.32,1,3,0.3333333333333333,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('u56', '10.0', 'POS')",p4b,cost
9,7,0.7777777777777778,2,0.2222222222222222,0.2857142857142857,0.5401234567901234,0.4114285714285714,1,7,0.7777777777777778,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('u56', '10.0', 'R3')",p4b,cost
9,7,0.7777777777777778,2,0.2222222222222222,0.2857142857142857,0.5401234567901234,0.4114285714285714,1,7,0.7777777777777778,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('u56', '10.0', 'R6')",p4b,cost
9,6,0.6666666666666666,4,0.4444444444444444,0.6666666666666666,0.6944444444444444,0.64,1,5,0.5555555555555556,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,10.0,"('u56', '10.0', 'RND')",p4b,cost
9,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('u56', '25.0', 'INV')",p4b,cost
9,2,0.2222222222222222,4,0.4444444444444444,2.0,0.5401234567901234,0.8228571428571428,1,2,0.2222222222222222,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('u56', '25.0', 'MOM')",p4b,cost
9,4,0.4444444444444444,2,0.2222222222222222,0.5,0.7716049382716049,0.288,1,4,0.4444444444444444,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('u56', '25.0', 'NONE')",p4b,cost
9,3,0.3333333333333333,2,0.2222222222222222,0.6666666666666666,0.6944444444444444,0.32,1,3,0.3333333333333333,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('u56', '25.0', 'POS')",p4b,cost
9,4,0.4444444444444444,4,0.4444444444444444,1.0,0.7716049382716049,0.576,1,4,0.4444444444444444,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('u56', '25.0', 'R3')",p4b,cost
9,4,0.4444444444444444,4,0.4444444444444444,1.0,0.7716049382716049,0.576,1,4,0.4444444444444444,0,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('u56', '25.0', 'R6')",p4b,cost
9,1,0.1111111111111111,3,0.3333333333333333,3.0,0.308641975308642,1.0799999999999998,1,1,0.1111111111111111,1,2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,share,25.0,"('u56', '25.0', 'RND')",p4b,cost
5,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_audit-every-committed-null-for-a-salted-seed_C.walkforward.csv,margin_IS,25.0,"('25', 'SLEEVE', '50/1.0', '0.6840399867324704', '0.0693793907896056', '-0.205098027763694', '-0.3777174831702287')",pass4b,bps
3,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,10.0,"('broad', '10.0', '0.05', 'DD', 'H1|DD', 'H1|DD')",pass4b,cost
3,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,10.0,"('broad', '10.0', '0.1', 'DD', 'H1', 'H1|DD')",pass4b,cost
3,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,10.0,"('broad', '10.0', '0.1', 'H1|H2|OOS|CAGR', 'H1|H2|CAGR', 'H1|H2|CAGR')",pass4b,cost
3,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,10.0,"('broad', '10.0', '0.1', 'H2|OOS|DD', 'H1', 'H1|DD')",pass4b,cost
3,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,10.0,"('broad', '10.0', '0.15', 'H2|OOS|CAGR', 'H1|H2|CAGR', 'H1|H2|CAGR')",pass4b,cost
3,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,10.0,"('broad', '10.0', '0.2', 'DD', 'H1', 'H1|DD')",pass4b,cost
3,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,10.0,"('broad', '10.0', '0.2', 'H2|OOS|CAGR', 'H1|H2|CAGR', 'H1|H2|CAGR')",pass4b,cost
3,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,10.0,"('broad', '10.0', '0.27', 'H2|OOS|CAGR', 'H1|H2|CAGR', 'H1|H2|CAGR')",pass4b,cost
3,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,10.0,"('broad', '10.0', '0.35', 'H2|OOS|CAGR', 'H1|H2|CAGR', 'H1|H2|CAGR')",pass4b,cost
8,8,1.0,0,0.0,0.0,0.0,,0,8,1.0,0,2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,10.0,"('broad', '10.0', '0.53', nan, '(none)', '(none)')",pass4b,cost
3,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,10.0,"('broad', '10.0', '0.75', 'CAGR', '(none)', 'CAGR')",pass4b,cost
8,8,1.0,0,0.0,0.0,0.0,,0,8,1.0,0,2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,10.0,"('broad', '10.0', '0.75', nan, '(none)', '(none)')",pass4b,cost
5,0,0.0,0,0.0,,0.0,,0,0,0.0,0,2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,25.0,"('broad', '25.0', '0.05', 'H1|H2|OOS|DD|CAGR', 'H1|H2|DD|CAGR', 'H1|H2|DD|CAGR')",pass4b,cost
