panel,excision,window,book,ddwin_len
U56,NONE,FULL,MOM/AGG/0.4/0.75,24.0
U56,NONE,FULL,MOM/AGG/0.4/1.0,24.0
U56,NONE,FULL,MOM/AGG/0.6/0.25,24.0
U56,NONE,FULL,MOM/AGG/0.6/0.5,24.0
U56,NONE,FULL,MOM/AGG/0.6/0.75,24.0
U56,NONE,FULL,MOM/AGG/0.6/1.0,24.0
U56,NONE,FULL,MOM/HYB/0.2/0.25,24.0
U56,NONE,FULL,MOM/HYB/0.2/0.5,24.0
U56,NONE,FULL,MOM/HYB/0.2/0.75,24.0
U56,NONE,FULL,MOM/HYB/0.2/1.0,24.0
U56,NONE,FULL,MOM/HYB/0.4/0.25,24.0
U56,NONE,FULL,MOM/HYB/0.4/0.5,24.0
U56,NONE,FULL,MOM/HYB/0.4/0.75,24.0
U56,NONE,FULL,MOM/HYB/0.4/1.0,24.0
U56,NONE,FULL,MOM/HYB/0.6/0.25,24.0
U56,NONE,FULL,MOM/HYB/0.6/0.5,24.0
U56,NONE,FULL,MOM/HYB/0.6/0.75,24.0
U56,NONE,FULL,MOM/HYB/0.6/1.0,24.0
U56,NONE,FULL,DISP/ROW/nan/0.25,24.0
U56,NONE,FULL,DISP/ROW/nan/0.5,24.0
U56,NONE,FULL,DISP/ROW/nan/0.75,24.0
U56,NONE,FULL,DISP/ROW/nan/1.0,24.0
U56,NONE,FULL,DISP/AGG/0.2/0.25,24.0
U56,NONE,FULL,DISP/AGG/0.2/0.5,24.0
U56,NONE,FULL,DISP/AGG/0.2/0.75,24.0
U56,NONE,FULL,DISP/AGG/0.2/1.0,24.0
U56,NONE,FULL,DISP/AGG/0.4/0.25,24.0
U56,NONE,FULL,DISP/AGG/0.4/0.5,24.0
U56,NONE,FULL,DISP/AGG/0.4/0.75,24.0
U56,NONE,FULL,DISP/AGG/0.4/1.0,24.0
U56,NONE,FULL,DISP/AGG/0.6/0.25,422.0
U56,NONE,FULL,DISP/AGG/0.6/0.5,422.0
U56,NONE,FULL,DISP/AGG/0.6/0.75,422.0
U56,NONE,FULL,DISP/AGG/0.6/1.0,422.0
U56,NONE,FULL,DISP/HYB/0.2/0.25,24.0
U56,NONE,FULL,DISP/HYB/0.2/0.5,24.0
U56,NONE,FULL,DISP/HYB/0.2/0.75,24.0
U56,NONE,FULL,DISP/HYB/0.2/1.0,24.0
U56,NONE,FULL,DISP/HYB/0.4/0.25,24.0
U56,NONE,FULL,DISP/HYB/0.4/0.5,24.0
U56,NONE,FULL,DISP/HYB/0.4/0.75,24.0
U56,NONE,FULL,DISP/HYB/0.4/1.0,24.0
U56,NONE,FULL,DISP/HYB/0.6/0.25,24.0
U56,NONE,FULL,DISP/HYB/0.6/0.5,24.0
U56,NONE,FULL,DISP/HYB/0.6/0.75,24.0
U56,NONE,FULL,DISP/HYB/0.6/1.0,24.0
U56,NONE,IS,TREND/ROW/nan/0.25,160.0
U56,NONE,IS,TREND/ROW/nan/0.5,160.0
U56,NONE,IS,TREND/ROW/nan/0.75,160.0
U56,NONE,IS,TREND/ROW/nan/1.0,160.0
U56,NONE,IS,TREND/AGG/0.2/0.25,51.0
U56,NONE,IS,TREND/AGG/0.2/0.5,51.0
U56,NONE,IS,TREND/AGG/0.2/0.75,109.0
U56,NONE,IS,TREND/AGG/0.2/1.0,109.0
U56,NONE,IS,TREND/AGG/0.4/0.25,111.0
U56,NONE,IS,TREND/AGG/0.4/0.5,111.0
U56,NONE,IS,TREND/AGG/0.4/0.75,169.0
U56,NONE,IS,TREND/AGG/0.4/1.0,169.0
U56,NONE,IS,TREND/AGG/0.6/0.25,219.0
U56,NONE,IS,TREND/AGG/0.6/0.5,219.0
U56,NONE,IS,TREND/AGG/0.6/0.75,277.0
U56,NONE,IS,TREND/AGG/0.6/1.0,277.0
U56,NONE,IS,TREND/HYB/0.2/0.25,160.0
U56,NONE,IS,TREND/HYB/0.2/0.5,160.0
U56,NONE,IS,TREND/HYB/0.2/0.75,160.0
U56,NONE,IS,TREND/HYB/0.2/1.0,160.0
U56,NONE,IS,TREND/HYB/0.4/0.25,277.0
U56,NONE,IS,TREND/HYB/0.4/0.5,277.0
U56,NONE,IS,TREND/HYB/0.4/0.75,277.0
U56,NONE,IS,TREND/HYB/0.4/1.0,277.0
U56,NONE,IS,TREND/HYB/0.6/0.25,277.0
U56,NONE,IS,TREND/HYB/0.6/0.5,277.0
U56,NONE,IS,TREND/HYB/0.6/0.75,277.0
U56,NONE,IS,TREND/HYB/0.6/1.0,277.0
U56,NONE,IS,VOL/ROW/nan/0.25,109.0
U56,NONE,IS,VOL/ROW/nan/0.5,109.0
U56,NONE,IS,VOL/ROW/nan/0.75,109.0
U56,NONE,IS,VOL/ROW/nan/1.0,109.0
U56,NONE,IS,VOL/AGG/0.2/0.25,21.0
U56,NONE,IS,VOL/AGG/0.2/0.5,21.0
U56,NONE,IS,VOL/AGG/0.2/0.75,21.0
U56,NONE,IS,VOL/AGG/0.2/1.0,21.0
U56,NONE,IS,VOL/AGG/0.4/0.25,21.0
U56,NONE,IS,VOL/AGG/0.4/0.5,21.0
U56,NONE,IS,VOL/AGG/0.4/0.75,21.0
U56,NONE,IS,VOL/AGG/0.4/1.0,21.0
U56,NONE,IS,VOL/AGG/0.6/0.25,21.0
U56,NONE,IS,VOL/AGG/0.6/0.5,21.0
U56,NONE,IS,VOL/AGG/0.6/0.75,21.0
U56,NONE,IS,VOL/AGG/0.6/1.0,21.0
U56,NONE,IS,VOL/HYB/0.2/0.25,109.0
U56,NONE,IS,VOL/HYB/0.2/0.5,109.0
U56,NONE,IS,VOL/HYB/0.2/0.75,109.0
U56,NONE,IS,VOL/HYB/0.2/1.0,109.0
U56,NONE,IS,VOL/HYB/0.4/0.25,109.0
U56,NONE,IS,VOL/HYB/0.4/0.5,109.0
U56,NONE,IS,VOL/HYB/0.4/0.75,109.0
U56,NONE,IS,VOL/HYB/0.4/1.0,109.0
U56,NONE,IS,VOL/HYB/0.6/0.25,109.0
U56,NONE,IS,VOL/HYB/0.6/0.5,109.0
U56,NONE,IS,VOL/HYB/0.6/0.75,109.0
U56,NONE,IS,VOL/HYB/0.6/1.0,109.0
U56,NONE,IS,MOM/ROW/nan/0.25,51.0
U56,NONE,IS,MOM/ROW/nan/0.5,51.0
U56,NONE,IS,MOM/ROW/nan/0.75,51.0
U56,NONE,IS,MOM/ROW/nan/1.0,51.0
U56,NONE,IS,MOM/AGG/0.2/0.25,51.0
U56,NONE,IS,MOM/AGG/0.2/0.5,51.0
U56,NONE,IS,MOM/AGG/0.2/0.75,109.0
U56,NONE,IS,MOM/AGG/0.2/1.0,109.0
U56,NONE,IS,MOM/AGG/0.4/0.25,51.0
U56,NONE,IS,MOM/AGG/0.4/0.5,51.0
U56,NONE,IS,MOM/AGG/0.4/0.75,109.0
U56,NONE,IS,MOM/AGG/0.4/1.0,109.0
U56,NONE,IS,MOM/AGG/0.6/0.25,51.0
U56,NONE,IS,MOM/AGG/0.6/0.5,51.0
U56,NONE,IS,MOM/AGG/0.6/0.75,109.0
U56,NONE,IS,MOM/AGG/0.6/1.0,109.0
U56,NONE,IS,MOM/HYB/0.2/0.25,51.0
U56,NONE,IS,MOM/HYB/0.2/0.5,51.0
U56,NONE,IS,MOM/HYB/0.2/0.75,51.0
U56,NONE,IS,MOM/HYB/0.2/1.0,51.0
U56,NONE,IS,MOM/HYB/0.4/0.25,51.0
U56,NONE,IS,MOM/HYB/0.4/0.5,51.0
U56,NONE,IS,MOM/HYB/0.4/0.75,51.0
U56,NONE,IS,MOM/HYB/0.4/1.0,51.0
U56,NONE,IS,MOM/HYB/0.6/0.25,51.0
U56,NONE,IS,MOM/HYB/0.6/0.5,51.0
U56,NONE,IS,MOM/HYB/0.6/0.75,51.0
U56,NONE,IS,MOM/HYB/0.6/1.0,51.0
U56,NONE,IS,DISP/ROW/nan/0.25,20.0
U56,NONE,IS,DISP/ROW/nan/0.5,20.0
U56,NONE,IS,DISP/ROW/nan/0.75,20.0
U56,NONE,IS,DISP/ROW/nan/1.0,20.0
U56,NONE,IS,DISP/AGG/0.2/0.25,21.0
U56,NONE,IS,DISP/AGG/0.2/0.5,21.0
U56,NONE,IS,DISP/AGG/0.2/0.75,21.0
U56,NONE,IS,DISP/AGG/0.2/1.0,21.0
U56,NONE,IS,DISP/AGG/0.4/0.25,21.0
U56,NONE,IS,DISP/AGG/0.4/0.5,21.0
U56,NONE,IS,DISP/AGG/0.4/0.75,21.0
U56,NONE,IS,DISP/AGG/0.4/1.0,21.0
U56,NONE,IS,DISP/AGG/0.6/0.25,102.0
U56,NONE,IS,DISP/AGG/0.6/0.5,102.0
U56,NONE,IS,DISP/AGG/0.6/0.75,219.0
U56,NONE,IS,DISP/AGG/0.6/1.0,219.0
U56,NONE,IS,DISP/HYB/0.2/0.25,20.0
U56,NONE,IS,DISP/HYB/0.2/0.5,20.0
U56,NONE,IS,DISP/HYB/0.2/0.75,20.0
U56,NONE,IS,DISP/HYB/0.2/1.0,20.0
U56,NONE,IS,DISP/HYB/0.4/0.25,20.0
U56,NONE,IS,DISP/HYB/0.4/0.5,20.0
U56,NONE,IS,DISP/HYB/0.4/0.75,20.0
U56,NONE,IS,DISP/HYB/0.4/1.0,20.0
U56,NONE,IS,DISP/HYB/0.6/0.25,102.0
U56,NONE,IS,DISP/HYB/0.6/0.5,102.0
U56,NONE,IS,DISP/HYB/0.6/0.75,102.0
U56,NONE,IS,DISP/HYB/0.6/1.0,102.0
U56,NONE,OOS,TREND/ROW/nan/0.25,17.0
U56,NONE,OOS,TREND/ROW/nan/0.5,17.0
U56,NONE,OOS,TREND/ROW/nan/0.75,17.0
U56,NONE,OOS,TREND/ROW/nan/1.0,17.0
U56,NONE,OOS,TREND/AGG/0.2/0.25,24.0
U56,NONE,OOS,TREND/AGG/0.2/0.5,24.0
U56,NONE,OOS,TREND/AGG/0.2/0.75,24.0
U56,NONE,OOS,TREND/AGG/0.2/1.0,24.0
U56,NONE,OOS,TREND/AGG/0.4/0.25,17.0
U56,NONE,OOS,TREND/AGG/0.4/0.5,17.0
U56,NONE,OOS,TREND/AGG/0.4/0.75,17.0
U56,NONE,OOS,TREND/AGG/0.4/1.0,17.0
U56,NONE,OOS,TREND/AGG/0.6/0.25,17.0
U56,NONE,OOS,TREND/AGG/0.6/0.5,17.0
U56,NONE,OOS,TREND/AGG/0.6/0.75,17.0
U56,NONE,OOS,TREND/AGG/0.6/1.0,17.0
U56,NONE,OOS,TREND/HYB/0.2/0.25,17.0
U56,NONE,OOS,TREND/HYB/0.2/0.5,17.0
U56,NONE,OOS,TREND/HYB/0.2/0.75,17.0
U56,NONE,OOS,TREND/HYB/0.2/1.0,17.0
U56,NONE,OOS,TREND/HYB/0.4/0.25,17.0
U56,NONE,OOS,TREND/HYB/0.4/0.5,17.0
U56,NONE,OOS,TREND/HYB/0.4/0.75,17.0
U56,NONE,OOS,TREND/HYB/0.4/1.0,17.0
U56,NONE,OOS,TREND/HYB/0.6/0.25,17.0
U56,NONE,OOS,TREND/HYB/0.6/0.5,17.0
U56,NONE,OOS,TREND/HYB/0.6/0.75,17.0
U56,NONE,OOS,TREND/HYB/0.6/1.0,17.0
U56,NONE,OOS,VOL/ROW/nan/0.25,17.0
U56,NONE,OOS,VOL/ROW/nan/0.5,17.0
U56,NONE,OOS,VOL/ROW/nan/0.75,17.0
U56,NONE,OOS,VOL/ROW/nan/1.0,17.0
U56,NONE,OOS,VOL/AGG/0.2/0.25,44.0
U56,NONE,OOS,VOL/AGG/0.2/0.5,44.0
U56,NONE,OOS,VOL/AGG/0.2/0.75,44.0
U56,NONE,OOS,VOL/AGG/0.2/1.0,44.0
U56,NONE,OOS,VOL/AGG/0.4/0.25,17.0
U56,NONE,OOS,VOL/AGG/0.4/0.5,17.0
U56,NONE,OOS,VOL/AGG/0.4/0.75,17.0
U56,NONE,OOS,VOL/AGG/0.4/1.0,17.0
U56,NONE,OOS,VOL/AGG/0.6/0.25,17.0
U56,NONE,OOS,VOL/AGG/0.6/0.5,17.0
U56,NONE,OOS,VOL/AGG/0.6/0.75,17.0
U56,NONE,OOS,VOL/AGG/0.6/1.0,17.0
U56,NONE,OOS,VOL/HYB/0.2/0.25,17.0
U56,NONE,OOS,VOL/HYB/0.2/0.5,17.0
U56,NONE,OOS,VOL/HYB/0.2/0.75,17.0
U56,NONE,OOS,VOL/HYB/0.2/1.0,17.0
U56,NONE,OOS,VOL/HYB/0.4/0.25,17.0
U56,NONE,OOS,VOL/HYB/0.4/0.5,17.0
U56,NONE,OOS,VOL/HYB/0.4/0.75,17.0
U56,NONE,OOS,VOL/HYB/0.4/1.0,17.0
U56,NONE,OOS,VOL/HYB/0.6/0.25,17.0
U56,NONE,OOS,VOL/HYB/0.6/0.5,17.0
U56,NONE,OOS,VOL/HYB/0.6/0.75,17.0
U56,NONE,OOS,VOL/HYB/0.6/1.0,17.0
U56,NONE,OOS,MOM/ROW/nan/0.25,24.0
U56,NONE,OOS,MOM/ROW/nan/0.5,24.0
U56,NONE,OOS,MOM/ROW/nan/0.75,24.0
U56,NONE,OOS,MOM/ROW/nan/1.0,24.0
U56,NONE,OOS,MOM/AGG/0.2/0.25,24.0
U56,NONE,OOS,MOM/AGG/0.2/0.5,24.0
U56,NONE,OOS,MOM/AGG/0.2/0.75,24.0
U56,NONE,OOS,MOM/AGG/0.2/1.0,24.0
U56,NONE,OOS,MOM/AGG/0.4/0.25,24.0
U56,NONE,OOS,MOM/AGG/0.4/0.5,24.0
U56,NONE,OOS,MOM/AGG/0.4/0.75,24.0
U56,NONE,OOS,MOM/AGG/0.4/1.0,24.0
U56,NONE,OOS,MOM/AGG/0.6/0.25,24.0
U56,NONE,OOS,MOM/AGG/0.6/0.5,24.0
U56,NONE,OOS,MOM/AGG/0.6/0.75,24.0
U56,NONE,OOS,MOM/AGG/0.6/1.0,24.0
U56,NONE,OOS,MOM/HYB/0.2/0.25,24.0
U56,NONE,OOS,MOM/HYB/0.2/0.5,24.0
U56,NONE,OOS,MOM/HYB/0.2/0.75,24.0
U56,NONE,OOS,MOM/HYB/0.2/1.0,24.0
U56,NONE,OOS,MOM/HYB/0.4/0.25,24.0
U56,NONE,OOS,MOM/HYB/0.4/0.5,24.0
U56,NONE,OOS,MOM/HYB/0.4/0.75,24.0
U56,NONE,OOS,MOM/HYB/0.4/1.0,24.0
U56,NONE,OOS,MOM/HYB/0.6/0.25,24.0
U56,NONE,OOS,MOM/HYB/0.6/0.5,24.0
U56,NONE,OOS,MOM/HYB/0.6/0.75,24.0
U56,NONE,OOS,MOM/HYB/0.6/1.0,24.0
U56,NONE,OOS,DISP/ROW/nan/0.25,24.0
U56,NONE,OOS,DISP/ROW/nan/0.5,24.0
U56,NONE,OOS,DISP/ROW/nan/0.75,24.0
U56,NONE,OOS,DISP/ROW/nan/1.0,24.0
U56,NONE,OOS,DISP/AGG/0.2/0.25,24.0
U56,NONE,OOS,DISP/AGG/0.2/0.5,24.0
U56,NONE,OOS,DISP/AGG/0.2/0.75,24.0
U56,NONE,OOS,DISP/AGG/0.2/1.0,24.0
U56,NONE,OOS,DISP/AGG/0.4/0.25,24.0
U56,NONE,OOS,DISP/AGG/0.4/0.5,24.0
U56,NONE,OOS,DISP/AGG/0.4/0.75,24.0
U56,NONE,OOS,DISP/AGG/0.4/1.0,24.0
U56,NONE,OOS,DISP/AGG/0.6/0.25,422.0
U56,NONE,OOS,DISP/AGG/0.6/0.5,422.0
U56,NONE,OOS,DISP/AGG/0.6/0.75,422.0
U56,NONE,OOS,DISP/AGG/0.6/1.0,422.0
U56,NONE,OOS,DISP/HYB/0.2/0.25,24.0
U56,NONE,OOS,DISP/HYB/0.2/0.5,24.0
U56,NONE,OOS,DISP/HYB/0.2/0.75,24.0
U56,NONE,OOS,DISP/HYB/0.2/1.0,24.0
U56,NONE,OOS,DISP/HYB/0.4/0.25,24.0
U56,NONE,OOS,DISP/HYB/0.4/0.5,24.0
U56,NONE,OOS,DISP/HYB/0.4/0.75,24.0
U56,NONE,OOS,DISP/HYB/0.4/1.0,24.0
U56,NONE,OOS,DISP/HYB/0.6/0.25,24.0
U56,NONE,OOS,DISP/HYB/0.6/0.5,24.0
U56,NONE,OOS,DISP/HYB/0.6/0.75,24.0
U56,NONE,OOS,DISP/HYB/0.6/1.0,24.0
U56,SPYDD,FULL,TREND/ROW/nan/0.25,160.0
U56,SPYDD,FULL,TREND/ROW/nan/0.5,160.0
U56,SPYDD,FULL,TREND/ROW/nan/0.75,160.0
U56,SPYDD,FULL,TREND/ROW/nan/1.0,160.0
U56,SPYDD,FULL,TREND/AGG/0.2/0.25,287.0
U56,SPYDD,FULL,TREND/AGG/0.2/0.5,287.0
U56,SPYDD,FULL,TREND/AGG/0.2/0.75,287.0
U56,SPYDD,FULL,TREND/AGG/0.2/1.0,287.0
U56,SPYDD,FULL,TREND/AGG/0.4/0.25,111.0
U56,SPYDD,FULL,TREND/AGG/0.4/0.5,111.0
U56,SPYDD,FULL,TREND/AGG/0.4/0.75,169.0
U56,SPYDD,FULL,TREND/AGG/0.4/1.0,169.0
U56,SPYDD,FULL,TREND/AGG/0.6/0.25,336.0
U56,SPYDD,FULL,TREND/AGG/0.6/0.5,336.0
U56,SPYDD,FULL,TREND/AGG/0.6/0.75,336.0
U56,SPYDD,FULL,TREND/AGG/0.6/1.0,336.0
U56,SPYDD,FULL,TREND/HYB/0.2/0.25,160.0
U56,SPYDD,FULL,TREND/HYB/0.2/0.5,160.0
U56,SPYDD,FULL,TREND/HYB/0.2/0.75,160.0
U56,SPYDD,FULL,TREND/HYB/0.2/1.0,160.0
U56,SPYDD,FULL,TREND/HYB/0.4/0.25,277.0
U56,SPYDD,FULL,TREND/HYB/0.4/0.5,277.0
U56,SPYDD,FULL,TREND/HYB/0.4/0.75,277.0
U56,SPYDD,FULL,TREND/HYB/0.4/1.0,277.0
U56,SPYDD,FULL,TREND/HYB/0.6/0.25,336.0
U56,SPYDD,FULL,TREND/HYB/0.6/0.5,336.0
U56,SPYDD,FULL,TREND/HYB/0.6/0.75,336.0
U56,SPYDD,FULL,TREND/HYB/0.6/1.0,336.0
U56,SPYDD,FULL,VOL/ROW/nan/0.25,197.0
U56,SPYDD,FULL,VOL/ROW/nan/0.5,236.0
U56,SPYDD,FULL,VOL/ROW/nan/0.75,236.0
U56,SPYDD,FULL,VOL/ROW/nan/1.0,236.0
U56,SPYDD,FULL,VOL/AGG/0.2/0.25,236.0
U56,SPYDD,FULL,VOL/AGG/0.2/0.5,236.0
U56,SPYDD,FULL,VOL/AGG/0.2/0.75,236.0
U56,SPYDD,FULL,VOL/AGG/0.2/1.0,236.0
U56,SPYDD,FULL,VOL/AGG/0.4/0.25,236.0
U56,SPYDD,FULL,VOL/AGG/0.4/0.5,236.0
U56,SPYDD,FULL,VOL/AGG/0.4/0.75,236.0
U56,SPYDD,FULL,VOL/AGG/0.4/1.0,236.0
U56,SPYDD,FULL,VOL/AGG/0.6/0.25,236.0
U56,SPYDD,FULL,VOL/AGG/0.6/0.5,236.0
U56,SPYDD,FULL,VOL/AGG/0.6/0.75,236.0
U56,SPYDD,FULL,VOL/AGG/0.6/1.0,236.0
U56,SPYDD,FULL,VOL/HYB/0.2/0.25,197.0
U56,SPYDD,FULL,VOL/HYB/0.2/0.5,236.0
U56,SPYDD,FULL,VOL/HYB/0.2/0.75,236.0
U56,SPYDD,FULL,VOL/HYB/0.2/1.0,236.0
U56,SPYDD,FULL,VOL/HYB/0.4/0.25,197.0
U56,SPYDD,FULL,VOL/HYB/0.4/0.5,236.0
U56,SPYDD,FULL,VOL/HYB/0.4/0.75,236.0
U56,SPYDD,FULL,VOL/HYB/0.4/1.0,236.0
U56,SPYDD,FULL,VOL/HYB/0.6/0.25,197.0
U56,SPYDD,FULL,VOL/HYB/0.6/0.5,236.0
U56,SPYDD,FULL,VOL/HYB/0.6/0.75,236.0
U56,SPYDD,FULL,VOL/HYB/0.6/1.0,236.0
U56,SPYDD,FULL,MOM/ROW/nan/0.25,59.0
U56,SPYDD,FULL,MOM/ROW/nan/0.5,59.0
U56,SPYDD,FULL,MOM/ROW/nan/0.75,59.0
U56,SPYDD,FULL,MOM/ROW/nan/1.0,59.0
U56,SPYDD,FULL,MOM/AGG/0.2/0.25,236.0
U56,SPYDD,FULL,MOM/AGG/0.2/0.5,236.0
U56,SPYDD,FULL,MOM/AGG/0.2/0.75,236.0
U56,SPYDD,FULL,MOM/AGG/0.2/1.0,236.0
U56,SPYDD,FULL,MOM/AGG/0.4/0.25,59.0
U56,SPYDD,FULL,MOM/AGG/0.4/0.5,374.0
U56,SPYDD,FULL,MOM/AGG/0.4/0.75,374.0
U56,SPYDD,FULL,MOM/AGG/0.4/1.0,374.0
U56,SPYDD,FULL,MOM/AGG/0.6/0.25,35.0
U56,SPYDD,FULL,MOM/AGG/0.6/0.5,35.0
U56,SPYDD,FULL,MOM/AGG/0.6/0.75,35.0
U56,SPYDD,FULL,MOM/AGG/0.6/1.0,35.0
U56,SPYDD,FULL,MOM/HYB/0.2/0.25,59.0
U56,SPYDD,FULL,MOM/HYB/0.2/0.5,59.0
U56,SPYDD,FULL,MOM/HYB/0.2/0.75,59.0
U56,SPYDD,FULL,MOM/HYB/0.2/1.0,59.0
U56,SPYDD,FULL,MOM/HYB/0.4/0.25,59.0
U56,SPYDD,FULL,MOM/HYB/0.4/0.5,59.0
U56,SPYDD,FULL,MOM/HYB/0.4/0.75,59.0
U56,SPYDD,FULL,MOM/HYB/0.4/1.0,59.0
U56,SPYDD,FULL,MOM/HYB/0.6/0.25,35.0
U56,SPYDD,FULL,MOM/HYB/0.6/0.5,35.0
U56,SPYDD,FULL,MOM/HYB/0.6/0.75,35.0
U56,SPYDD,FULL,MOM/HYB/0.6/1.0,35.0
U56,SPYDD,FULL,DISP/ROW/nan/0.25,195.0
U56,SPYDD,FULL,DISP/ROW/nan/0.5,195.0
U56,SPYDD,FULL,DISP/ROW/nan/0.75,195.0
U56,SPYDD,FULL,DISP/ROW/nan/1.0,195.0
U56,SPYDD,FULL,DISP/AGG/0.2/0.25,236.0
U56,SPYDD,FULL,DISP/AGG/0.2/0.5,236.0
U56,SPYDD,FULL,DISP/AGG/0.2/0.75,236.0
U56,SPYDD,FULL,DISP/AGG/0.2/1.0,236.0
U56,SPYDD,FULL,DISP/AGG/0.4/0.25,236.0
U56,SPYDD,FULL,DISP/AGG/0.4/0.5,236.0
U56,SPYDD,FULL,DISP/AGG/0.4/0.75,236.0
U56,SPYDD,FULL,DISP/AGG/0.4/1.0,236.0
U56,SPYDD,FULL,DISP/AGG/0.6/0.25,422.0
U56,SPYDD,FULL,DISP/AGG/0.6/0.5,422.0
U56,SPYDD,FULL,DISP/AGG/0.6/0.75,422.0
U56,SPYDD,FULL,DISP/AGG/0.6/1.0,422.0
U56,SPYDD,FULL,DISP/HYB/0.2/0.25,195.0
U56,SPYDD,FULL,DISP/HYB/0.2/0.5,195.0
U56,SPYDD,FULL,DISP/HYB/0.2/0.75,195.0
U56,SPYDD,FULL,DISP/HYB/0.2/1.0,195.0
U56,SPYDD,FULL,DISP/HYB/0.4/0.25,195.0
U56,SPYDD,FULL,DISP/HYB/0.4/0.5,195.0
U56,SPYDD,FULL,DISP/HYB/0.4/0.75,195.0
U56,SPYDD,FULL,DISP/HYB/0.4/1.0,195.0
U56,SPYDD,FULL,DISP/HYB/0.6/0.25,195.0
U56,SPYDD,FULL,DISP/HYB/0.6/0.5,195.0
U56,SPYDD,FULL,DISP/HYB/0.6/0.75,195.0
U56,SPYDD,FULL,DISP/HYB/0.6/1.0,195.0
