file,claim,K,lam,stat,published,held,extra
F1,the 4-param spec is the best-fitting spec,10,0.0,-0.0376293508416643,1.0,False,argmax=family dummies only
F1,properties add little over family,10,0.1,-0.037552887906857846,0.0065,True,argmax=family dummies only
F1,the 4-param spec is the best-fitting spec,10,0.1,-0.037552887906857846,1.0,False,argmax=family dummies only
F1,properties add little over family,10,1.0,-0.03697050981965444,0.0065,True,argmax=family dummies only
F1,the 4-param spec is the best-fitting spec,10,1.0,-0.03697050981965444,1.0,False,argmax=family dummies only
F1,properties add little over family,10,10.0,-0.035806789261006,0.0065,True,argmax=family dummies only
F1,the 4-param spec is the best-fitting spec,10,10.0,-0.035806789261006,1.0,False,argmax=family dummies only
F1,properties add little over family,10,100.0,-0.010627940822993898,0.0065,True,argmax=family dummies only
F1,the 4-param spec is the best-fitting spec,10,100.0,-0.010627940822993898,1.0,False,argmax=family dummies only
F1,properties add little over family,LOO,0.0,-0.026558406757764663,0.0065,True,argmax=family dummies only
F1,the 4-param spec is the best-fitting spec,LOO,0.0,-0.026558406757764663,1.0,False,argmax=family dummies only
F1,properties add little over family,LOO,0.1,-0.026513389660649977,0.0065,True,argmax=family dummies only
F1,the 4-param spec is the best-fitting spec,LOO,0.1,-0.026513389660649977,1.0,False,argmax=family dummies only
F1,properties add little over family,LOO,1.0,-0.026190696248596157,0.0065,True,argmax=family dummies only
F1,the 4-param spec is the best-fitting spec,LOO,1.0,-0.026190696248596157,1.0,False,argmax=family dummies only
F1,properties add little over family,LOO,10.0,-0.026720129117017044,0.0065,True,argmax=family dummies only
F1,the 4-param spec is the best-fitting spec,LOO,10.0,-0.026720129117017044,1.0,False,argmax=family dummies only
F1,properties add little over family,LOO,100.0,-0.01025203574953848,0.0065,True,argmax=family dummies only
F1,the 4-param spec is the best-fitting spec,LOO,100.0,-0.01025203574953848,1.0,False,argmax=family dummies only
F2,LEVEL beats PANEL,IS,0.0,0.2688312934224094,0.2688,True,argmax=family
F2,LEVEL beats PANEL,IS,0.1,0.26883116087431846,0.2688,True,argmax=family
F2,LEVEL beats PANEL,IS,1.0,0.26881820057626227,0.2688,True,argmax=family
F2,LEVEL beats PANEL,IS,10.0,0.26766914416214005,0.2688,True,argmax=family
F2,LEVEL beats PANEL,IS,100.0,0.22255203718540217,0.2688,True,argmax=family
F2,LEVEL beats PANEL,2,0.0,0.26646377795416365,0.2688,True,argmax=family
F2,LEVEL beats PANEL,2,0.1,0.26658038483184876,0.2688,True,argmax=family
F2,LEVEL beats PANEL,2,1.0,0.2675498826664533,0.2688,True,argmax=family
F2,LEVEL beats PANEL,2,10.0,0.27108107450354646,0.2688,True,argmax=family
F2,LEVEL beats PANEL,2,100.0,0.19161398363158244,0.2688,True,argmax=family
F2,LEVEL beats PANEL,5,0.0,0.2935748763292967,0.2688,True,argmax=family
F2,LEVEL beats PANEL,5,0.1,0.2935738239116127,0.2688,True,argmax=family
F2,LEVEL beats PANEL,5,1.0,0.29354179122239654,0.2688,True,argmax=family
F2,LEVEL beats PANEL,5,10.0,0.2913603328184584,0.2688,True,argmax=family
F2,LEVEL beats PANEL,5,100.0,0.22492774824796447,0.2688,True,argmax=family
F2,LEVEL beats PANEL,10,0.0,0.28601509490708465,0.2688,True,argmax=family
F2,LEVEL beats PANEL,10,0.1,0.28601397151576136,0.2688,True,argmax=family
F2,LEVEL beats PANEL,10,1.0,0.2859880115932919,0.2688,True,argmax=family
F2,LEVEL beats PANEL,10,10.0,0.2843810007448281,0.2688,True,argmax=family
F2,LEVEL beats PANEL,10,100.0,0.22930113063400048,0.2688,True,argmax=family
F2,LEVEL beats PANEL,LOO,0.0,0.2931159266236898,0.2688,True,argmax=family
F2,LEVEL beats PANEL,LOO,0.1,0.293096449703368,0.2688,True,argmax=family
F2,LEVEL beats PANEL,LOO,1.0,0.29291070216086035,0.2688,True,argmax=family
F2,LEVEL beats PANEL,LOO,10.0,0.2901534663410704,0.2688,True,argmax=family
F2,LEVEL beats PANEL,LOO,100.0,0.23575852092606475,0.2688,True,argmax=family
F3,predictors beat family @2W,IS,0.0,0.02728963136357554,,True,Rpred=0.065
F3,predictors beat family @2W,IS,0.1,0.027286994355449345,,True,Rpred=0.065
F3,predictors beat family @2W,IS,1.0,0.027054964218227506,,True,Rpred=0.065
F3,predictors beat family @2W,IS,10.0,0.017810751759472,,True,Rpred=0.055
F3,predictors beat family @2W,IS,100.0,-0.010921620676618393,,False,Rpred=0.017
F3,predictors beat family @2W,2,0.0,0.015059245934916365,,True,Rpred=0.021
F3,predictors beat family @2W,2,0.1,0.015335777829917352,,True,Rpred=0.022
F3,predictors beat family @2W,2,1.0,0.0166584459829755,,True,Rpred=0.023
F3,predictors beat family @2W,2,10.0,0.0072303743198491865,,True,Rpred=0.016
F3,predictors beat family @2W,2,100.0,-0.009240605898988785,,False,Rpred=-0.008
F3,predictors beat family @2W,5,0.0,0.0017758298263383931,,True,Rpred=-0.003
F3,predictors beat family @2W,5,0.1,0.002085455487927046,,True,Rpred=-0.003
F3,predictors beat family @2W,5,1.0,0.0042883599547469675,,True,Rpred=-0.000
F3,predictors beat family @2W,5,10.0,0.0046465716161818715,,True,Rpred=0.003
F3,predictors beat family @2W,5,100.0,-0.013807220922560592,,False,Rpred=-0.015
F3,predictors beat family @2W,10,0.0,0.015286079730615576,,True,Rpred=0.025
F3,predictors beat family @2W,10,0.1,0.015439193843466592,,True,Rpred=0.025
F3,predictors beat family @2W,10,1.0,0.016437531833520036,,True,Rpred=0.026
F3,predictors beat family @2W,10,10.0,0.012386349486786186,,True,Rpred=0.023
F3,predictors beat family @2W,10,100.0,-0.01115520303165718,,False,Rpred=-0.003
F3,predictors beat family @2W,LOO,0.0,0.02304580626646413,,True,Rpred=0.012
F3,predictors beat family @2W,LOO,0.1,0.023162078533918495,,True,Rpred=0.013
F3,predictors beat family @2W,LOO,1.0,0.02389742094426739,,True,Rpred=0.014
F3,predictors beat family @2W,LOO,10.0,0.019218228540915816,,True,Rpred=0.011
F3,predictors beat family @2W,LOO,100.0,-0.008202360793478691,,False,Rpred=-0.014
F3,predictors beat family @6W,IS,0.0,0.017035778992096406,,True,Rpred=0.129
F3,predictors beat family @6W,IS,0.1,0.0170349929038347,,True,Rpred=0.129
F3,predictors beat family @6W,IS,1.0,0.016967096470737353,,True,Rpred=0.129
F3,predictors beat family @6W,IS,10.0,0.014713619381068854,,True,Rpred=0.125
F3,predictors beat family @6W,IS,100.0,0.016641030057393036,,True,Rpred=0.103
F3,predictors beat family @6W,2,0.0,0.034298336551269126,,True,Rpred=0.124
F3,predictors beat family @6W,2,0.1,0.034203749513831205,,True,Rpred=0.124
F3,predictors beat family @6W,2,1.0,0.033092005813343595,,True,Rpred=0.123
F3,predictors beat family @6W,2,10.0,0.023824414236192082,,True,Rpred=0.115
F3,predictors beat family @6W,2,100.0,0.021863134477558832,,True,Rpred=0.081
F3,predictors beat family @6W,5,0.0,0.01978329177503324,,True,Rpred=0.055
F3,predictors beat family @6W,5,0.1,0.019822887772848352,,True,Rpred=0.056
F3,predictors beat family @6W,5,1.0,0.02004066363446677,,True,Rpred=0.056
F3,predictors beat family @6W,5,10.0,0.018298052636099404,,True,Rpred=0.057
F3,predictors beat family @6W,5,100.0,0.019901708493755388,,True,Rpred=0.042
F3,predictors beat family @6W,10,0.0,0.023994218654933674,,True,Rpred=0.068
F3,predictors beat family @6W,10,0.1,0.02399934510322166,,True,Rpred=0.068
F3,predictors beat family @6W,10,1.0,0.023954825881653652,,True,Rpred=0.068
F3,predictors beat family @6W,10,10.0,0.02113660192793465,,True,Rpred=0.067
F3,predictors beat family @6W,10,100.0,0.020490348605657127,,True,Rpred=0.053
F3,predictors beat family @6W,LOO,0.0,0.01859909778546509,,True,Rpred=0.090
F3,predictors beat family @6W,LOO,0.1,0.018635592108316112,,True,Rpred=0.090
F3,predictors beat family @6W,LOO,1.0,0.01886523490755243,,True,Rpred=0.091
F3,predictors beat family @6W,LOO,10.0,0.01777951469607575,,True,Rpred=0.090
F3,predictors beat family @6W,LOO,100.0,0.01861323004587434,,True,Rpred=0.075
F3,predictors beat family @8W,IS,0.0,0.2390052061955399,,True,Rpred=0.307
F3,predictors beat family @8W,IS,0.1,0.2389936290547613,,True,Rpred=0.307
F3,predictors beat family @8W,IS,1.0,0.23796915852885403,,True,Rpred=0.306
F3,predictors beat family @8W,IS,10.0,0.19548108812982223,,True,Rpred=0.262
F3,predictors beat family @8W,IS,100.0,0.03612894507081443,,True,Rpred=0.085
F3,predictors beat family @8W,2,0.0,0.30109561348878044,,True,Rpred=0.270
F3,predictors beat family @8W,2,0.1,0.2997903244808834,,True,Rpred=0.269
F3,predictors beat family @8W,2,1.0,0.28600503954264167,,True,Rpred=0.257
F3,predictors beat family @8W,2,10.0,0.16294352596441697,,True,Rpred=0.139
F3,predictors beat family @8W,2,100.0,0.01218291371978264,,True,Rpred=-0.027
F3,predictors beat family @8W,5,0.0,0.25268158424909903,,True,Rpred=0.291
F3,predictors beat family @8W,5,0.1,0.2526861149935614,,True,Rpred=0.291
F3,predictors beat family @8W,5,1.0,0.2512466401091873,,True,Rpred=0.290
F3,predictors beat family @8W,5,10.0,0.19490589960039761,,True,Rpred=0.234
F3,predictors beat family @8W,5,100.0,0.03193783777193515,,True,Rpred=0.054
F3,predictors beat family @8W,10,0.0,0.2501902733878658,,True,Rpred=0.277
F3,predictors beat family @8W,10,0.1,0.2501358836145291,,True,Rpred=0.277
F3,predictors beat family @8W,10,1.0,0.24852472157200867,,True,Rpred=0.276
F3,predictors beat family @8W,10,10.0,0.197686288222511,,True,Rpred=0.225
F3,predictors beat family @8W,10,100.0,0.034582809088260946,,True,Rpred=0.048
F3,predictors beat family @8W,LOO,0.0,0.24761944402647018,,True,Rpred=0.268
F3,predictors beat family @8W,LOO,0.1,0.24764253257775348,,True,Rpred=0.268
F3,predictors beat family @8W,LOO,1.0,0.24683093214350516,,True,Rpred=0.267
F3,predictors beat family @8W,LOO,10.0,0.20335942993719847,,True,Rpred=0.225
F3,predictors beat family @8W,LOO,100.0,0.03934929502419693,,True,Rpred=0.054
F3,predictors beat family @10W,IS,0.0,0.23897756985063556,,True,Rpred=0.326
F3,predictors beat family @10W,IS,0.1,0.23896692832893518,,True,Rpred=0.326
F3,predictors beat family @10W,IS,1.0,0.23801999172647503,,True,Rpred=0.325
F3,predictors beat family @10W,IS,10.0,0.1973011936762611,,True,Rpred=0.284
F3,predictors beat family @10W,IS,100.0,0.03280263425088048,,True,Rpred=0.103
F3,predictors beat family @10W,2,0.0,0.28674230507996357,,True,Rpred=0.205
F3,predictors beat family @10W,2,0.1,0.2853696231247709,,True,Rpred=0.203
F3,predictors beat family @10W,2,1.0,0.27219498908564643,,True,Rpred=0.192
F3,predictors beat family @10W,2,10.0,0.16651174125865742,,True,Rpred=0.100
F3,predictors beat family @10W,2,100.0,0.018200181426873296,,True,Rpred=-0.022
F3,predictors beat family @10W,5,0.0,0.24942086269946973,,True,Rpred=0.307
F3,predictors beat family @10W,5,0.1,0.24953765793242078,,True,Rpred=0.308
F3,predictors beat family @10W,5,1.0,0.2491139441633743,,True,Rpred=0.308
F3,predictors beat family @10W,5,10.0,0.19861303619420012,,True,Rpred=0.260
F3,predictors beat family @10W,5,100.0,0.028792912662407577,,True,Rpred=0.084
F3,predictors beat family @10W,10,0.0,0.2423339477533124,,True,Rpred=0.288
F3,predictors beat family @10W,10,0.1,0.2423785475968242,,True,Rpred=0.288
F3,predictors beat family @10W,10,1.0,0.24165913779017578,,True,Rpred=0.287
F3,predictors beat family @10W,10,10.0,0.19637190207352184,,True,Rpred=0.244
F3,predictors beat family @10W,10,100.0,0.029054779528623897,,True,Rpred=0.070
F3,predictors beat family @10W,LOO,0.0,0.2522151039463383,,True,Rpred=0.292
F3,predictors beat family @10W,LOO,0.1,0.25228028375403233,,True,Rpred=0.292
F3,predictors beat family @10W,LOO,1.0,0.25185923460955706,,True,Rpred=0.292
F3,predictors beat family @10W,LOO,10.0,0.21055120732961485,,True,Rpred=0.253
F3,predictors beat family @10W,LOO,100.0,0.03727646218321645,,True,Rpred=0.075
F3,predictors beat family @2M,IS,0.0,-0.01051736191269892,,False,Rpred=0.015
F3,predictors beat family @2M,IS,0.1,-0.010517734978588433,,False,Rpred=0.015
F3,predictors beat family @2M,IS,1.0,-0.0105506247550341,,False,Rpred=0.015
F3,predictors beat family @2M,IS,10.0,-0.011800548875804506,,False,Rpred=0.014
F3,predictors beat family @2M,IS,100.0,-0.01079062286943433,,False,Rpred=0.005
F3,predictors beat family @2M,2,0.0,-0.009423383771776317,,False,Rpred=-0.079
F3,predictors beat family @2M,2,0.1,-0.009535862504329584,,False,Rpred=-0.079
F3,predictors beat family @2M,2,1.0,-0.010534873758589747,,False,Rpred=-0.077
F3,predictors beat family @2M,2,10.0,-0.017373352855705404,,False,Rpred=-0.068
F3,predictors beat family @2M,2,100.0,-0.01535053323226121,,False,Rpred=-0.032
F3,predictors beat family @2M,5,0.0,-0.025556038134157744,,False,Rpred=-0.034
F3,predictors beat family @2M,5,0.1,-0.025370011263365688,,False,Rpred=-0.034
F3,predictors beat family @2M,5,1.0,-0.02386430698707076,,False,Rpred=-0.032
F3,predictors beat family @2M,5,10.0,-0.016835279273258008,,False,Rpred=-0.025
F3,predictors beat family @2M,5,100.0,-0.007168914216019395,,False,Rpred=-0.022
F3,predictors beat family @2M,10,0.0,-0.015007699779301387,,False,Rpred=-0.033
F3,predictors beat family @2M,10,0.1,-0.014957139284758725,,False,Rpred=-0.032
F3,predictors beat family @2M,10,1.0,-0.014573703412755101,,False,Rpred=-0.032
F3,predictors beat family @2M,10,10.0,-0.01380693423425261,,False,Rpred=-0.029
F3,predictors beat family @2M,10,100.0,-0.012000413904560636,,False,Rpred=-0.024
F3,predictors beat family @2M,LOO,0.0,-0.005769415953593704,,False,Rpred=-0.030
F3,predictors beat family @2M,LOO,0.1,-0.00575846862506002,,False,Rpred=-0.029
F3,predictors beat family @2M,LOO,1.0,-0.005707649915295709,,False,Rpred=-0.029
F3,predictors beat family @2M,LOO,10.0,-0.007051491710050151,,False,Rpred=-0.027
F3,predictors beat family @2M,LOO,100.0,-0.010084609336155737,,False,Rpred=-0.027
