child,col,form,source,n_miss,n_src_rows,n_key_cols,shared,zero_overlap_cols,min_col_overlap,is_transform,child_date,source_date,v_namedate,v_git,git_child,git_source,rec_EXACT,rec_1e-06,rec_1e-04,rec_1e-02,rec_5e-02,rec_ANY,T_EXACT,V_EXACT,X_EXACT,T_1e-06,V_1e-06,X_1e-06,T_1e-04,V_1e-04,X_1e-04,T_1e-02,V_1e-02,X_1e-02,T_5e-02,V_5e-02,X_5e-02,T_ANY,V_ANY,X_ANY
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,join_file,LOOSE,2026-09-04_sector-only-universe_C.grid.csv,60,30,6,CAGR|Sharpe|MaxDD|H1|H2|turn,CAGR|Sharpe|MaxDD|H1|H2,0.0,True,2026-09-06,2026-09-04,False,True,1789040539,1789040539,0,0,0,52,58,60,60,0,0,60,0,0,60,0,0,8,0,0,2,0,0,0,0,0
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,join_file,LOOSE,2026-09-04_52w-high-proximity_C.grid.csv,56,28,6,CAGR|Sharpe|MaxDD|H1|H2|turn,CAGR|Sharpe|MaxDD|H1|H2,0.0,True,2026-09-06,2026-09-04,False,True,1789040539,1789040539,0,0,0,52,52,56,56,0,0,56,0,0,56,0,0,4,0,0,4,0,0,0,0,0
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,join_file,LOOSE,2026-09-04_crypto-sleeve_C.grid.csv,156,78,6,CAGR|Sharpe|MaxDD|H1|H2|turn,CAGR|Sharpe|MaxDD|H1|H2,0.0,True,2026-09-06,2026-09-04,False,True,1789040539,1789040539,0,0,0,152,152,156,156,0,0,156,0,0,156,0,0,4,0,0,4,0,0,0,0,0
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,join_file,LOOSE,2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,96,48,6,CAGR|Sharpe|MaxDD|H1|H2|turn,CAGR|Sharpe|MaxDD|H1|H2,0.0,True,2026-09-06,2026-09-04,False,True,1789040539,1789040539,0,0,0,92,94,96,96,0,0,96,0,0,96,0,0,4,0,0,2,0,0,0,0,0
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,join_file,LOOSE,2026-09-04_monthly-seasonality_cloud.grid.csv,40,150,6,CAGR|Sharpe|MaxDD|H1|H2|turn,CAGR|Sharpe|MaxDD|H1|H2,0.0,True,2026-09-06,2026-09-04,False,True,1789040539,1789040539,0,0,0,38,40,40,40,0,0,40,0,0,40,0,0,2,0,0,0,0,0,0,0,0
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,join_file,LOOSE,2026-09-04_interior-4b-selection_cloud.grid.csv,76,66,6,CAGR|Sharpe|MaxDD|H1|H2|turn,CAGR|Sharpe|MaxDD|H1|H2,0.0,True,2026-09-06,2026-09-04,False,True,1789040539,1789040539,0,0,0,68,76,76,76,0,0,76,0,0,76,0,0,8,0,0,0,0,0,0,0,0
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,join_file,LOOSE,2026-09-04_is-window-has-no-crash_C.grid.csv,8,66,6,CAGR|Sharpe|MaxDD|H1|H2|turn,CAGR|Sharpe|MaxDD|H1|H2,0.0,True,2026-09-06,2026-09-04,False,True,1789040539,1789040539,0,0,0,8,8,8,8,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,join_file,LOOSE,2026-09-04_selectability-pre-test_cloud.grid.csv,10,122,6,CAGR|Sharpe|MaxDD|H1|H2|turn,CAGR|Sharpe|MaxDD|H1|H2,0.0,True,2026-09-06,2026-09-04,False,True,1789040539,1789040539,0,0,0,8,10,10,10,0,0,10,0,0,10,0,0,2,0,0,0,0,0,0,0,0
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,join_file,LOOSE,2026-09-04_exit-schedule-vs-entry-schedule_cloud.grid.csv,8,60,6,CAGR|Sharpe|MaxDD|H1|H2|turn,CAGR|Sharpe|MaxDD|H1|H2,0.0,True,2026-09-06,2026-09-04,False,True,1789040539,1789040539,0,0,0,8,8,8,8,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,join_file,LOOSE,2026-09-04_momentum-plus-quality-proxy_cloud.grid.csv,14,312,6,CAGR|Sharpe|MaxDD|H1|H2|turn,CAGR|Sharpe|MaxDD|H1|H2,0.0,True,2026-09-06,2026-09-04,False,True,1789040539,1789040539,0,0,0,8,12,12,14,0,0,14,0,0,14,0,0,6,0,0,2,0,0,2,0,0
