file,dial,cell,n_values,n_rungs,c_lo,c_hi,argmax_lo,gap,tilt,ratio,matched_margin,pred_published,pred_matched,actual_rerank,degenerate_gap,endpoint_rerank,interior_only,n_distinct_argmax,first_move,rule
2026-09-04_momentum-plus-quality-proxy_cloud.grid.csv,K,"universe_broad.json (136, PRIMARY)|MATCHED|0.0|0|HI",3,2,10.0,25.0,10.0,0.08751972379223139,0.0,0.0,-0.08982553734767595,False,False,False,False,False,0,1,,STRICT
2026-09-04_momentum-plus-quality-proxy_cloud.grid.csv,K,"universe_broad.json (136, PRIMARY)|LITERAL|0.0|0|HI",3,2,10.0,25.0,10.0,0.0767275979542823,0.0013510588859597713,0.017608512738334282,-0.07537653906832253,False,False,False,False,False,0,1,,STRICT
2026-09-04_momentum-plus-quality-proxy_cloud.grid.csv,K,universe.json (56)|MATCHED|0.0|0|HI,3,2,10.0,25.0,30.0,0.006818974579289705,0.0,0.0,-0.010622108856630046,False,False,False,False,False,0,1,,STRICT
2026-09-04_momentum-plus-quality-proxy_cloud.grid.csv,K,universe.json (56)|LITERAL|0.0|0|HI,3,2,10.0,25.0,30.0,0.050314601286699956,0.0,0.0,-0.06842489273381559,False,False,False,False,False,0,1,,STRICT
2026-09-04_which-4b-bar-binds_B.gladder.csv,g,universe.json(56)|C2/CAND20,13,3,5.0,25.0,1.0,0.0002473060973802177,0.00019282185534184176,0.7796890468308599,-5.448424203837593e-05,False,False,False,False,False,0,1,,STRICT
2026-09-04_which-4b-bar-binds_B.gladder.csv,g,universe.json(56)|C46/frac.85,13,3,5.0,25.0,0.4,1.3158298536986024e-05,0.003541601378845745,269.15344479309607,0.0033457027154518773,True,True,True,False,True,1,3,10.0,STRICT
2026-09-04_which-4b-bar-binds_B.gladder.csv,g,universe.json(56)|C57/ew-band3,13,3,5.0,25.0,0.4,2.2829946699109982e-05,0.0026156427103891586,114.5706884410347,0.0021471518480116122,True,True,True,False,True,1,3,10.0,STRICT
2026-09-04_which-4b-bar-binds_B.gladder.csv,g,universe.json(56)|C72/EWall,13,3,5.0,25.0,0.4,2.7860678983637754e-05,0.003632958897573542,130.39735678039776,0.003170406392732368,True,True,True,False,True,0,2,10.0,STRICT
2026-09-04_which-4b-bar-binds_B.gladder.csv,g,universe_broad.json|C2/CAND20,13,3,5.0,25.0,1.0,0.0004695387049427069,0.00018545835329175642,0.3949799054678273,-0.00028408035165095047,False,False,False,False,False,0,1,,STRICT
2026-09-04_which-4b-bar-binds_B.gladder.csv,g,universe_broad.json|C46/frac.85,13,3,5.0,25.0,0.4,3.3288137048614885e-05,0.004351577206697099,130.72456413952932,0.003481409252497826,True,True,True,False,True,0,2,10.0,STRICT
2026-09-04_which-4b-bar-binds_B.gladder.csv,g,universe_broad.json|C57/ew-band3,13,3,5.0,25.0,0.4,5.940077148558487e-05,0.0033002606769321104,55.559222454425594,0.0023721050699478836,True,True,True,False,True,1,3,10.0,STRICT
2026-09-04_which-4b-bar-binds_B.gladder.csv,g,universe_broad.json|C72/EWall,13,3,5.0,25.0,0.4,7.458169452134733e-05,0.004427745086225676,59.367719044762836,0.0033875185006134734,True,True,True,False,True,1,3,10.0,STRICT
2026-09-05_absorbing-state-audit_B.ladder.csv,m,u56|V1,19,2,10.0,25.0,0.1,5.9622748578846974e-05,0.001716899572807764,28.796048718506874,0.0004276819725739338,True,True,True,False,True,0,2,25.0,STRICT
2026-09-05_absorbing-state-audit_B.ladder.csv,m,u56|CAND20,19,2,10.0,25.0,1.0,4.414019862419849e-05,0.0,0.0,-0.00010919469055980201,False,False,False,False,False,0,1,,STRICT
2026-09-05_absorbing-state-audit_B.ladder.csv,m,u56|EWall,19,2,10.0,25.0,1.0,2.692079238841849e-05,0.0,0.0,-0.00019631472481596718,False,False,False,False,False,0,1,,STRICT
2026-09-05_absorbing-state-audit_B.ladder.csv,m,broad|V1,19,2,10.0,25.0,1.0,7.573956792850112e-06,0.0,0.0,-4.177511739041073e-05,False,False,False,False,False,0,1,,STRICT
2026-09-05_absorbing-state-audit_B.ladder.csv,m,broad|CAND20,19,2,10.0,25.0,1.0,0.0003052473149329771,0.0,0.0,-0.0003790843520490375,False,False,False,False,False,0,1,,STRICT
2026-09-05_absorbing-state-audit_B.ladder.csv,m,broad|EWall,19,2,10.0,25.0,1.0,3.244512339684036e-06,0.0,0.0,-0.0002102187709900269,False,False,False,False,False,0,1,,STRICT
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,u56|0.05|2,11,2,10.0,25.0,0.1,0.04628428286523434,0.0,0.0,-0.056279766387189234,False,False,False,False,False,0,1,,STRICT
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,u56|0.1|4,11,2,10.0,25.0,0.0,0.005862561509652142,0.016855521671934586,2.875112123631214,-0.002239914840693309,True,False,False,False,False,0,1,,STRICT
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,u56|0.15|6,11,2,10.0,25.0,0.75,0.003292297253040477,0.0060211936434606365,1.8288730271545166,-6.42932094257042e-05,True,False,False,False,False,0,1,,STRICT
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,u56|0.2|7,11,2,10.0,25.0,1.0,0.03620566000178638,0.01126086070039744,0.31102487014024416,-0.024944799301388938,False,False,False,False,False,0,1,,STRICT
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,u56|0.27|10,11,2,10.0,25.0,1.0,0.020273539613995917,0.008858605331827927,0.4369540544223641,-0.017790217172417785,False,False,False,False,False,0,1,,STRICT
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,u56|0.35|13,11,2,10.0,25.0,1.0,0.01641006001448453,0.009278920527535537,0.5654409867694201,-0.008916168688987581,False,False,False,False,False,0,1,,STRICT
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,u56|0.53|20,11,2,10.0,25.0,0.25,0.004166640098664853,0.0,0.0,-0.008951744253180358,False,False,False,False,False,0,1,,STRICT
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,u56|0.75|28,11,2,10.0,25.0,0.1,0.0016734735842880433,0.0017785647162484822,1.0627982018641475,0.00010509113196043897,True,True,True,False,True,0,2,25.0,STRICT
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,broad|0.05|5,11,2,10.0,25.0,1.0,0.026510746250932193,0.01937213565564832,0.7307276631251804,-0.019398873516581885,False,False,False,False,False,0,1,,STRICT
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,broad|0.1|9,11,2,10.0,25.0,0.5,0.013220753614594072,0.007778589295947659,0.5883620194964576,-0.022870563263578718,False,False,False,False,False,0,1,,STRICT
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,broad|0.15|14,11,2,10.0,25.0,0.75,0.009528310669167706,0.010967503974285923,1.151043910624708,-0.014281332305318369,True,False,False,False,False,0,1,,STRICT
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,broad|0.2|18,11,2,10.0,25.0,0.75,0.022223230132200067,0.014115917601905566,0.6351874825546844,-0.024894633718392407,False,False,False,False,False,0,1,,STRICT
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,broad|0.27|25,11,2,10.0,25.0,1.0,0.005682684755618617,0.0171479173100063,3.0175732153805845,0.005551882224391279,True,True,True,False,True,0,2,25.0,STRICT
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,broad|0.35|32,11,2,10.0,25.0,0.5,0.01119847640083993,0.007345905823343693,0.6559736843123339,-0.009869743049977581,False,False,False,False,False,0,1,,STRICT
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,broad|0.53|48,11,2,10.0,25.0,-0.25,0.0019086352366612935,0.009891116351572922,5.182297885726501,0.0062577895055066085,True,True,True,False,True,0,2,25.0,STRICT
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,k,broad|0.75|69,11,2,10.0,25.0,1.0,0.004088764071442208,0.007794940980744968,1.9064296311906057,-0.0008210903220090531,True,False,False,False,False,0,1,,STRICT
2026-09-05_cagr-floor-calibration_B.ladder.csv,m,u56|V1u|False,19,2,10.0,25.0,0.1,6.868883381083712e-05,0.0017038707227097494,24.805643482054975,0.00033473498815217786,True,True,True,False,True,0,2,25.0,STRICT
2026-09-05_cagr-floor-calibration_B.ladder.csv,m,u56|EWall|True,15,2,10.0,25.0,0.8,0.00011458913817397054,0.0,0.0,-0.0001944691920845456,False,False,False,False,False,0,1,,STRICT
2026-09-05_cagr-floor-calibration_B.ladder.csv,m,u56|EWall|False,4,2,10.0,25.0,1.0,9.12220229969396e-05,0.0,0.0,-0.0001435420866913174,False,False,False,False,False,0,1,,STRICT
2026-09-05_cagr-floor-calibration_B.ladder.csv,m,broad|V1u|False,19,2,10.0,25.0,1.0,4.866061451003212e-06,0.0,0.0,-3.9399193360045714e-05,False,False,False,False,False,0,1,,STRICT
2026-09-05_cagr-floor-calibration_B.ladder.csv,m,broad|EWall|True,14,2,10.0,25.0,0.75,7.375950529486808e-05,0.0,0.0,-0.00016827159336996124,False,False,False,False,False,0,1,,STRICT
2026-09-05_cagr-floor-calibration_B.ladder.csv,m,broad|EWall|False,5,2,10.0,25.0,1.0,3.9062784611409995e-05,0.0,0.0,-9.577193320686695e-05,False,False,False,False,False,0,1,,STRICT
2026-09-05_cagr-floor-calibration_B.ladder.csv,m,small|V1u|False,19,2,10.0,25.0,0.1,4.147901904349993e-05,0.0006315484584143612,15.22573274339113,8.333211994956957e-05,True,True,True,False,True,0,2,25.0,STRICT
