panel,cost,kind,rule,cell,band,gross,oos_CAGR,oos_Sharpe,oos_MaxDD,oos_rank,keep4b_full,keep4b_oos,keep4a_full,keep4a_oos
U56,10,FITTED,IS_SHARPE,b0.08_g1.00,0.08,1.0,0.1199715972458204,1.1625197276472643,-0.1905060740936313,25,True,True,False,False
U56,10,FITTED,IS_MINMARG,b0.08_g1.00,0.08,1.0,0.1199715972458204,1.1625197276472643,-0.1905060740936313,25,True,True,False,False
U56,10,FITTED,IS_CALMAR,b0.02_g1.00,0.02,1.0,0.125349374215179,1.2783977144506264,-0.15652425865807706,5,True,True,False,False
U56,10,FITTED,IS_CAGRSLACK,b0.08_g1.00,0.08,1.0,0.1199715972458204,1.1625197276472643,-0.1905060740936313,25,True,True,False,False
U56,10,FITTED,IS_LEGS,b0.08_g1.00,0.08,1.0,0.1199715972458204,1.1625197276472643,-0.1905060740936313,25,True,True,False,False
U56,10,FITTED,IS_DD,b0.02_g0.50,0.02,0.5,0.062041305203349495,1.2795746426691983,-0.07985033371788619,1,False,False,False,True
U56,10,FITTED,CELL_ALPHA,b0.00_g0.50,0.0,0.5,0.05994580162379615,1.2556257270850602,-0.08096494706348678,11,False,False,False,False
U56,10,ZEROPARAM,MAXGROSS_b0.00,b0.00_g1.00,0.0,1.0,0.12098301569412251,1.2545663962824982,-0.1583854092867104,15,True,True,False,False
U56,10,ZEROPARAM,MAXGROSS_b0.02,b0.02_g1.00,0.02,1.0,0.125349374215179,1.2783977144506264,-0.15652425865807706,5,True,True,False,False
U56,10,ZEROPARAM,MAXGROSS_b0.03,b0.03_g1.00,0.03,1.0,0.12670148748914545,1.2760185412281244,-0.15910987917823627,10,True,True,False,False
U56,10,ZEROPARAM,MAXGROSS_b0.05,b0.05_g1.00,0.05,1.0,0.1214162084191921,1.207956788882113,-0.16579204177275664,20,True,True,False,False
U56,10,ZEROPARAM,MAXGROSS_b0.08,b0.08_g1.00,0.08,1.0,0.1199715972458204,1.1625197276472643,-0.1905060740936313,25,True,True,False,False
