script,artefact,carrier,kind,status,n,n_result,n_meta,matched_lines,unmatched_lines,committed_lines,worst,worst_result,worst_meta,note
2026-09-08_does-modal-share-predict-VARIANCE-not-sign_B.py,2026-09-08_does-modal-share-predict-VARIANCE-not-sign_B.keep.csv,artefact,csv,OK,200,200.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_does-modal-share-predict-VARIANCE-not-sign_B.py,2026-09-08_does-modal-share-predict-VARIANCE-not-sign_B.kstar.csv,artefact,csv,OK,640,640.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_does-modal-share-predict-VARIANCE-not-sign_B.py,2026-09-08_does-modal-share-predict-VARIANCE-not-sign_B.walkforward.csv,artefact,csv,OK,25200,25200.0,0.0,,,,0.0,0.0,0.0,
2026-09-07_two-same-day-runs-disagree-on-D3_B.py,2026-09-07_two-same-day-runs-disagree-on-D3_B.console.txt,console,text,OK,1373,1352.0,21.0,236.0,0.0,236.0,1.5,0.022499999999999964,1.5,
2026-09-07_two-same-day-runs-disagree-on-D3_B.py,2026-09-07_two-same-day-runs-disagree-on-D3_B.calibration_cells.csv,artefact,csv,OK,192,192.0,0.0,,,,0.0,0.0,0.0,
2026-09-07_two-same-day-runs-disagree-on-D3_B.py,2026-09-07_two-same-day-runs-disagree-on-D3_B.calibration_gaps.csv,artefact,csv,OK,4224,4224.0,0.0,,,,0.0,0.0,0.0,
2026-09-07_two-same-day-runs-disagree-on-D3_B.py,2026-09-07_two-same-day-runs-disagree-on-D3_B.calibration_test.csv,artefact,csv,OK,18,18.0,0.0,,,,0.0,0.0,0.0,
2026-09-07_two-same-day-runs-disagree-on-D3_B.py,2026-09-07_two-same-day-runs-disagree-on-D3_B.cell_ztest.csv,artefact,csv,OK,416,416.0,0.0,,,,0.0,0.0,0.0,
2026-09-07_two-same-day-runs-disagree-on-D3_B.py,2026-09-07_two-same-day-runs-disagree-on-D3_B.floored_convention.csv,artefact,csv,OK,192,192.0,0.0,,,,0.0,0.0,0.0,
2026-09-07_two-same-day-runs-disagree-on-D3_B.py,2026-09-07_two-same-day-runs-disagree-on-D3_B.forensics_by_arm.csv,artefact,csv,OK,80,80.0,0.0,,,,0.0,0.0,0.0,
2026-09-07_two-same-day-runs-disagree-on-D3_B.py,2026-09-07_two-same-day-runs-disagree-on-D3_B.forensics_rows.csv,artefact,csv,OK,2016,2016.0,0.0,,,,0.0,0.0,0.0,
2026-09-07_two-same-day-runs-disagree-on-D3_B.py,2026-09-07_two-same-day-runs-disagree-on-D3_B.keeppaths.csv,artefact,csv,OK,340,340.0,0.0,,,,0.02258359270885346,0.02258359270885346,0.0,
2026-09-07_two-same-day-runs-disagree-on-D3_B.py,2026-09-07_two-same-day-runs-disagree-on-D3_B.n_needed.csv,artefact,csv,OK,27,27.0,0.0,,,,0.0,0.0,0.0,
2026-09-07_two-same-day-runs-disagree-on-D3_B.py,2026-09-07_two-same-day-runs-disagree-on-D3_B.replicates.csv,artefact,csv,OK,17280,17280.0,0.0,,,,0.0,0.0,0.0,
2026-09-07_two-same-day-runs-disagree-on-D3_B.py,2026-09-07_two-same-day-runs-disagree-on-D3_B.spread_by_N.csv,artefact,csv,OK,84,84.0,0.0,,,,0.0,0.0,0.0,
2026-09-07_two-same-day-runs-disagree-on-D3_B.py,2026-09-07_two-same-day-runs-disagree-on-D3_B.stateful_permutation.csv,artefact,csv,OK,32,32.0,0.0,,,,0.0,0.0,0.0,
2026-09-07_two-same-day-runs-disagree-on-D3_B.py,2026-09-07_two-same-day-runs-disagree-on-D3_B.verdict_stability.csv,artefact,csv,OK,128,128.0,0.0,,,,0.0,0.0,0.0,
2026-09-07_two-same-day-runs-disagree-on-D3_B.py,2026-09-07_two-same-day-runs-disagree-on-D3_B.walkforward.csv,artefact,csv,OK,3600,3600.0,0.0,,,,0.00810015635590571,0.00810015635590571,0.0,
2026-09-07_two-same-day-runs-disagree-on-D3_B.py,2026-09-07_two-same-day-runs-disagree-on-D3_B.walkforward_agg.csv,artefact,csv,OK,208,208.0,0.0,,,,0.00810015635590571,0.00810015635590571,0.0,
2026-09-05_the-margin-column-instead-of-two_cloud.py,2026-09-05_the-margin-column-instead-of-two_cloud.console.txt,console,text,OK,43,39.0,4.0,15.0,271.0,286.0,0.07081700769119141,0.07081700769119141,0.0,
2026-09-05_the-on-share-column_cloud.py,2026-09-05_the-on-share-column_cloud.console.txt,console,text,OK,38,34.0,4.0,12.0,243.0,255.0,4.1600000000000025e-17,4.1600000000000025e-17,0.0,
2026-09-08_why-the-035-045-share-window-dips_B.py,2026-09-08_why-the-035-045-share-window-dips_B.console.txt,console,text,OK,1007,982.0,25.0,212.0,0.0,212.0,0.4444444444444444,0.4444444444444444,0.0,
2026-09-08_why-the-035-045-share-window-dips_B.py,2026-09-08_why-the-035-045-share-window-dips_B.cells.csv,artefact,csv,OK,11760,11760.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_why-the-035-045-share-window-dips_B.py,2026-09-08_why-the-035-045-share-window-dips_B.composition.csv,artefact,csv,OK,70,70.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_why-the-035-045-share-window-dips_B.py,2026-09-08_why-the-035-045-share-window-dips_B.console.txt,artefact,text,OK,1007,982.0,25.0,212.0,0.0,212.0,0.4444444444444444,0.4444444444444444,0.0,
2026-09-08_why-the-035-045-share-window-dips_B.py,2026-09-08_why-the-035-045-share-window-dips_B.curves.csv,artefact,csv,OK,2244,2244.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_why-the-035-045-share-window-dips_B.py,2026-09-08_why-the-035-045-share-window-dips_B.keep.csv,artefact,csv,OK,40,40.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_why-the-035-045-share-window-dips_B.py,2026-09-08_why-the-035-045-share-window-dips_B.lodo.csv,artefact,csv,OK,48,48.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_why-the-035-045-share-window-dips_B.py,2026-09-08_why-the-035-045-share-window-dips_B.walkforward.csv,artefact,csv,OK,6160,6160.0,0.0,,,,0.0,0.0,0.0,
2026-09-05_pin-m-or-let-the-screen-choose_cloud.py,2026-09-05_pin-m-or-let-the-screen-choose_cloud.console.txt,console,text,OK,732,717.0,15.0,134.0,0.0,134.0,0.2,0.2,0.0,
2026-09-05_pin-m-or-let-the-screen-choose_cloud.py,2026-09-05_pin-m-or-let-the-screen-choose_cloud.console.txt,artefact,text,OK,732,717.0,15.0,134.0,0.0,134.0,0.2,0.2,0.0,
2026-09-05_pin-m-or-let-the-screen-choose_cloud.py,2026-09-05_pin-m-or-let-the-screen-choose_cloud.family.csv.gz,artefact,csv,OK,221850,221850.0,0.0,,,,0.0,0.0,0.0,
2026-09-05_pin-m-or-let-the-screen-choose_cloud.py,2026-09-05_pin-m-or-let-the-screen-choose_cloud.price.csv,artefact,csv,OK,252,252.0,0.0,,,,0.0,0.0,0.0,
2026-09-05_pin-m-or-let-the-screen-choose_cloud.py,2026-09-05_pin-m-or-let-the-screen-choose_cloud.walkforward.csv,artefact,csv,OK,3600,3600.0,0.0,,,,0.01714822138824923,0.01714822138824923,0.0,
2026-09-07_does-the-B136-drawdown-cap-admit-any-top-n-book_C.py,2026-09-07_does-the-B136-drawdown-cap-admit-any-top-n-book_C.console.txt,console,text,OK,2702,2654.0,48.0,260.0,4.0,264.0,3.0,3.0,1.5,
2026-09-07_does-the-B136-drawdown-cap-admit-any-top-n-book_C.py,2026-09-07_does-the-B136-drawdown-cap-admit-any-top-n-book_C.calmar.csv,artefact,csv,OK,75,75.0,0.0,,,,0.0054497220192901985,0.0054497220192901985,0.0,
2026-09-07_does-the-B136-drawdown-cap-admit-any-top-n-book_C.py,2026-09-07_does-the-B136-drawdown-cap-admit-any-top-n-book_C.grid.csv,artefact,csv,OK,4440,4440.0,0.0,,,,1.0,1.0,0.0,
2026-09-07_does-the-B136-drawdown-cap-admit-any-top-n-book_C.py,2026-09-07_does-the-B136-drawdown-cap-admit-any-top-n-book_C.gross_interval.csv,artefact,csv,OK,105,105.0,0.0,,,,0.005848152608784685,0.005848152608784685,0.0,
2026-09-07_does-the-B136-drawdown-cap-admit-any-top-n-book_C.py,2026-09-07_does-the-B136-drawdown-cap-admit-any-top-n-book_C.walkforward.csv,artefact,csv,OK,39,39.0,0.0,,,,0.5,0.5,0.0,
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.py,2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.console.txt,console,text,OK,113,25.0,88.0,16.0,127.0,143.0,1.5,9.931e-17,1.5,
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.py,2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.console.txt,artefact,text,OK,113,25.0,88.0,16.0,127.0,143.0,1.5,9.931e-17,1.5,
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.py,2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.reproduction.csv,artefact,csv,OK,12,12.0,0.0,,,,1.0,1.0,0.0,
2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.py,2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.console.txt,console,text,OK,2097,1956.0,141.0,460.0,2.0,462.0,1.5,0.9166666666666666,1.5,
2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.py,2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.bookgrid.csv,artefact,csv,OK,1638,1638.0,0.0,,,,0.0167913327829172,0.0167913327829172,0.0,
2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.py,2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.census.csv,artefact,csv,OK,3000,3000.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.py,2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.console.txt,artefact,text,OK,2097,1956.0,141.0,460.0,2.0,462.0,1.5,0.9166666666666666,1.5,
2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.py,2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.curves.csv,artefact,csv,OK,12160,12160.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.py,2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.keeppaths.csv,artefact,csv,OK,1890,1890.0,0.0,,,,0.0167913327829172,0.0167913327829172,0.0,
2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.py,2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.loco.csv,artefact,csv,OK,270,270.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.py,2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.perxis.csv,artefact,csv,OK,360,360.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.py,2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.sensitivity.csv,artefact,csv,OK,50,50.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.py,2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C.walkforward.csv,artefact,csv,OK,144,144.0,0.0,,,,0.02160894693939186,0.02160894693939186,0.0,
2026-09-06_can-a-panel-property-choose-the-cadence_cloud.py,2026-09-06_can-a-panel-property-choose-the-cadence_cloud.console.txt,console,text,OK,54,49.0,5.0,22.0,102.0,124.0,0.00739999999999999,0.00739999999999999,0.0,
2026-09-06_can-a-panel-property-choose-the-cadence_cloud.py,2026-09-06_can-a-panel-property-choose-the-cadence_cloud.console.txt,artefact,text,OK,54,49.0,5.0,22.0,102.0,124.0,0.00739999999999999,0.00739999999999999,0.0,
2026-09-08_the-pool-mean-as-a-leaderboard-column_cloud.py,2026-09-08_the-pool-mean-as-a-leaderboard-column_cloud.console.txt,console,text,OK,450,433.0,17.0,80.0,9.0,89.0,1.0588235294117647,1.0588235294117647,0.6,
2026-09-08_the-pool-mean-as-a-leaderboard-column_cloud.py,2026-09-08_the-pool-mean-as-a-leaderboard-column_cloud.census.csv,artefact,csv,OK,44,44.0,0.0,,,,1.259515570934256,1.259515570934256,0.0,
2026-09-08_the-pool-mean-as-a-leaderboard-column_cloud.py,2026-09-08_the-pool-mean-as-a-leaderboard-column_cloud.claims.csv,artefact,csv,STRUCTURAL,0,,,,,,inf,inf,,"committed (29630, 12) vs fresh (44294, 12)"
2026-09-08_the-pool-mean-as-a-leaderboard-column_cloud.py,2026-09-08_the-pool-mean-as-a-leaderboard-column_cloud.console.txt,artefact,text,OK,450,433.0,17.0,80.0,9.0,89.0,1.0588235294117647,1.0588235294117647,0.6,
2026-09-08_the-pool-mean-as-a-leaderboard-column_cloud.py,2026-09-08_the-pool-mean-as-a-leaderboard-column_cloud.livepool.csv,artefact,csv,OK,325,325.0,0.0,,,,0.01301227053005212,0.01301227053005212,0.0,
2026-09-08_the-pool-mean-as-a-leaderboard-column_cloud.py,2026-09-08_the-pool-mean-as-a-leaderboard-column_cloud.stems.csv,artefact,csv,STRUCTURAL,0,,,,,,inf,inf,,"committed (321, 7) vs fresh (597, 7)"
2026-09-08_the-pool-mean-as-a-leaderboard-column_cloud.py,2026-09-08_the-pool-mean-as-a-leaderboard-column_cloud.walkforward.csv,artefact,csv,OK,32,32.0,0.0,,,,0.9212827988338192,0.9212827988338192,0.0,
2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud.py,2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud.console.txt,console,text,OK,1662,1619.0,43.0,223.0,0.0,223.0,1.5,0.2,1.5,
2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud.py,2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud.band.csv,artefact,csv,OK,360,360.0,0.0,,,,0.07325877068450617,0.07325877068450617,0.0,
2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud.py,2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud.console.txt,artefact,text,OK,1662,1619.0,43.0,223.0,0.0,223.0,1.5,0.2,1.5,
2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud.py,2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud.grid.csv,artefact,csv,OK,9900,9900.0,0.0,,,,1.0,1.0,0.0,
2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud.py,2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud.ray.csv,artefact,csv,OK,585,585.0,0.0,,,,0.004102299305986046,0.004102299305986046,0.0,
2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud.py,2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud.walkforward.csv,artefact,csv,OK,162,162.0,0.0,,,,0.010068609019074777,0.010068609019074777,0.0,
2026-09-05_stop-as-negative-insurance_cloud.py,2026-09-05_stop-as-negative-insurance_cloud.console.txt,console,text,OK,833,795.0,38.0,104.0,0.0,104.0,1.5,0.02300000000000002,1.5,
2026-09-05_stop-as-negative-insurance_cloud.py,2026-09-05_stop-as-negative-insurance_cloud.console.txt,artefact,text,OK,833,795.0,38.0,104.0,0.0,104.0,1.5,0.02300000000000002,1.5,
2026-09-05_stop-as-negative-insurance_cloud.py,2026-09-05_stop-as-negative-insurance_cloud.grid.csv,artefact,csv,OK,4212,4212.0,0.0,,,,0.023290029845422167,0.023290029845422167,0.0,
2026-09-05_stop-as-negative-insurance_cloud.py,2026-09-05_stop-as-negative-insurance_cloud.implementations.csv,artefact,csv,OK,120,120.0,0.0,,,,0.008746995735908758,0.008746995735908758,0.0,
2026-09-05_stop-as-negative-insurance_cloud.py,2026-09-05_stop-as-negative-insurance_cloud.reversal.csv,artefact,csv,OK,72,72.0,0.0,,,,0.000637509930983513,0.000637509930983513,0.0,
2026-09-05_stop-as-negative-insurance_cloud.py,2026-09-05_stop-as-negative-insurance_cloud.walkforward.csv,artefact,csv,OK,156,156.0,0.0,,,,0.01816247282352179,0.01816247282352179,0.0,
2026-09-08_is-the-pool-sign-the-whole-selector-story_B.py,2026-09-08_is-the-pool-sign-the-whole-selector-story_B.console.txt,console,text,OK,2810,2761.0,49.0,367.0,53.0,420.0,7.5317134717392875,7.5317134717392875,1.5,
2026-09-08_is-the-pool-sign-the-whole-selector-story_B.py,2026-09-08_is-the-pool-sign-the-whole-selector-story_B.claims.csv,artefact,csv,OK,68940,68940.0,0.0,,,,0.017063164298615298,0.017063164298615298,0.0,
2026-09-08_is-the-pool-sign-the-whole-selector-story_B.py,2026-09-08_is-the-pool-sign-the-whole-selector-story_B.console.txt,artefact,text,OK,2810,2761.0,49.0,367.0,53.0,420.0,7.5317134717392875,7.5317134717392875,1.5,
2026-09-08_is-the-pool-sign-the-whole-selector-story_B.py,2026-09-08_is-the-pool-sign-the-whole-selector-story_B.gridB.csv,artefact,csv,OK,4761,4761.0,0.0,,,,1.0,1.0,0.0,
2026-09-08_is-the-pool-sign-the-whole-selector-story_B.py,2026-09-08_is-the-pool-sign-the-whole-selector-story_B.keeppaths.csv,artefact,csv,OK,36,36.0,0.0,,,,0.2,0.2,0.0,
2026-09-08_is-the-pool-sign-the-whole-selector-story_B.py,2026-09-08_is-the-pool-sign-the-whole-selector-story_B.lift.csv,artefact,csv,OK,308,308.0,0.0,,,,0.05735126595420967,0.05735126595420967,0.0,
2026-09-08_is-the-pool-sign-the-whole-selector-story_B.py,2026-09-08_is-the-pool-sign-the-whole-selector-story_B.regression.csv,artefact,csv,OK,1188,1188.0,0.0,,,,1.9824194885408029,1.9824194885408029,0.0,
2026-09-08_is-the-pool-sign-the-whole-selector-story_B.py,2026-09-08_is-the-pool-sign-the-whole-selector-story_B.walkforward.csv,artefact,csv,OK,6804,6804.0,0.0,,,,0.020094669035404022,0.020094669035404022,0.0,
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.py,2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.console.txt,console,text,OK,863,787.0,76.0,160.0,10.0,170.0,1.5,1.0954106280193237,1.5,
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.py,2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.boot.csv,artefact,csv,OK,24,24.0,0.0,,,,0.6485,0.6485,0.0,
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.py,2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.cells.csv,artefact,csv,STRUCTURAL,0,,,,,,inf,inf,,"committed (24610, 9) vs fresh (31295, 9)"
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.py,2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.census.csv,artefact,csv,STRUCTURAL,0,,,,,,inf,inf,,"committed (771, 6) vs fresh (1261, 6)"
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.py,2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.classes.csv,artefact,csv,STRUCTURAL,0,,,,,,inf,inf,,"committed (10, 13) vs fresh (11, 13)"
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.py,2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.console.txt,artefact,text,OK,863,787.0,76.0,160.0,10.0,170.0,1.5,1.0954106280193237,1.5,
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.py,2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.instances.csv,artefact,csv,STRUCTURAL,0,,,,,,inf,inf,,"committed (341, 6) vs fresh (472, 6)"
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.py,2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.keeppaths.csv,artefact,csv,OK,66,66.0,0.0,,,,1.0,1.0,0.0,
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.py,2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.livegrid.csv,artefact,csv,OK,2340,2340.0,0.0,,,,0.11614960410853936,0.11614960410853936,0.0,
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.py,2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.walkforward.csv,artefact,csv,OK,396,396.0,0.0,,,,1.0,1.0,0.0,
2026-09-04_prox-inverted-signal_cloud.py,2026-09-04_prox-inverted-signal_cloud.console.txt,console,text,OK,2048,1537.0,511.0,274.0,3.0,277.0,2.3333333333333335,1.0,2.3333333333333335,
2026-09-08_why-the-035-045-share-window-dips_cloud.py,2026-09-08_why-the-035-045-share-window-dips_cloud.console.txt,console,text,OK,1396,1378.0,18.0,201.0,0.0,201.0,0.41153342070773263,0.010000000000000009,0.41153342070773263,
2026-09-08_why-the-035-045-share-window-dips_cloud.py,2026-09-08_why-the-035-045-share-window-dips_cloud.adjusted.csv,artefact,csv,OK,231,231.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_why-the-035-045-share-window-dips_cloud.py,2026-09-08_why-the-035-045-share-window-dips_cloud.book.csv,artefact,csv,OK,688800,688800.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_why-the-035-045-share-window-dips_cloud.py,2026-09-08_why-the-035-045-share-window-dips_cloud.boot.csv,artefact,csv,OK,4000,4000.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_why-the-035-045-share-window-dips_cloud.py,2026-09-08_why-the-035-045-share-window-dips_cloud.bydial.csv,artefact,csv,OK,924,924.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_why-the-035-045-share-window-dips_cloud.py,2026-09-08_why-the-035-045-share-window-dips_cloud.composition.csv,artefact,csv,OK,396,396.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_why-the-035-045-share-window-dips_cloud.py,2026-09-08_why-the-035-045-share-window-dips_cloud.console.txt,artefact,text,OK,1396,1378.0,18.0,201.0,0.0,201.0,0.41153342070773263,0.010000000000000009,0.41153342070773263,
2026-09-08_why-the-035-045-share-window-dips_cloud.py,2026-09-08_why-the-035-045-share-window-dips_cloud.curve.csv,artefact,csv,OK,132,132.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_why-the-035-045-share-window-dips_cloud.py,2026-09-08_why-the-035-045-share-window-dips_cloud.groupsize.csv,artefact,csv,OK,10,10.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_why-the-035-045-share-window-dips_cloud.py,2026-09-08_why-the-035-045-share-window-dips_cloud.holdout.csv,artefact,csv,OK,40,40.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_why-the-035-045-share-window-dips_cloud.py,2026-09-08_why-the-035-045-share-window-dips_cloud.params.csv,artefact,csv,OK,84,84.0,0.0,,,,0.0,0.0,0.0,
2026-09-08_why-the-035-045-share-window-dips_cloud.py,2026-09-08_why-the-035-045-share-window-dips_cloud.walkforward.csv,artefact,csv,OK,14400,14400.0,0.0,,,,0.009888312133301325,0.009888312133301325,0.0,
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.console.txt,console,text,OK,4327,4265.0,62.0,561.0,9.0,570.0,1.5,1.0,1.5,
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.breakeven.csv,artefact,csv,OK,462,462.0,0.0,,,,1.0,1.0,0.0,
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.console.txt,artefact,text,OK,4327,4265.0,62.0,561.0,9.0,570.0,1.5,1.0,1.5,
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.grid.csv,artefact,csv,OK,7182,7182.0,0.0,,,,1.0,1.0,0.0,
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.py,2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.walkforward.csv,artefact,csv,OK,432,432.0,0.0,,,,0.009888094725902241,0.009888094725902241,0.0,
