panel,cost,arm,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,chosen
u56,10.0,CONST-0 (published),1.1417978991339763,0.14556412540011499,1.169519205443047,-0.18813402344981878,0
u56,10.0,IS-PICK,1.1417978991339763,0.14556412540011499,1.169519205443047,-0.18813402344981878,0
u56,10.0,MEAN-21 (anchor-agnostic),1.0812477165926075,0.13949173187933095,1.1280191309298917,-0.19609950414924415,-1
u56,10.0,ORACLE (upper bound),1.0759573514983722,0.1562600350340566,1.2298119341733447,-0.19213842556928673,7
u56,10.0,RULES v1 baseline,0.5534299312214817,0.07730300522922962,0.747063834691694,-0.13827796154480798,-1
u56,10.0,SPY,0.8986374811215905,0.15450717694493266,0.8820107671822842,-0.33717235283398284,-1
u56,25.0,CONST-0 (published),1.0759068318908025,0.13724887116018913,1.11022881446928,-0.18904067967899985,0
u56,25.0,IS-PICK,1.0759068318908025,0.13724887116018913,1.11022881446928,-0.18904067967899985,0
u56,25.0,MEAN-21 (anchor-agnostic),1.0134159462999797,0.13117484052263206,1.0681713900236867,-0.1968274451490879,-1
u56,25.0,ORACLE (upper bound),1.0114287282397425,0.14788748643394434,1.1709442191907942,-0.19315965467123808,7
u56,25.0,RULES v1 baseline,0.20560330044696404,0.037834702288707334,0.39920030769495,-0.14177187688535975,-1
u56,25.0,SPY,0.8986374811215905,0.15450717694493266,0.8820107671822842,-0.33717235283398284,-1
broad,10.0,CONST-0 (published),1.1843914227881456,0.16514502421855637,1.0976392015541534,-0.2450535750525069,0
broad,10.0,IS-PICK,1.2377207893779565,0.1365894937721901,0.9729483672504516,-0.2214928523537537,10
broad,10.0,MEAN-21 (anchor-agnostic),1.1823871498127736,0.13818869702586123,0.9830089225912095,-0.22510308793354628,-1
broad,10.0,ORACLE (upper bound),1.097756090000235,0.1648440241879865,1.1038529407326554,-0.2450056382891701,19
broad,10.0,RULES v1 baseline,0.714743531177852,0.05941502665859644,0.5762505378038233,-0.2119126361153264,-1
broad,10.0,SPY,0.8986643995365173,0.1545044425578177,0.8820239235972316,-0.3371595330739301,-1
broad,25.0,CONST-0 (published),1.1016098254607924,0.15210042816131608,1.0223515563440233,-0.24596228275981136,0
broad,25.0,IS-PICK,1.156610643404254,0.12419524968177309,0.8956257648204734,-0.22149285235375382,10
broad,25.0,MEAN-21 (anchor-agnostic),1.098353088312113,0.12551576864603065,0.9041432777568225,-0.22626478958339846,-1
broad,25.0,ORACLE (upper bound),1.0124183309042574,0.15200250777114466,1.0287718735087517,-0.24607544815292792,19
broad,25.0,RULES v1 baseline,0.3054456315728414,0.011143568780353386,0.15539928865606328,-0.26721084947028584,-1
broad,25.0,SPY,0.8986643995365173,0.1545044425578177,0.8820239235972316,-0.3371595330739301,-1
