file,pickset,column,value,n_rows,warmup,live_share,IS_len,has_oos,note
2026-09-04_earnings-season-avoidance_cloud.walkforward.csv,P3,book,top20,4,20,0.9900348779272546,2007,True,
2026-09-04_earnings-season-avoidance_cloud.walkforward.csv,P3,pick,"season(21,14)",7,21,0.9895366218236173,2007,True,
2026-09-04_earnings-season-avoidance_cloud.walkforward.csv,P3,pick,"season(28,21)",1,28,0.9860488290981565,2007,True,
2026-09-04_earnings-season-avoidance_cloud.walkforward.csv,P3,pick,"season(35,14)",1,35,0.9825610363726955,2007,True,
2026-09-04_earnings-season-avoidance_cloud.walkforward.csv,P3,pick,"season(28,28)",1,28,0.9860488290981565,2007,True,
2026-09-04_ensemble-plus-momentum_C.walkforward.csv,P3,book,top20,4,20,0.9900348779272546,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,book,top20,1012,20,0.9900348779272546,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,2009-2016,44,2016,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,2009-2015,44,2015,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2015,44,2015,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2014,44,2014,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2013,44,2013,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2012,44,2012,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2011,44,2011,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2010,44,2010,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,2010-2016,44,2016,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,2009-2014,44,2014,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2014+2016,44,2016,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2014+2015,44,2015,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2013+2016,44,2016,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2013+2015,44,2015,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2013+2014,44,2014,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2012+2016,44,2016,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2012+2015,44,2015,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2012+2014,44,2014,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2012+2013,44,2013,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2011+2016,44,2016,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2011+2015,44,2015,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2011+2014,44,2014,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2011+2013,44,2013,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2011+2012,44,2012,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2010+2016,44,2016,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2010+2015,44,2015,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2010+2014,44,2014,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2010+2013,44,2013,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2010+2012,44,2012,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2010+2011,44,2011,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,2010-2015,44,2015,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2009+2015,44,2015,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2009+2014,44,2014,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2009+2013,44,2013,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2009+2012,44,2012,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,ex2009+2011,44,2011,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,2011-2016,44,2016,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,2009-2013,44,2013,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,2010-2014,44,2014,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,2011-2015,44,2015,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,2012-2016,44,2016,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,2009-2012,44,2012,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,2010-2013,44,2013,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,2011-2014,44,2014,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,2012-2015,44,2015,0.0,2007,True,
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,P3,window,2013-2016,44,2016,0.0,2007,True,
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.walkforward.csv,P3,book,top20,44,20,0.9900348779272546,2007,True,
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.walkforward.csv,P3,book,top20,22,20,0.9900348779272546,2007,True,
2026-09-05_V1u-small-negative-price_cloud.walkforward.csv,P3,pick,g200-rw,2,200,0.9003487792725461,2007,True,
2026-09-05_absorbing-state-audit_B.walkforward.csv,P3,book,CAND20,26,20,0.9900348779272546,2007,False,
2026-09-05_absorbing-state-audit_B.walkforward.csv,P3,arm,spy200,6,200,0.9003487792725461,2007,False,
2026-09-05_absorbing-state-audit_B.walkforward.csv,P3,arm,t26,6,26,0.987045341305431,2007,False,
2026-09-05_absorbing-state-audit_B.walkforward.csv,P3,arm,spy200/always,6,200,0.9003487792725461,2007,False,
2026-09-05_absorbing-state-audit_B.walkforward.csv,P3,arm,spy200/spy_below,6,200,0.9003487792725461,2007,False,
2026-09-05_audit-every-committed-null-for-a-salted-seed_C.walkforward.csv,P3,pick,50/1.0,7,50,0.9750871948181365,2007,False,
2026-09-05_band-width-at-g085_cloud.walkforward.csv,P3,book,cand20,80,20,0.9900348779272546,2007,True,
2026-09-05_cagr-floor-calibration_B.walkforward.csv,P2,pick,vol60-dg,6,60,0.9701046337817638,2007,True,
2026-09-05_cagr-floor-calibration_B.walkforward.csv,P3,book,TOP20,18,20,0.9900348779272546,2007,True,
2026-09-05_cagr-floor-calibration_B.walkforward.csv,P3,pick,vol60-dg,6,60,0.9701046337817638,2007,True,
2026-09-05_candidate-count-vs-dispersion_B.walkforward.csv,P3,selector,n=5 S0 do-nothing (full B136)  [secondary],1,136,0.9322371699053313,2007,True,
2026-09-05_candidate-count-vs-dispersion_B.walkforward.csv,P3,selector,n=20 S0 do-nothing (full B136),1,136,0.9322371699053313,2007,True,
2026-09-05_candidate-count-vs-dispersion_B.walkforward.csv,P3,selector,n=20 S1 IS-Sharpe argmax,1,20,0.9900348779272546,2007,True,
2026-09-05_candidate-count-vs-dispersion_B.walkforward.csv,P3,selector,n=20 S2 DISPERSION (max IS sd),1,20,0.9900348779272546,2007,True,
