file,line,panels,k_hi,n_hi,k_lo,n_lo,share_hi,share_lo,gap,sd_hi,sd_lo,fisher_p,text,claim_id
research/backtests/2026-09-05_is-PRICE-NEG-the-only-arm-that-is-both-large-and-helpful_B.result.md,68,B136|SMALL,6,12,0,12,0.5,0.0,0.5,0.14433756729740643,0.0,0.013729977116704805,"| **FROZEN** — price rank frozen at each name's entry date | +0.1621 broad / +0.1633 small | 6/12 broad, **0/12 small** | 0/24 |","6/12 vs 0/12 :: B136|SMALL :: | **FROZEN** — price rank frozen at each name's entry date | +0.1621 broad / +0.1633 small | 6/12 broad, **0/12 small** | 0/24 |"
research/backtests/2026-09-05_shallow-window-prices-are-not-prices_C.result.md,81,B136|U56,7,8,1,15,0.875,0.06666666666666667,0.8083333333333333,0.11692679333668567,0.06440611887195306,0.00024678063445057654,"(u56: EWall 7/8, TOP20 1/15, V1u 0/0; broad: EWall 26/6, TOP20 20/0, V1u 0/0). Every passer is","7/8 vs 1/15 :: B136|U56 :: (u56: EWall 7/8, TOP20 1/15, V1u 0/0; broad: EWall 26/6, TOP20 20/0, V1u 0/0). Every passer is"
research/backtests/2026-09-05_why-the-IS-4b-screen-changes-no-pick_cloud.result.md,46,B136|U56,10,12,5,9,0.8333333333333334,0.5555555555555556,0.2777777777777778,0.1075828707279838,0.16563466499998442,0.33104820875718705,| broad / EWall / 10 | 5 / 9 | u56 / EWall / 10 | 10 / 12 |,10/12 vs 5/9 :: B136|U56 :: | broad / EWall / 10 | 5 / 9 | u56 / EWall / 10 | 10 / 12 |
research/backtests/2026-09-05_why-the-IS-4b-screen-changes-no-pick_cloud.result.md,47,B136|U56,8,10,1,2,0.8,0.5,0.30000000000000004,0.12649110640673517,0.3535533905932738,0.4545454545454546,| broad / EWall / 25 | 1 / 2 | u56 / EWall / 25 | 8 / 10 |,8/10 vs 1/2 :: B136|U56 :: | broad / EWall / 25 | 1 / 2 | u56 / EWall / 25 | 8 / 10 |
research/backtests/2026-09-06_MA200-only-book-on-a-third-large-cap-panel_cloud.result.md,86,B136|U56,3,9,1,9,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.15713484026367724,0.10475656017578482,0.5764705882352942,"4a 0/36, 4b 4/36 across fixed panels (U56 3/9, B100 1/9 at n=30 only, B136 0/9, BXU80 0/9). The","3/9 vs 1/9 :: B136|U56 :: 4a 0/36, 4b 4/36 across fixed panels (U56 3/9, B100 1/9 at n=30 only, B136 0/9, BXU80 0/9). The"
research/backtests/2026-09-06_MA200-only-book-on-a-third-large-cap-panel_cloud.result.md,86,B136|U56,3,9,0,9,0.3333333333333333,0.0,0.3333333333333333,0.15713484026367724,0.0,0.20588235294117646,"4a 0/36, 4b 4/36 across fixed panels (U56 3/9, B100 1/9 at n=30 only, B136 0/9, BXU80 0/9). The","3/9 vs 0/9 :: B136|U56 :: 4a 0/36, 4b 4/36 across fixed panels (U56 3/9, B100 1/9 at n=30 only, B136 0/9, BXU80 0/9). The"
research/backtests/2026-09-06_MA200-only-book-on-a-third-large-cap-panel_cloud.result.md,86,B136|U56,1,9,0,9,0.1111111111111111,0.0,0.1111111111111111,0.10475656017578482,0.0,1.0,"4a 0/36, 4b 4/36 across fixed panels (U56 3/9, B100 1/9 at n=30 only, B136 0/9, BXU80 0/9). The","1/9 vs 0/9 :: B136|U56 :: 4a 0/36, 4b 4/36 across fixed panels (U56 3/9, B100 1/9 at n=30 only, B136 0/9, BXU80 0/9). The"
research/backtests/2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.result.md,98,B136|ETF36|SMALL,6,7,2,7,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.13226001425322165,0.17074694419062766,0.10256410256410256,five-panel ordering (B136 6/7 … ETF36 2/7 … SMALL439 0/7) is a **ranking of six-to-seven-cell,6/7 vs 2/7 :: B136|ETF36|SMALL :: five-panel ordering (B136 6/7 … ETF36 2/7 … SMALL439 0/7) is a **ranking of six-to-seven-cell
research/backtests/2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.result.md,98,B136|ETF36|SMALL,6,7,0,7,0.8571428571428571,0.0,0.8571428571428571,0.13226001425322165,0.0,0.004662004662004662,five-panel ordering (B136 6/7 … ETF36 2/7 … SMALL439 0/7) is a **ranking of six-to-seven-cell,6/7 vs 0/7 :: B136|ETF36|SMALL :: five-panel ordering (B136 6/7 … ETF36 2/7 … SMALL439 0/7) is a **ranking of six-to-seven-cell
research/backtests/2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.result.md,98,B136|ETF36|SMALL,2,7,0,7,0.2857142857142857,0.0,0.2857142857142857,0.17074694419062766,0.0,0.46153846153846156,five-panel ordering (B136 6/7 … ETF36 2/7 … SMALL439 0/7) is a **ranking of six-to-seven-cell,2/7 vs 0/7 :: B136|ETF36|SMALL :: five-panel ordering (B136 6/7 … ETF36 2/7 … SMALL439 0/7) is a **ranking of six-to-seven-cell
research/backtests/2026-09-06_is-the-gate-a-drawdown-instrument-on-every-panel_cloud.result.md,4,B136|SMALL|U56,6,8,0,8,0.75,0.0,0.75,0.15309310892394862,0.0,0.006993006993006993,"cheapest one on U56 only (6 of 8 cells), it is never cheapest on B136 (0/8) or SMALL439 (0/8),","6/8 vs 0/8 :: B136|SMALL|U56 :: cheapest one on U56 only (6 of 8 cells), it is never cheapest on B136 (0/8) or SMALL439 (0/8),"
research/backtests/2026-09-06_is-the-low-price-tilt-a-split-artefact-or-a-survivorship-one_cloud.result.md,51,B136|SMALL,6,12,4,12,0.5,0.3333333333333333,0.16666666666666669,0.14433756729740643,0.13608276348795434,0.6801722977520529,"PRICE **4/12 broad, 6/12 small**; DVOL **6/12 small**; FROZEN 4/12 broad, **0/12 small**;","6/12 vs 4/12 :: B136|SMALL :: PRICE **4/12 broad, 6/12 small**; DVOL **6/12 small**; FROZEN 4/12 broad, **0/12 small**;"
research/backtests/2026-09-06_is-the-low-price-tilt-a-split-artefact-or-a-survivorship-one_cloud.result.md,51,B136|SMALL,4,12,0,12,0.3333333333333333,0.0,0.3333333333333333,0.13608276348795434,0.0,0.09316770186335403,"PRICE **4/12 broad, 6/12 small**; DVOL **6/12 small**; FROZEN 4/12 broad, **0/12 small**;","4/12 vs 0/12 :: B136|SMALL :: PRICE **4/12 broad, 6/12 small**; DVOL **6/12 small**; FROZEN 4/12 broad, **0/12 small**;"
research/backtests/2026-09-06_is-the-low-price-tilt-a-split-artefact-or-a-survivorship-one_cloud.result.md,51,B136|SMALL,6,12,0,12,0.5,0.0,0.5,0.14433756729740643,0.0,0.013729977116704805,"PRICE **4/12 broad, 6/12 small**; DVOL **6/12 small**; FROZEN 4/12 broad, **0/12 small**;","6/12 vs 0/12 :: B136|SMALL :: PRICE **4/12 broad, 6/12 small**; DVOL **6/12 small**; FROZEN 4/12 broad, **0/12 small**;"
research/backtests/2026-09-06_is-the-low-price-tilt-a-split-artefact-or-a-survivorship-one_cloud.result.md,52,B136|SMALL,2,12,0,12,0.16666666666666666,0.0,0.16666666666666666,0.10758287072798381,0.0,0.4782608695652174,"**DDTR 0/12 on both panels**; REBASED 0/12 broad, 2/12 small.","2/12 vs 0/12 :: B136|SMALL :: **DDTR 0/12 on both panels**; REBASED 0/12 broad, 2/12 small."
research/backtests/2026-09-06_is-the-reversal-share-a-function-of-n-over-n_elig_C.result.md,86,B136|BSTK100|ETF36|SMALL|U56,6,7,4,7,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.13226001425322165,0.1870439059165649,0.5594405594405595,"Panel shares: B136 6/7, BSTK100 6/7, U56 4/7, ETF36 2/7, **SMALL439 0/7 at every ratio and","6/7 vs 4/7 :: B136|BSTK100|ETF36|SMALL|U56 :: Panel shares: B136 6/7, BSTK100 6/7, U56 4/7, ETF36 2/7, **SMALL439 0/7 at every ratio and"
research/backtests/2026-09-06_is-the-reversal-share-a-function-of-n-over-n_elig_C.result.md,86,B136|BSTK100|ETF36|SMALL|U56,6,7,2,7,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.13226001425322165,0.17074694419062766,0.10256410256410256,"Panel shares: B136 6/7, BSTK100 6/7, U56 4/7, ETF36 2/7, **SMALL439 0/7 at every ratio and","6/7 vs 2/7 :: B136|BSTK100|ETF36|SMALL|U56 :: Panel shares: B136 6/7, BSTK100 6/7, U56 4/7, ETF36 2/7, **SMALL439 0/7 at every ratio and"
