panel,N,H,cadence,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass_4b_full,pass_4b_oos,pass_4a,L_H1,L_H2,L_OOS,L_DD,L_CAGR,O_S,O_DD,O_CAGR,A_H1,A_H2,A_DD,isratio_N_BLOCK_R_NONE,isratio_N_BLOCK_R_CENTER,isratio_N_BLOCK_R_PERM,isratio_N_BLOCK_R_PIVOT,isratio_N_BLOCK_R_MACH,isratio_N_IID_R_NONE,isratio_N_IID_R_CENTER,isratio_N_IID_R_PERM,isratio_N_IID_R_PIVOT,isratio_N_IID_R_MACH,isratio_N_STAT_R_NONE,isratio_N_STAT_R_CENTER,isratio_N_STAT_R_PERM,isratio_N_STAT_R_PIVOT,isratio_N_STAT_R_MACH
U56,5,21,W,0.16526378251575946,0.9130725491230905,-0.25448282774434805,1.1044320738995652,0.7704124888821413,0.17794407689814018,1.0681189205787942,-0.17242674171582928,0.15493188538926694,0.8147585666640084,-0.2544828277443477,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0.9409290702250679,0.950279985143303,0.8572504546439336,1.0669846169870134,0.9531256649531799,0.7446999469296689,0.7502536019277954,0.7344641974528441,1.5216593960760214,0.8250092647154157,0.9548185858989654,0.9610956934009971,0.9461358678110514,1.0496697095301546,1.0076947289101044
U56,5,21,M,0.20803431363699643,1.092683822265654,-0.2872795019153648,1.4166262930978653,0.833513277991296,0.2576649058944618,1.4140378366531343,-0.18814167687613037,0.168666759475123,0.8723148443208242,-0.2872795019153649,False,False,False,True,True,True,False,True,True,False,True,True,False,False,0.9999999999999983,1.0072951062318451,0.9999999999999973,1.0000000000000018,1.0129622892033647,0.9083763211228866,0.9095071908955342,0.9102393273708358,1.1121804499158785,1.0063366915282776,0.9999999999999983,1.0094651151860934,0.9999999999999983,1.0000000000000018,1.055378208794872
U56,5,63,W,0.18977511597180818,1.0083089004227344,-0.2626459628371727,1.2188907331391385,0.8621484937065437,0.20306466376308507,1.196723402549628,-0.19385430809702886,0.1789496103291821,0.8948042461568647,-0.2626459628371731,False,False,False,True,True,True,False,True,True,False,True,False,False,False,0.9813461518572293,0.9939710636744771,0.8871288315942176,1.0193767500485842,0.9940666444862136,0.8759610697709453,0.8674190897643236,0.8955335172197031,1.1649624658008149,0.9704257413614501,0.9999999999999963,1.009237685800057,0.9895947478634919,1.0000000000000038,1.0553782087948698
U56,5,63,M,0.1474694307717812,0.8395671766148,-0.2694834261155109,1.0647544479012596,0.6697395753123607,0.17209977885789218,1.0484414334545493,-0.2200803122838768,0.12759032407499404,0.7035536948885933,-0.269483426115511,False,False,False,True,False,False,False,True,False,False,True,False,False,False,1.1049499834654515,1.135493492010115,0.9845620272806096,0.9132573052864252,1.1192726647063858,0.9353557379043326,0.9423456683090287,0.9445376919696818,1.0742430344513716,1.0362256003338715,1.1262976815404746,1.1327046255867719,1.041783171901133,0.8991712046340119,1.1886700297140051
U56,5,126,W,0.17793757695658097,0.9844672527247917,-0.258535970580156,1.1944183705410534,0.8264057018183052,0.18764660078193307,1.1163893761484653,-0.24238284139504873,0.17000779023074863,0.8977370957234518,-0.2585359705801554,False,False,False,True,True,True,False,True,True,False,True,False,False,False,1.112343383462596,1.1161929712874992,1.090758835803978,0.9082676595382383,1.1267619000924893,1.0667185356596336,1.0611184812906695,1.066859721429801,0.9411360918502725,1.1817547166361935,1.1140920755829549,1.1324641105875133,1.055290003400288,0.9071050742067891,1.1757884991613021
U56,5,126,M,0.182824655921364,0.9819917410917292,-0.269483426115511,1.0059245730639776,0.9797613947076911,0.14475005079964753,0.9161990250130158,-0.2240748705455301,0.21510335323948215,1.0363855844091134,-0.269483426115511,False,False,False,True,True,True,False,True,True,False,True,False,False,False,0.9456473656079487,0.9627318970380062,0.9182445091030516,1.0609816623934305,0.9579051202453606,0.9092583552868391,0.9107131581134479,0.9412377612184982,1.1108610777775842,1.007313845293437,0.9867667553213092,0.9778440109267734,0.9707479411712606,1.0135930037682583,1.041412130729333
U56,5,252,W,0.17682565255928706,1.0178689742992235,-0.30642338630654464,0.9316127513599609,1.0974121157037147,0.12906823324143812,0.8361801650166486,-0.30642338630654464,0.2176354981660893,1.151479616246978,-0.2643802427199822,False,False,False,False,True,True,False,True,True,False,True,False,False,False,1.208035287108544,1.2122506557055155,1.1378653435718962,0.8530897464460331,1.2236941898679168,1.2479551598945064,1.247406931985253,1.2085190128984988,0.8342446357817235,1.3825361114999661,1.1538126247380318,1.1638146820327873,1.085841304303867,0.8823725491690673,1.217708701180936
U56,5,252,M,0.1615631474127277,0.925213323596174,-0.3260644482299847,0.9180489570274214,0.9391331397888422,0.13462163153705387,0.8451660713038357,-0.3260644482299847,0.1842118618638473,0.9861699124253441,-0.2604803723387442,False,False,False,False,True,True,False,True,True,False,True,False,False,False,1.2195365767105828,1.2333358699676091,1.0826210434215398,0.8474458534726537,1.235344562511989,1.295789850823079,1.3181382851975965,1.26668405051989,0.8141532902705747,1.4355293517352818,1.1456697924292896,1.1703519899472674,1.0753599938803595,0.8871948214572524,1.2091149334044184
U56,8,21,W,0.15806636605254787,0.9851528786992018,-0.23458387589388707,1.10293478069367,0.9029477867235614,0.1476673915323794,1.0239442165252264,-0.14888925224299399,0.16669408696386356,0.9661116605835949,-0.2345838758938873,False,False,False,True,True,True,False,True,True,False,True,False,False,False,0.8681676563206567,0.8861169386551846,0.8532335774187008,1.1790384644279064,0.879421096558894,0.6990029174518491,0.7123854011083898,0.7154430136220481,1.7562629895136601,0.7743842138548502,0.9071730902403882,0.8972087384916425,0.9081869250569803,1.1139894948666775,0.9574107110448111
U56,8,21,M,0.18315547474625227,1.106402939222016,-0.2693258340619519,1.3295470943465266,0.9363782206943249,0.2000144259265897,1.3034951134154569,-0.16178541979258843,0.16946039763441978,0.9764876838419481,-0.2693258340619519,False,False,False,True,True,True,False,True,True,False,True,True,False,False,0.9545396996463015,0.9688802868730555,0.9635641506549527,1.0500069635161386,0.9669127192892114,0.862180021556672,0.8592841989857554,0.8524554364474284,1.1902644682759824,0.9551585287060166,0.9999999999999996,1.0009670538215711,0.9999999999999987,1.0000000000000004,1.0553782087948733
