panel,source,kind,r_target,n,n_elig,r_real,k,dS,dC,rev,rev_eps0
BSTK100,BSTK100,NAMED,0.5,36,72.0,0.5,100,0.0329522591657464,-0.006235306882612646,True,True
BSTK100,BSTK100,NAMED,0.75,54,72.0,0.75,100,0.013818505148979865,-0.002479162246629807,True,True
BSTK100,BSTK100,NAMED,1.0,72,72.0,1.0,100,-0.006191428214711747,-0.002173059378229425,False,False
SMALL439,SMALL439,NAMED,0.05,7,148.0,0.0472972972972973,439,-0.08371435364752206,-0.03351853743859623,False,False
SMALL439,SMALL439,NAMED,0.1,15,148.0,0.10135135135135136,439,-0.15158016497810994,-0.037365887040499146,False,False
SMALL439,SMALL439,NAMED,0.2,30,148.0,0.20270270270270271,439,-0.06538594883943072,-0.015854327841692495,False,False
SMALL439,SMALL439,NAMED,0.35,52,148.0,0.35135135135135137,439,-0.08616847533419408,-0.01588780108785426,False,False
SMALL439,SMALL439,NAMED,0.5,74,148.0,0.5,439,-0.088233291001379,-0.014652771190645675,False,False
SMALL439,SMALL439,NAMED,0.75,111,148.0,0.75,439,-0.01248303637053777,-0.0025699748729721694,False,False
SMALL439,SMALL439,NAMED,1.0,148,148.0,1.0,439,0.003590944924064199,0.0001797883503285025,False,False
ETF36,ETF36,NAMED,0.05,1,27.0,0.037037037037037035,36,0.3377629748059872,0.010691968652961847,False,False
ETF36,ETF36,NAMED,0.1,3,27.0,0.1111111111111111,36,0.33060068349662874,0.016135713895632176,False,False
ETF36,ETF36,NAMED,0.2,5,27.0,0.18518518518518517,36,0.10009008728153268,-0.011208900668063349,True,True
ETF36,ETF36,NAMED,0.35,9,27.0,0.3333333333333333,36,0.025196044232478787,-0.011879996085581768,True,True
ETF36,ETF36,NAMED,0.5,14,27.0,0.5185185185185185,36,-0.011193109914283017,-0.010273933598663909,False,False
ETF36,ETF36,NAMED,0.75,20,27.0,0.7407407407407407,36,-0.044753569105309365,-0.009661707215182558,False,False
ETF36,ETF36,NAMED,1.0,27,27.0,1.0,36,-0.012714151696533116,-0.0025043393720811657,False,False
U56~0.25~s0,U56,SUB,0.05,1,9.0,0.1111111111111111,14,0.3934273377522625,0.0069917957360847716,False,False
U56~0.25~s0,U56,SUB,0.1,1,9.0,0.1111111111111111,14,0.3934273377522625,0.0069917957360847716,False,False
U56~0.25~s0,U56,SUB,0.2,2,9.0,0.2222222222222222,14,0.26995047998288846,-0.005882933957096936,True,True
U56~0.25~s0,U56,SUB,0.35,3,9.0,0.3333333333333333,14,0.10135335265371537,-0.025628416661620745,True,True
U56~0.25~s0,U56,SUB,0.5,4,9.0,0.4444444444444444,14,0.12411238604051,-0.00935640958403039,True,True
U56~0.25~s0,U56,SUB,0.75,7,9.0,0.7777777777777778,14,-0.007655112643586759,-0.011824625519655907,False,False
U56~0.25~s0,U56,SUB,1.0,9,9.0,1.0,14,-0.006193631467451777,-0.004921108574469368,False,False
U56~0.25~s1,U56,SUB,0.05,1,11.0,0.09090909090909091,14,0.47387967371552897,0.007689731307703562,False,False
U56~0.25~s1,U56,SUB,0.1,1,11.0,0.09090909090909091,14,0.47387967371552897,0.007689731307703562,False,False
U56~0.25~s1,U56,SUB,0.2,2,11.0,0.18181818181818182,14,0.29116955581118953,-0.008841296676791899,True,True
U56~0.25~s1,U56,SUB,0.35,4,11.0,0.36363636363636365,14,0.19396656421409209,-0.002603554653385798,True,True
U56~0.25~s1,U56,SUB,0.5,6,11.0,0.5454545454545454,14,0.022960860708344022,-0.017797372917945475,True,True
U56~0.25~s1,U56,SUB,0.75,8,11.0,0.7272727272727273,14,0.03348426444023933,-0.008761741562976155,True,True
U56~0.25~s1,U56,SUB,1.0,11,11.0,1.0,14,0.02035795865679213,-0.0012555478204148152,True,True
U56~0.40~s0,U56,SUB,0.05,1,15.0,0.06666666666666667,22,0.29018317554354567,-0.034616097987314465,True,True
U56~0.40~s0,U56,SUB,0.1,2,15.0,0.13333333333333333,22,0.1356549945232871,-0.05185154983502316,True,True
U56~0.40~s0,U56,SUB,0.2,3,15.0,0.2,22,0.15312651395980081,-0.028046916137986377,True,True
U56~0.40~s0,U56,SUB,0.35,5,15.0,0.3333333333333333,22,0.050556570331423134,-0.026703861451586652,True,True
U56~0.40~s0,U56,SUB,0.5,8,15.0,0.5333333333333333,22,-0.028361664478261384,-0.02409449062334512,False,False
U56~0.40~s0,U56,SUB,0.75,11,15.0,0.7333333333333333,22,-0.025526676012889604,-0.01421682500750232,False,False
U56~0.40~s0,U56,SUB,1.0,15,15.0,1.0,22,-0.01444381557038843,-0.004743911528911848,False,False
U56~0.40~s1,U56,SUB,0.05,1,18.0,0.05555555555555555,22,-0.12044268357211874,-0.13345602885997754,False,False
U56~0.40~s1,U56,SUB,0.1,2,18.0,0.1111111111111111,22,-0.13272104818066077,-0.09242980618611729,False,False
U56~0.40~s1,U56,SUB,0.2,4,18.0,0.2222222222222222,22,-0.08413947281791767,-0.04596838263286185,False,False
U56~0.40~s1,U56,SUB,0.35,6,18.0,0.3333333333333333,22,-0.10155232133108394,-0.03601798792603472,False,False
U56~0.40~s1,U56,SUB,0.5,9,18.0,0.5,22,-0.07345085873157664,-0.021831672339209796,False,False
U56~0.40~s1,U56,SUB,0.75,14,18.0,0.7777777777777778,22,-0.04597907769209386,-0.011043802346072162,False,False
U56~0.40~s1,U56,SUB,1.0,18,18.0,1.0,22,-0.026505993919249904,-0.004475032394208434,False,False
U56~0.55~s0,U56,SUB,0.05,1,22.0,0.045454545454545456,30,0.2040304635953203,-0.11302355358699745,True,True
U56~0.55~s0,U56,SUB,0.1,2,22.0,0.09090909090909091,30,0.17109531607903394,-0.0788477165458421,True,True
U56~0.55~s0,U56,SUB,0.2,4,22.0,0.18181818181818182,30,0.22075998852329637,-0.026373147909459105,True,True
U56~0.55~s0,U56,SUB,0.35,8,22.0,0.36363636363636365,30,0.046929963903003524,-0.027871802649495736,True,True
U56~0.55~s0,U56,SUB,0.5,11,22.0,0.5,30,0.025004590165986662,-0.019091859697422775,True,True
U56~0.55~s0,U56,SUB,0.75,16,22.0,0.7272727272727273,30,0.000265055404502057,-0.010934927929985072,False,True
U56~0.55~s0,U56,SUB,1.0,22,22.0,1.0,30,-0.002976517181504157,-0.0029964218979412482,False,False
U56~0.55~s1,U56,SUB,0.05,1,22.0,0.045454545454545456,30,0.3748900322744444,-0.053283504653496516,True,True
U56~0.55~s1,U56,SUB,0.1,2,22.0,0.09090909090909091,30,0.03748915901776073,-0.10956138533110948,True,True
U56~0.55~s1,U56,SUB,0.2,4,22.0,0.18181818181818182,30,0.06678565833689343,-0.05695375747532849,True,True
U56~0.55~s1,U56,SUB,0.35,8,22.0,0.36363636363636365,30,0.030438866575825174,-0.032446030616339216,True,True
U56~0.55~s1,U56,SUB,0.5,11,22.0,0.5,30,0.00790166590198682,-0.024221697899849515,True,True
U56~0.55~s1,U56,SUB,0.75,16,22.0,0.7272727272727273,30,0.005042095202267172,-0.012122685594232907,True,True
U56~0.55~s1,U56,SUB,1.0,22,22.0,1.0,30,-0.002052511426096082,-0.0032374015479419427,False,False
U56~0.70~s0,U56,SUB,0.05,1,27.0,0.037037037037037035,38,0.4089804249885831,-0.04839866956035355,True,True
U56~0.70~s0,U56,SUB,0.1,3,27.0,0.1111111111111111,38,0.14709305645784732,-0.06943467127846925,True,True
U56~0.70~s0,U56,SUB,0.2,5,27.0,0.18518518518518517,38,0.2364659464115323,-0.022974908440411834,True,True
U56~0.70~s0,U56,SUB,0.35,9,27.0,0.3333333333333333,38,0.14994233932645595,-0.01632134995253165,True,True
U56~0.70~s0,U56,SUB,0.5,14,27.0,0.5185185185185185,38,0.03348770642258059,-0.01996114340249755,True,True
U56~0.70~s0,U56,SUB,0.75,20,27.0,0.7407407407407407,38,0.030877911028295957,-0.008336026509756289,True,True
U56~0.70~s0,U56,SUB,1.0,27,27.0,1.0,38,-0.0012011972294432294,-0.003021821686866044,False,False
U56~0.70~s1,U56,SUB,0.05,1,26.0,0.038461538461538464,38,0.24510120558965443,-0.13248722011501224,True,True
U56~0.70~s1,U56,SUB,0.1,3,26.0,0.11538461538461539,38,0.0631966996492398,-0.10023955738056567,True,True
U56~0.70~s1,U56,SUB,0.2,5,26.0,0.19230769230769232,38,0.11136110472892002,-0.055434274333656886,True,True
U56~0.70~s1,U56,SUB,0.35,9,26.0,0.34615384615384615,38,0.01996377531230653,-0.04064365600114406,True,True
U56~0.70~s1,U56,SUB,0.5,13,26.0,0.5,38,-0.06890372340551698,-0.038271535888955155,False,False
U56~0.70~s1,U56,SUB,0.75,20,26.0,0.7692307692307693,38,-0.047991973504562635,-0.01790419630594231,False,False
U56~0.70~s1,U56,SUB,1.0,26,26.0,1.0,38,-0.008653822223374297,-0.0046412712762018415,False,False
U56~0.85~s0,U56,SUB,0.05,2,34.0,0.058823529411764705,47,0.1332949174368092,-0.12016293450736049,True,True
U56~0.85~s0,U56,SUB,0.1,3,34.0,0.08823529411764706,47,0.07913522410694607,-0.10651857393907793,True,True
U56~0.85~s0,U56,SUB,0.2,7,34.0,0.20588235294117646,47,0.11535907365993259,-0.043821462350755125,True,True
U56~0.85~s0,U56,SUB,0.35,12,34.0,0.35294117647058826,47,0.03208187755955261,-0.03463405488741467,True,True
U56~0.85~s0,U56,SUB,0.5,17,34.0,0.5,47,-0.02146976388288091,-0.029153428396672787,False,False
U56~0.85~s0,U56,SUB,0.75,26,34.0,0.7647058823529411,47,-0.01925159275048105,-0.013058953482805391,False,False
U56~0.85~s0,U56,SUB,1.0,34,34.0,1.0,47,-0.0013465135671497652,-0.002905240677146592,False,False
U56~0.85~s1,U56,SUB,0.05,2,34.0,0.058823529411764705,47,0.20020941649461543,-0.07667089207985778,True,True
U56~0.85~s1,U56,SUB,0.1,3,34.0,0.08823529411764706,47,0.17371052983041568,-0.06331061385089765,True,True
U56~0.85~s1,U56,SUB,0.2,7,34.0,0.20588235294117646,47,0.08152167606158023,-0.03853014644597308,True,True
U56~0.85~s1,U56,SUB,0.35,12,34.0,0.35294117647058826,47,0.08815762795038329,-0.01934813388447587,True,True
U56~0.85~s1,U56,SUB,0.5,17,34.0,0.5,47,0.010645624969941592,-0.019932863882321294,True,True
U56~0.85~s1,U56,SUB,0.75,26,34.0,0.7647058823529411,47,-0.0027164066615154026,-0.010082468217442297,False,False
U56~0.85~s1,U56,SUB,1.0,34,34.0,1.0,47,-0.0016425182691339746,-0.0029348872865511133,False,False
B136~0.25~s0,B136,SUB,0.05,1,26.0,0.038461538461538464,34,0.1642229662306186,-0.144274444687303,True,True
B136~0.25~s0,B136,SUB,0.1,3,26.0,0.11538461538461539,34,0.15354736355635135,-0.060017166952917034,True,True
B136~0.25~s0,B136,SUB,0.2,5,26.0,0.19230769230769232,34,0.15609829304654432,-0.032587304589406285,True,True
B136~0.25~s0,B136,SUB,0.35,9,26.0,0.34615384615384615,34,0.15524859003578062,-0.00917241410166758,True,True
B136~0.25~s0,B136,SUB,0.5,13,26.0,0.5,34,0.10501105771055408,-0.0061674208042152845,True,True
B136~0.25~s0,B136,SUB,0.75,20,26.0,0.7692307692307693,34,0.07090238237946722,0.0011531075606046048,False,False
B136~0.25~s0,B136,SUB,1.0,26,26.0,1.0,34,0.004786041133126195,-0.0016963139663774829,False,True
B136~0.25~s1,B136,SUB,0.05,1,27.0,0.037037037037037035,34,0.34409561837038305,-0.01299975014169541,True,True
B136~0.25~s1,B136,SUB,0.1,3,27.0,0.1111111111111111,34,0.1681865660920876,-0.02381636053765579,True,True
B136~0.25~s1,B136,SUB,0.2,5,27.0,0.18518518518518517,34,0.12958461591909232,-0.012407192583770321,True,True
B136~0.25~s1,B136,SUB,0.35,9,27.0,0.3333333333333333,34,0.08268312654159848,-0.005582740482991344,True,True
B136~0.25~s1,B136,SUB,0.5,14,27.0,0.5185185185185185,34,-0.004927800402734439,-0.009828114972612267,False,False
B136~0.25~s1,B136,SUB,0.75,20,27.0,0.7407407407407407,34,0.034412353461923284,0.001259923330131807,False,False
B136~0.25~s1,B136,SUB,1.0,27,27.0,1.0,34,0.024579700474708366,0.0025870460242380933,False,False
B136~0.40~s0,B136,SUB,0.05,2,39.0,0.05128205128205128,54,0.2650924819862982,-0.0599258808275307,True,True
B136~0.40~s0,B136,SUB,0.1,4,39.0,0.10256410256410256,54,0.2127908041170269,-0.03448846550928297,True,True
B136~0.40~s0,B136,SUB,0.2,8,39.0,0.20512820512820512,54,0.1915539492464785,-0.01262673337588871,True,True
B136~0.40~s0,B136,SUB,0.35,14,39.0,0.358974358974359,54,0.10054636545024997,-0.009717604001423075,True,True
B136~0.40~s0,B136,SUB,0.5,20,39.0,0.5128205128205128,54,0.0076934373649906185,-0.013947462315267334,True,True
B136~0.40~s0,B136,SUB,0.75,29,39.0,0.7435897435897436,54,0.008146415126145223,-0.006460513942811108,True,True
B136~0.40~s0,B136,SUB,1.0,39,39.0,1.0,54,0.010245785276537633,-0.0008086641713374032,True,True
B136~0.40~s1,B136,SUB,0.05,2,39.0,0.05128205128205128,54,0.279202256975678,-0.057677060183364715,True,True
B136~0.40~s1,B136,SUB,0.1,4,39.0,0.10256410256410256,54,0.199564113903141,-0.04584518771080304,True,True
B136~0.40~s1,B136,SUB,0.2,8,39.0,0.20512820512820512,54,0.07735280339931283,-0.03904656293988218,True,True
B136~0.40~s1,B136,SUB,0.35,14,39.0,0.358974358974359,54,0.04965800483556837,-0.023568903490340132,True,True
B136~0.40~s1,B136,SUB,0.5,20,39.0,0.5128205128205128,54,0.013608122239605613,-0.01776687122027032,True,True
B136~0.40~s1,B136,SUB,0.75,29,39.0,0.7435897435897436,54,0.008279870482364116,-0.0076594933004008325,True,True
B136~0.40~s1,B136,SUB,1.0,39,39.0,1.0,54,0.005077036403444257,-0.0012153219115755842,True,True
B136~0.55~s0,B136,SUB,0.05,3,54.0,0.05555555555555555,74,0.34559286422630275,-0.000419007117709258,False,True
B136~0.55~s0,B136,SUB,0.1,5,54.0,0.09259259259259259,74,0.3162183098683379,0.005176479398490086,False,False
B136~0.55~s0,B136,SUB,0.2,11,54.0,0.2037037037037037,74,0.132121986924291,-0.008300602447961047,True,True
B136~0.55~s0,B136,SUB,0.35,19,54.0,0.35185185185185186,74,0.10634046102485772,-0.002720088388940667,True,True
B136~0.55~s0,B136,SUB,0.5,27,54.0,0.5,74,0.04470928430043697,-0.005412820144309549,True,True
B136~0.55~s0,B136,SUB,0.75,40,54.0,0.7407407407407407,74,0.018227432446711322,-0.003017245099821597,True,True
B136~0.55~s0,B136,SUB,1.0,54,54.0,1.0,74,0.0016546676688702355,-0.001180858227462167,False,True
B136~0.55~s1,B136,SUB,0.05,3,54.0,0.05555555555555555,74,0.2131962638007765,-0.05361492607582208,True,True
B136~0.55~s1,B136,SUB,0.1,5,54.0,0.09259259259259259,74,0.21263709867978853,-0.03285704217301033,True,True
B136~0.55~s1,B136,SUB,0.2,11,54.0,0.2037037037037037,74,0.17574806240896856,-0.013564971167572715,True,True
B136~0.55~s1,B136,SUB,0.35,19,54.0,0.35185185185185186,74,0.12919902579844655,-0.006760236168441125,True,True
B136~0.55~s1,B136,SUB,0.5,27,54.0,0.5,74,0.05295840337345703,-0.008885331278144504,True,True
B136~0.55~s1,B136,SUB,0.75,40,54.0,0.7407407407407407,74,0.013079731961560093,-0.006014999149282829,True,True
B136~0.55~s1,B136,SUB,1.0,54,54.0,1.0,74,-0.0007716387640306355,-0.0020344839866377473,False,False
B136~0.70~s0,B136,SUB,0.05,3,67.0,0.04477611940298507,94,0.40220358297863146,-0.014703738524323384,True,True
B136~0.70~s0,B136,SUB,0.1,7,67.0,0.1044776119402985,94,0.27158438278128083,-0.014368688323476597,True,True
B136~0.70~s0,B136,SUB,0.2,13,67.0,0.19402985074626866,94,0.15592024099567503,-0.01589574195531207,True,True
B136~0.70~s0,B136,SUB,0.35,23,67.0,0.34328358208955223,94,0.06482806499373295,-0.015076180949002094,True,True
B136~0.70~s0,B136,SUB,0.5,34,67.0,0.5074626865671642,94,0.038697855971591366,-0.009826680676341182,True,True
B136~0.70~s0,B136,SUB,0.75,50,67.0,0.746268656716418,94,0.008377299508117497,-0.0058261087306179515,True,True
B136~0.70~s0,B136,SUB,1.0,67,67.0,1.0,94,0.002243350572456615,-0.001538670170749823,False,True
B136~0.70~s1,B136,SUB,0.05,3,68.0,0.04411764705882353,94,0.15153026347532716,-0.06773643380013272,True,True
B136~0.70~s1,B136,SUB,0.1,7,68.0,0.10294117647058823,94,0.10601682524852607,-0.04118099306515122,True,True
B136~0.70~s1,B136,SUB,0.2,14,68.0,0.20588235294117646,94,0.12368774419304518,-0.015328765223552088,True,True
B136~0.70~s1,B136,SUB,0.35,24,68.0,0.35294117647058826,94,0.04126858125708133,-0.015657468974594968,True,True
B136~0.70~s1,B136,SUB,0.5,34,68.0,0.5,94,-0.002662644893968391,-0.014243386163661942,False,False
B136~0.70~s1,B136,SUB,0.75,51,68.0,0.75,94,0.0036192487765371872,-0.005786364485574458,False,True
B136~0.70~s1,B136,SUB,1.0,68,68.0,1.0,94,-0.008973456436691674,-0.002779567346434142,False,False
B136~0.85~s0,B136,SUB,0.05,4,83.0,0.04819277108433735,115,0.23901287546683425,-0.04744868109229383,True,True
B136~0.85~s0,B136,SUB,0.1,8,83.0,0.0963855421686747,115,0.10234499463012325,-0.04921750811152692,True,True
B136~0.85~s0,B136,SUB,0.2,17,83.0,0.20481927710843373,115,0.06923344935409093,-0.02926258165060025,True,True
B136~0.85~s0,B136,SUB,0.35,29,83.0,0.3493975903614458,115,0.07238653645945947,-0.014609005743167591,True,True
B136~0.85~s0,B136,SUB,0.5,42,83.0,0.5060240963855421,115,0.03317448216618546,-0.011370548486302035,True,True
B136~0.85~s0,B136,SUB,0.75,62,83.0,0.7469879518072289,115,0.025614317057338853,-0.004138537845247647,True,True
B136~0.85~s0,B136,SUB,1.0,83,83.0,1.0,115,-6.889678177612879e-05,-0.00189029106850791,False,False
B136~0.85~s1,B136,SUB,0.05,4,84.0,0.047619047619047616,115,0.19201350571979725,-0.055955084443312986,True,True
B136~0.85~s1,B136,SUB,0.1,8,84.0,0.09523809523809523,115,0.15286013267076604,-0.03593940753695857,True,True
B136~0.85~s1,B136,SUB,0.2,17,84.0,0.20238095238095238,115,0.09215575814899357,-0.022147815145296512,True,True
B136~0.85~s1,B136,SUB,0.35,29,84.0,0.34523809523809523,115,0.06273942847478253,-0.012999769418669649,True,True
B136~0.85~s1,B136,SUB,0.5,42,84.0,0.5,115,0.043698008335343985,-0.008022090615060984,True,True
B136~0.85~s1,B136,SUB,0.75,63,84.0,0.75,115,0.021270411580436077,-0.003514889293199319,True,True
B136~0.85~s1,B136,SUB,1.0,84,84.0,1.0,115,-0.005480995798291088,-0.0023456946665321166,False,False
BSTK100~0.25~s0,BSTK100,SUB,0.05,1,19.0,0.05263157894736842,25,0.41997887127889133,0.009412086253474783,False,False
BSTK100~0.25~s0,BSTK100,SUB,0.1,2,19.0,0.10526315789473684,25,0.4563883016445891,0.029439984612201764,False,False
BSTK100~0.25~s0,BSTK100,SUB,0.2,4,19.0,0.21052631578947367,25,0.30356569988722415,0.019560069105512445,False,False
BSTK100~0.25~s0,BSTK100,SUB,0.35,7,19.0,0.3684210526315789,25,0.20710278301117913,0.014811844532778506,False,False
BSTK100~0.25~s0,BSTK100,SUB,0.5,10,19.0,0.5263157894736842,25,0.19144844080395396,0.017971627142235658,False,False
BSTK100~0.25~s0,BSTK100,SUB,0.75,14,19.0,0.7368421052631579,25,0.08415252825741038,0.0076574445024537585,False,False
BSTK100~0.25~s0,BSTK100,SUB,1.0,19,19.0,1.0,25,0.011120644934477064,0.0005983639831086407,False,False
BSTK100~0.25~s1,BSTK100,SUB,0.05,1,17.0,0.058823529411764705,25,0.8652500702271638,0.1154185107668737,False,False
BSTK100~0.25~s1,BSTK100,SUB,0.1,2,17.0,0.11764705882352941,25,0.29794105398827575,-0.02221310760014683,True,True
BSTK100~0.25~s1,BSTK100,SUB,0.2,3,17.0,0.17647058823529413,25,0.18508588592688435,-0.02455065295394321,True,True
BSTK100~0.25~s1,BSTK100,SUB,0.35,6,17.0,0.35294117647058826,25,0.09619218202942625,-0.01193551805698756,True,True
BSTK100~0.25~s1,BSTK100,SUB,0.5,8,17.0,0.47058823529411764,25,0.006124974192774468,-0.018095285909911052,True,True
BSTK100~0.25~s1,BSTK100,SUB,0.75,13,17.0,0.7647058823529411,25,0.05000025205166181,0.000860564282970655,False,False
BSTK100~0.25~s1,BSTK100,SUB,1.0,17,17.0,1.0,25,0.0061381769184878365,-0.0013535783796279066,True,True
BSTK100~0.40~s0,BSTK100,SUB,0.05,1,28.0,0.03571428571428571,40,0.5955472579214695,0.02322957434135886,False,False
BSTK100~0.40~s0,BSTK100,SUB,0.1,3,28.0,0.10714285714285714,40,0.44389068702057866,0.01619388558509205,False,False
BSTK100~0.40~s0,BSTK100,SUB,0.2,6,28.0,0.21428571428571427,40,0.1371009635027165,-0.02396476627151345,True,True
BSTK100~0.40~s0,BSTK100,SUB,0.35,10,28.0,0.35714285714285715,40,0.09476893916914819,-0.013295383325898857,True,True
BSTK100~0.40~s0,BSTK100,SUB,0.5,14,28.0,0.5,40,0.025243424934030978,-0.014545760073151337,True,True
BSTK100~0.40~s0,BSTK100,SUB,0.75,21,28.0,0.75,40,0.02820970763474695,-0.0031108989981756263,True,True
BSTK100~0.40~s0,BSTK100,SUB,1.0,28,28.0,1.0,40,-0.004467286543097471,-0.002741911988289658,False,False
BSTK100~0.40~s1,BSTK100,SUB,0.05,1,28.0,0.03571428571428571,40,0.3553401128738497,-0.02082552985370234,True,True
BSTK100~0.40~s1,BSTK100,SUB,0.1,3,28.0,0.10714285714285714,40,0.025815684327421096,-0.056296018376193135,True,True
BSTK100~0.40~s1,BSTK100,SUB,0.2,6,28.0,0.21428571428571427,40,0.05650496669233984,-0.02206702679802497,True,True
BSTK100~0.40~s1,BSTK100,SUB,0.35,10,28.0,0.35714285714285715,40,0.0658184145925218,-0.007156261441506828,True,True
BSTK100~0.40~s1,BSTK100,SUB,0.5,14,28.0,0.5,40,0.007769131825028142,-0.00973700099600272,True,True
BSTK100~0.40~s1,BSTK100,SUB,0.75,21,28.0,0.75,40,0.04219148851685539,0.0018436140676854063,False,False
BSTK100~0.40~s1,BSTK100,SUB,1.0,28,28.0,1.0,40,-0.009468389861943538,-0.0028283761395786478,False,False
BSTK100~0.55~s0,BSTK100,SUB,0.05,2,39.0,0.05128205128205128,55,0.10438531335640855,-0.08255984469220268,True,True
BSTK100~0.55~s0,BSTK100,SUB,0.1,4,39.0,0.10256410256410256,55,0.16067706199322873,-0.03232258466907356,True,True
BSTK100~0.55~s0,BSTK100,SUB,0.2,8,39.0,0.20512820512820512,55,0.14627342087186646,-0.009892093598611318,True,True
BSTK100~0.55~s0,BSTK100,SUB,0.35,14,39.0,0.358974358974359,55,0.0684865058422981,-0.009206358598264464,True,True
BSTK100~0.55~s0,BSTK100,SUB,0.5,20,39.0,0.5128205128205128,55,0.007016413855004067,-0.011423145508434374,True,True
BSTK100~0.55~s0,BSTK100,SUB,0.75,29,39.0,0.7435897435897436,55,-0.003423674306001212,-0.005760097814866638,False,False
BSTK100~0.55~s0,BSTK100,SUB,1.0,39,39.0,1.0,55,-0.0067264495804373325,-0.002326740664418514,False,False
BSTK100~0.55~s1,BSTK100,SUB,0.05,2,41.0,0.04878048780487805,55,0.20854864404838924,-0.07387084880921813,True,True
BSTK100~0.55~s1,BSTK100,SUB,0.1,4,41.0,0.0975609756097561,55,0.20212147141725234,-0.0334500224607821,True,True
BSTK100~0.55~s1,BSTK100,SUB,0.2,8,41.0,0.1951219512195122,55,0.18919478598464945,-0.006697053331768954,True,True
BSTK100~0.55~s1,BSTK100,SUB,0.35,14,41.0,0.34146341463414637,55,0.12279236386080605,-0.0023494178302254642,True,True
BSTK100~0.55~s1,BSTK100,SUB,0.5,20,41.0,0.4878048780487805,55,0.09159914369397959,0.0005199029565987612,False,False
BSTK100~0.55~s1,BSTK100,SUB,0.75,31,41.0,0.7560975609756098,55,0.011803312991396142,-0.002694261771662987,True,True
BSTK100~0.55~s1,BSTK100,SUB,1.0,41,41.0,1.0,55,-0.0045916448164098345,-0.0018190762331913302,False,False
BSTK100~0.70~s0,BSTK100,SUB,0.05,3,52.0,0.057692307692307696,70,0.17812462590064093,-0.03454835074987894,True,True
BSTK100~0.70~s0,BSTK100,SUB,0.1,5,52.0,0.09615384615384616,70,0.20030276115625067,-0.012022661745424434,True,True
BSTK100~0.70~s0,BSTK100,SUB,0.2,10,52.0,0.19230769230769232,70,0.14502894671629818,-0.004905078712670319,True,True
BSTK100~0.70~s0,BSTK100,SUB,0.35,18,52.0,0.34615384615384615,70,0.13987997283539966,0.0057168094714623585,False,False
BSTK100~0.70~s0,BSTK100,SUB,0.5,26,52.0,0.5,70,0.06015081381148224,-0.0004218927955383922,False,True
BSTK100~0.70~s0,BSTK100,SUB,0.75,39,52.0,0.75,70,0.02377074588972583,-0.00030842638867634165,False,True
BSTK100~0.70~s0,BSTK100,SUB,1.0,52,52.0,1.0,70,-0.0012410872682701024,-0.0012188664294512375,False,False
BSTK100~0.70~s1,BSTK100,SUB,0.05,3,51.0,0.058823529411764705,70,0.286877876172147,-0.026259786734321944,True,True
BSTK100~0.70~s1,BSTK100,SUB,0.1,5,51.0,0.09803921568627451,70,0.2517227010079428,-0.014861243442209515,True,True
BSTK100~0.70~s1,BSTK100,SUB,0.2,10,51.0,0.19607843137254902,70,0.12084254660337335,-0.016305408291464873,True,True
BSTK100~0.70~s1,BSTK100,SUB,0.35,18,51.0,0.35294117647058826,70,0.10024864168772962,-0.00412772544345219,True,True
