panel,claim_set,book,draw,pass4b,Sharpe,CAGR,MaxDD,OOS_Sharpe,IS_Sharpe
U56,CORE,TOP5,0,True,1.1215755141425283,0.13293760791053244,-0.1380948381830147,1.168752988047893,1.0637306846576495
U56,CORE,TOP5,1,True,0.991734873393281,0.11400030174050713,-0.17216555612269047,1.0057030343330293,0.9745780532805366
U56,CORE,TOP5,2,False,0.9495950328706843,0.10982507614863724,-0.16857685081780094,1.1541209839226534,0.6929916248238032
U56,CORE,TOP5,3,True,0.9964397081627645,0.1158320662551291,-0.16631684079079645,1.0792334300626532,0.8913417394093619
U56,CORE,TOP5,4,False,1.0546864801117075,0.12362091883824466,-0.22599485786564566,1.0500372295306462,1.062735875809508
U56,CORE,TOP5,5,True,1.039270361839416,0.12097322214292561,-0.1651134310446677,0.9954375686761431,1.0940891131418102
U56,CORE,TOP5,6,False,1.1726258415625148,0.13702072817380118,-0.20273267947816664,1.1538901438458973,1.1950234113412919
U56,CORE,TOP5,7,False,0.7516870252022494,0.08370321455212881,-0.2533501210280349,0.7458023723414776,0.7605125122607194
U56,CORE,TOP5,8,True,1.1657469418349438,0.13625450041179943,-0.13980190173095985,1.3354622105684784,0.9618693046219045
U56,CORE,TOP5,9,True,1.057921566642284,0.122559587880257,-0.15538442716994783,1.144922859664458,0.9476616939274386
U56,CORE,TOP5,10,False,0.9958795505158257,0.11514100079917666,-0.22563815088085104,1.09674190639295,0.8677094288109589
U56,CORE,TOP5,11,False,0.6611819551217947,0.07333045986982833,-0.2128527825625356,0.6697042589253771,0.650732289282649
U56,CORE,TOP5,12,False,0.9455976760836768,0.10793027289064838,-0.18263108830751085,0.9440710268828724,0.9486663707667967
U56,CORE,TOP5,13,False,0.9749847663869575,0.11211926526096017,-0.17452854411790442,1.2038623802366648,0.6777259737299416
U56,CORE,TOP5,14,False,1.1043527118983365,0.12641687726675177,-0.21467532476305518,1.3349931825599648,0.8131240739112072
U56,CORE,TOP5,15,False,0.9156546571249884,0.10321814245710148,-0.16331662632902966,1.075688831672939,0.7098941791654424
