====================================================================================================================
IDEA 360 - price the U56 EWALL MA band at b=0.12 on its own (b x gross, breakeven c*, grid-edge)
====================================================================================================================
Book: hold every in-band name at g/k_t, weekly, next-day execution, warm-up 260 rows.
    U56       RESPREAD b=0.12  g=1    names= 36.70 T= 2.54x S10=+1.2264 DD10=-0.253 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.16  g=0.5  names= 32.62 T= 1.24x S10=+1.1615 DD10=-0.144 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.16  g=0.6  names= 32.62 T= 1.47x S10=+1.1617 DD10=-0.171 4a=False 4b=True c*4b=81.7
    U56       RESPREAD b=0.16  g=0.75 names= 32.62 T= 1.80x S10=+1.1619 DD10=-0.211 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.16  g=0.85 names= 32.62 T= 2.03x S10=+1.1620 DD10=-0.237 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.16  g=1    names= 32.62 T= 2.37x S10=+1.1620 DD10=-0.274 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.2   g=0.5  names= 32.97 T= 1.05x S10=+1.1360 DD10=-0.155 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.2   g=0.6  names= 32.97 T= 1.24x S10=+1.1363 DD10=-0.184 4a=False 4b=True c*4b=102.7
    U56       RESPREAD b=0.2   g=0.75 names= 32.97 T= 1.52x S10=+1.1367 DD10=-0.226 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.2   g=0.85 names= 32.97 T= 1.70x S10=+1.1369 DD10=-0.254 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.2   g=1    names= 32.97 T= 1.98x S10=+1.1371 DD10=-0.294 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.25  g=0.5  names= 30.04 T= 0.98x S10=+1.1089 DD10=-0.165 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.25  g=0.6  names= 30.04 T= 1.15x S10=+1.1095 DD10=-0.196 4a=False 4b=True c*4b=119.6
    U56       RESPREAD b=0.25  g=0.75 names= 30.04 T= 1.41x S10=+1.1102 DD10=-0.240 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.25  g=0.85 names= 30.04 T= 1.57x S10=+1.1107 DD10=-0.269 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.25  g=1    names= 30.04 T= 1.84x S10=+1.1113 DD10=-0.310 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.3   g=0.5  names= 24.43 T= 0.97x S10=+1.1221 DD10=-0.182 4a=False 4b=True c*4b=23.1
    U56       RESPREAD b=0.3   g=0.6  names= 24.43 T= 1.14x S10=+1.1226 DD10=-0.215 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.3   g=0.75 names= 24.43 T= 1.40x S10=+1.1233 DD10=-0.264 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.3   g=0.85 names= 24.43 T= 1.57x S10=+1.1237 DD10=-0.295 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.3   g=1    names= 24.43 T= 1.84x S10=+1.1242 DD10=-0.339 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.4   g=0.5  names= 13.23 T= 1.09x S10=+1.1802 DD10=-0.176 4a=False 4b=True c*4b=266.0
    U56       RESPREAD b=0.4   g=0.6  names= 13.23 T= 1.28x S10=+1.1806 DD10=-0.208 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.4   g=0.75 names= 13.23 T= 1.57x S10=+1.1811 DD10=-0.255 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.4   g=0.85 names= 13.23 T= 1.77x S10=+1.1814 DD10=-0.285 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.4   g=1    names= 13.23 T= 2.07x S10=+1.1817 DD10=-0.328 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.5   g=0.5  names= 10.31 T= 1.07x S10=+1.1150 DD10=-0.226 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.5   g=0.6  names= 10.31 T= 1.26x S10=+1.1156 DD10=-0.267 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.5   g=0.75 names= 10.31 T= 1.53x S10=+1.1165 DD10=-0.325 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.5   g=0.85 names= 10.31 T= 1.72x S10=+1.1170 DD10=-0.362 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.5   g=1    names= 10.31 T= 2.01x S10=+1.1177 DD10=-0.415 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.7   g=0.5  names=  5.68 T= 1.12x S10=+1.0481 DD10=-0.343 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.7   g=0.6  names=  5.68 T= 1.30x S10=+1.0491 DD10=-0.400 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.7   g=0.75 names=  5.68 T= 1.58x S10=+1.0504 DD10=-0.478 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.7   g=0.85 names=  5.68 T= 1.77x S10=+1.0513 DD10=-0.526 4a=False 4b=False c*4b=0.0
    U56       RESPREAD b=0.7   g=1    names=  5.68 T= 2.07x S10=+1.0524 DD10=-0.591 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0     g=0.5  names= 38.39 T= 2.10x S10=+1.1712 DD10=-0.081 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0     g=0.6  names= 38.39 T= 2.52x S10=+1.1712 DD10=-0.097 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0     g=0.75 names= 38.39 T= 3.14x S10=+1.1712 DD10=-0.120 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0     g=0.85 names= 38.39 T= 3.55x S10=+1.1711 DD10=-0.136 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0     g=1    names= 38.39 T= 4.17x S10=+1.1710 DD10=-0.158 4a=False 4b=True c*4b=16.7
    U56       DEGROSS  b=0.03  g=0.5  names= 38.43 T= 1.20x S10=+1.2057 DD10=-0.081 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.03  g=0.6  names= 38.43 T= 1.43x S10=+1.2057 DD10=-0.097 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.03  g=0.75 names= 38.43 T= 1.77x S10=+1.2056 DD10=-0.121 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.03  g=0.85 names= 38.43 T= 2.01x S10=+1.2056 DD10=-0.136 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.03  g=1    names= 38.43 T= 2.35x S10=+1.2054 DD10=-0.159 4a=False 4b=True c*4b=45.5
    U56       DEGROSS  b=0.05  g=0.5  names= 37.10 T= 0.96x S10=+1.1497 DD10=-0.085 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.05  g=0.6  names= 37.10 T= 1.14x S10=+1.1497 DD10=-0.101 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.05  g=0.75 names= 37.10 T= 1.42x S10=+1.1497 DD10=-0.126 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.05  g=0.85 names= 37.10 T= 1.60x S10=+1.1497 DD10=-0.142 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.05  g=1    names= 37.10 T= 1.87x S10=+1.1496 DD10=-0.166 4a=False 4b=True c*4b=33.6
    U56       DEGROSS  b=0.08  g=0.5  names= 36.61 T= 0.77x S10=+1.1503 DD10=-0.098 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.08  g=0.6  names= 36.61 T= 0.91x S10=+1.1502 DD10=-0.117 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.08  g=0.75 names= 36.61 T= 1.13x S10=+1.1500 DD10=-0.145 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.08  g=0.85 names= 36.61 T= 1.27x S10=+1.1498 DD10=-0.163 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.08  g=1    names= 36.61 T= 1.48x S10=+1.1495 DD10=-0.191 4a=False 4b=True c*4b=56.9
    U56       DEGROSS  b=0.12  g=0.5  names= 36.70 T= 0.63x S10=+1.1515 DD10=-0.082 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.12  g=0.6  names= 36.70 T= 0.75x S10=+1.1515 DD10=-0.098 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.12  g=0.75 names= 36.70 T= 0.92x S10=+1.1515 DD10=-0.122 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.12  g=0.85 names= 36.70 T= 1.04x S10=+1.1514 DD10=-0.137 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.12  g=1    names= 36.70 T= 1.21x S10=+1.1513 DD10=-0.160 4a=False 4b=True c*4b=84.1
    U56       DEGROSS  b=0.16  g=0.5  names= 32.62 T= 0.54x S10=+1.1218 DD10=-0.084 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.16  g=0.6  names= 32.62 T= 0.64x S10=+1.1219 DD10=-0.100 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.16  g=0.75 names= 32.62 T= 0.79x S10=+1.1220 DD10=-0.124 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.16  g=0.85 names= 32.62 T= 0.88x S10=+1.1221 DD10=-0.139 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.16  g=1    names= 32.62 T= 1.02x S10=+1.1221 DD10=-0.162 4a=False 4b=True c*4b=60.0
    U56       DEGROSS  b=0.2   g=0.5  names= 32.97 T= 0.50x S10=+1.1160 DD10=-0.082 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.2   g=0.6  names= 32.97 T= 0.59x S10=+1.1162 DD10=-0.097 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.2   g=0.75 names= 32.97 T= 0.72x S10=+1.1165 DD10=-0.121 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.2   g=0.85 names= 32.97 T= 0.80x S10=+1.1167 DD10=-0.136 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.2   g=1    names= 32.97 T= 0.93x S10=+1.1169 DD10=-0.159 4a=False 4b=True c*4b=88.6
    U56       DEGROSS  b=0.25  g=0.5  names= 30.04 T= 0.45x S10=+1.0788 DD10=-0.086 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.25  g=0.6  names= 30.04 T= 0.53x S10=+1.0790 DD10=-0.102 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.25  g=0.75 names= 30.04 T= 0.65x S10=+1.0794 DD10=-0.126 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.25  g=0.85 names= 30.04 T= 0.73x S10=+1.0796 DD10=-0.142 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.25  g=1    names= 30.04 T= 0.84x S10=+1.0799 DD10=-0.166 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.3   g=0.5  names= 24.43 T= 0.39x S10=+1.1074 DD10=-0.082 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.3   g=0.6  names= 24.43 T= 0.46x S10=+1.1077 DD10=-0.098 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.3   g=0.75 names= 24.43 T= 0.56x S10=+1.1081 DD10=-0.121 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.3   g=0.85 names= 24.43 T= 0.63x S10=+1.1083 DD10=-0.136 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.3   g=1    names= 24.43 T= 0.73x S10=+1.1087 DD10=-0.159 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.4   g=0.5  names= 13.23 T= 0.26x S10=+1.1788 DD10=-0.049 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.4   g=0.6  names= 13.23 T= 0.31x S10=+1.1790 DD10=-0.058 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.4   g=0.75 names= 13.23 T= 0.38x S10=+1.1793 DD10=-0.073 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.4   g=0.85 names= 13.23 T= 0.43x S10=+1.1795 DD10=-0.082 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.4   g=1    names= 13.23 T= 0.50x S10=+1.1798 DD10=-0.096 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.5   g=0.5  names= 10.31 T= 0.21x S10=+1.1379 DD10=-0.055 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.5   g=0.6  names= 10.31 T= 0.25x S10=+1.1381 DD10=-0.066 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.5   g=0.75 names= 10.31 T= 0.31x S10=+1.1384 DD10=-0.082 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.5   g=0.85 names= 10.31 T= 0.34x S10=+1.1386 DD10=-0.093 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.5   g=1    names= 10.31 T= 0.40x S10=+1.1388 DD10=-0.108 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.7   g=0.5  names=  5.68 T= 0.13x S10=+1.0407 DD10=-0.034 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.7   g=0.6  names=  5.68 T= 0.16x S10=+1.0409 DD10=-0.040 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.7   g=0.75 names=  5.68 T= 0.20x S10=+1.0411 DD10=-0.050 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.7   g=0.85 names=  5.68 T= 0.22x S10=+1.0412 DD10=-0.057 4a=False 4b=False c*4b=0.0
    U56       DEGROSS  b=0.7   g=1    names=  5.68 T= 0.26x S10=+1.0414 DD10=-0.067 4a=False 4b=False c*4b=0.0

[A] SWEEP B136  (136 cols, 2008-01-02 -> 2026-09-04)
    B136      RESPREAD b=0     g=0.5  names= 93.13 T= 5.29x S10=+1.0562 DD10=-0.137 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0     g=0.6  names= 93.13 T= 6.32x S10=+1.0564 DD10=-0.163 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0     g=0.75 names= 93.13 T= 7.84x S10=+1.0566 DD10=-0.201 4a=False 4b=True c*4b=15.3
    B136      RESPREAD b=0     g=0.85 names= 93.13 T= 8.85x S10=+1.0568 DD10=-0.226 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0     g=1    names= 93.13 T=10.34x S10=+1.0570 DD10=-0.262 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.03  g=0.5  names= 93.16 T= 3.25x S10=+1.0685 DD10=-0.126 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.03  g=0.6  names= 93.16 T= 3.88x S10=+1.0687 DD10=-0.150 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.03  g=0.75 names= 93.16 T= 4.80x S10=+1.0690 DD10=-0.185 4a=False 4b=True c*4b=30.1
    B136      RESPREAD b=0.03  g=0.85 names= 93.16 T= 5.41x S10=+1.0692 DD10=-0.208 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.03  g=1    names= 93.16 T= 6.32x S10=+1.0694 DD10=-0.242 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.05  g=0.5  names= 92.12 T= 2.53x S10=+1.0707 DD10=-0.133 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.05  g=0.6  names= 92.12 T= 3.01x S10=+1.0709 DD10=-0.158 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.05  g=0.75 names= 92.12 T= 3.73x S10=+1.0711 DD10=-0.195 4a=False 4b=True c*4b=42.3
    B136      RESPREAD b=0.05  g=0.85 names= 92.12 T= 4.20x S10=+1.0712 DD10=-0.219 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.05  g=1    names= 92.12 T= 4.90x S10=+1.0714 DD10=-0.254 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.08  g=0.5  names= 92.61 T= 1.85x S10=+1.1076 DD10=-0.141 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.08  g=0.6  names= 92.61 T= 2.20x S10=+1.1077 DD10=-0.168 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.08  g=0.75 names= 92.61 T= 2.72x S10=+1.1078 DD10=-0.207 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.08  g=0.85 names= 92.61 T= 3.06x S10=+1.1078 DD10=-0.232 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.08  g=1    names= 92.61 T= 3.57x S10=+1.1078 DD10=-0.269 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.12  g=0.5  names= 93.23 T= 1.41x S10=+1.1761 DD10=-0.149 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.12  g=0.6  names= 93.23 T= 1.68x S10=+1.1763 DD10=-0.177 4a=False 4b=True c*4b=21.4
    B136      RESPREAD b=0.12  g=0.75 names= 93.23 T= 2.06x S10=+1.1764 DD10=-0.217 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.12  g=0.85 names= 93.23 T= 2.32x S10=+1.1764 DD10=-0.244 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.12  g=1    names= 93.23 T= 2.70x S10=+1.1764 DD10=-0.282 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.16  g=0.5  names= 89.19 T= 1.28x S10=+1.1133 DD10=-0.159 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.16  g=0.6  names= 89.19 T= 1.51x S10=+1.1135 DD10=-0.189 4a=False 4b=True c*4b=27.1
    B136      RESPREAD b=0.16  g=0.75 names= 89.19 T= 1.86x S10=+1.1138 DD10=-0.232 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.16  g=0.85 names= 89.19 T= 2.09x S10=+1.1139 DD10=-0.260 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.16  g=1    names= 89.19 T= 2.43x S10=+1.1140 DD10=-0.301 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.2   g=0.5  names= 87.95 T= 1.10x S10=+1.0774 DD10=-0.170 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.2   g=0.6  names= 87.95 T= 1.30x S10=+1.0777 DD10=-0.202 4a=False 4b=True c*4b=15.1
    B136      RESPREAD b=0.2   g=0.75 names= 87.95 T= 1.59x S10=+1.0780 DD10=-0.248 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.2   g=0.85 names= 87.95 T= 1.78x S10=+1.0781 DD10=-0.277 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.2   g=1    names= 87.95 T= 2.08x S10=+1.0783 DD10=-0.320 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.25  g=0.5  names= 77.41 T= 1.03x S10=+1.0606 DD10=-0.180 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.25  g=0.6  names= 77.41 T= 1.22x S10=+1.0611 DD10=-0.214 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.25  g=0.75 names= 77.41 T= 1.49x S10=+1.0617 DD10=-0.261 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.25  g=0.85 names= 77.41 T= 1.67x S10=+1.0621 DD10=-0.292 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.25  g=1    names= 77.41 T= 1.95x S10=+1.0626 DD10=-0.337 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.3   g=0.5  names= 68.02 T= 0.98x S10=+1.0645 DD10=-0.186 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.3   g=0.6  names= 68.02 T= 1.16x S10=+1.0650 DD10=-0.220 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.3   g=0.75 names= 68.02 T= 1.41x S10=+1.0657 DD10=-0.269 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.3   g=0.85 names= 68.02 T= 1.58x S10=+1.0662 DD10=-0.300 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.3   g=1    names= 68.02 T= 1.85x S10=+1.0667 DD10=-0.346 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.4   g=0.5  names= 41.97 T= 1.00x S10=+1.1120 DD10=-0.177 4a=False 4b=True c*4b=96.8
    B136      RESPREAD b=0.4   g=0.6  names= 41.97 T= 1.18x S10=+1.1125 DD10=-0.209 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.4   g=0.75 names= 41.97 T= 1.45x S10=+1.1131 DD10=-0.256 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.4   g=0.85 names= 41.97 T= 1.62x S10=+1.1134 DD10=-0.286 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.4   g=1    names= 41.97 T= 1.90x S10=+1.1138 DD10=-0.330 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.5   g=0.5  names= 28.95 T= 1.01x S10=+1.1166 DD10=-0.176 4a=False 4b=True c*4b=136.0
    B136      RESPREAD b=0.5   g=0.6  names= 28.95 T= 1.19x S10=+1.1171 DD10=-0.208 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.5   g=0.75 names= 28.95 T= 1.46x S10=+1.1178 DD10=-0.255 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.5   g=0.85 names= 28.95 T= 1.63x S10=+1.1181 DD10=-0.285 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.5   g=1    names= 28.95 T= 1.91x S10=+1.1186 DD10=-0.329 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.7   g=0.5  names= 11.15 T= 1.07x S10=+1.1533 DD10=-0.176 4a=False 4b=True c*4b=255.4
    B136      RESPREAD b=0.7   g=0.6  names= 11.15 T= 1.26x S10=+1.1540 DD10=-0.210 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.7   g=0.75 names= 11.15 T= 1.55x S10=+1.1549 DD10=-0.258 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.7   g=0.85 names= 11.15 T= 1.74x S10=+1.1554 DD10=-0.289 4a=False 4b=False c*4b=0.0
    B136      RESPREAD b=0.7   g=1    names= 11.15 T= 2.05x S10=+1.1561 DD10=-0.334 4a=False 4b=False c*4b=0.0
    B136      DEGROSS  b=0     g=0.5  names= 93.13 T= 2.23x S10=+1.0938 DD10=-0.085 4a=False 4b=False c*4b=0.0
    B136      DEGROSS  b=0     g=0.6  names= 93.13 T= 2.67x S10=+1.0938 DD10=-0.102 4a=False 4b=False c*4b=0.0
    B136      DEGROSS  b=0     g=0.75 names= 93.13 T= 3.32x S10=+1.0937 DD10=-0.126 4a=False 4b=False c*4b=0.0
    B136      DEGROSS  b=0     g=0.85 names= 93.13 T= 3.76x S10=+1.0936 DD10=-0.142 4a=False 4b=False c*4b=0.0
    B136      DEGROSS  b=0     g=1    names= 93.13 T= 4.42x S10=+1.0935 DD10=-0.166 4a=False 4b=False c*4b=4.4
