panel,cadence,cost,chooser,pick,IS_Sharpe,base_rate,is_base_rate,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_4b,OOS_4a,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,V2_OOS_CAGR,V2_OOS_Sharpe,V2_OOS_MaxDD
U56,W,0.0,CH_SHARPE,W/EXT/BAND03,1.13055442588297,0.98,0.225,0.12949320939494213,1.3011782989687486,-0.15879002074617388,True,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09660362689074264,1.302013141347075,-0.12029818259516045
U56,W,0.0,CH_4bIS,W/CORE/TOP20,1.083695249923847,0.7525,0.1975,0.15343123642895917,1.2395095747699112,-0.18220027327122856,True,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09660362689074264,1.302013141347075,-0.12029818259516045
U56,W,0.0,CH_BASE,W/CORE/BAND03,1.130240921410067,0.0,0.0,0.09660362689074264,1.302013141347075,-0.12029818259516045,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09660362689074264,1.302013141347075,-0.12029818259516045
U56,M,0.0,CH_SHARPE,M/EXT/TOP5,1.3259787380311272,0.0425,0.005,0.21788376233838735,0.8722230051907885,-0.34528652686725103,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09695258809315677,1.2404851737309985,-0.14364706978101993
U56,M,0.0,CH_4bIS,M/CORE/TOP10,1.2120764597660165,0.67,0.295,0.17978769325134647,1.1368928576339716,-0.23168090063592361,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09695258809315677,1.2404851737309985,-0.14364706978101993
U56,M,0.0,CH_BASE,M/EXT/TOP5,1.3259787380311272,0.0425,0.005,0.21788376233838735,0.8722230051907885,-0.34528652686725103,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09695258809315677,1.2404851737309985,-0.14364706978101993
U56,Q,0.0,CH_SHARPE,Q/EXT/TOP5,1.3232544714577639,0.0025,0.005,0.12600824213465844,0.5712709270288259,-0.3796375526306851,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.08515336751170466,0.9841563752471238,-0.19901590734704644
U56,Q,0.0,CH_4bIS,Q/CORE/EWELIG,1.1517588217713812,0.0,0.5075,0.11759650264885524,1.0518592683425139,-0.22205959509986273,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.08515336751170466,0.9841563752471238,-0.19901590734704644
U56,Q,0.0,CH_BASE,Q/EXT/TOP5,1.3232544714577639,0.0025,0.005,0.12600824213465844,0.5712709270288259,-0.3796375526306851,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.08515336751170466,0.9841563752471238,-0.19901590734704644
U56,ANY,0.0,CH_ANYCAD,M/EXT/TOP5,1.3259787380311272,0.0425,0.005,0.21788376233838735,0.8722230051907885,-0.34528652686725103,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09695258809315677,1.2404851737309985,-0.14364706978101993
