file,panel,n_cells,n_arms,modal_arm,modal_share,degenerate,is_control,has_oos,oos_cols,u_percell_Sharpe,nrank_Sharpe,ncells_Sharpe,u_pooled_Sharpe,u_percell_CAGR,nrank_CAGR,ncells_CAGR,u_pooled_CAGR,u_percell_MaxDD,nrank_MaxDD,ncells_MaxDD,u_pooled_MaxDD
2026-09-04_earnings-season-avoidance_cloud.grid.csv,broad,59,3,top20,0.6101694915254238,False,False,True,CAGR|MaxDD|Sharpe,0.6568627450980392,1.6862745098039216,51.0,0.5,0.00980392156862745,1.0196078431372548,51.0,0.0,0.8235294117647058,1.8823529411764706,51.0,1.0
2026-09-04_earnings-season-avoidance_cloud.grid.csv,u56,59,3,ewall,0.6440677966101694,False,False,True,CAGR|MaxDD|Sharpe,0.29310344827586204,1.5172413793103448,58.0,0.5,0.29310344827586204,1.5172413793103448,58.0,0.5,0.7931034482758621,2.0344827586206895,58.0,0.5
2026-09-04_ensemble-plus-momentum_C.grid.csv,broad,8,3,top20,0.625,False,False,True,CAGR|MaxDD|Sharpe,0.5833333333333334,2.1666666666666665,6.0,0.5,0.25,1.5,6.0,0.0,0.6666666666666666,2.3333333333333335,6.0,1.0
2026-09-04_ensemble-plus-momentum_C.grid.csv,u56,8,3,top20,0.5,False,False,True,CAGR|MaxDD|Sharpe,0.1,1.2,5.0,0.0,0.1,1.2,5.0,0.0,0.7,2.4,5.0,1.0
2026-09-04_gross-matched-turnover-constraints_B.grid.csv,broad136,36,46,CAND20/cadenceM/gmOFF,0.1111111111111111,False,False,True,CAGR|MaxDD|Sharpe,0.6285858585858586,11.25,4.0,0.48,0.15297979797979797,3.5,4.0,0.12,0.8747979797979798,16.5,4.0,0.88
2026-09-04_gross-matched-turnover-constraints_B.grid.csv,u56,19,46,CAND20/cadenceM/gmOFF,0.21052631578947367,False,False,True,CAGR|MaxDD|Sharpe,0.05416666666666667,2.0,4.0,0.03333333333333333,0.05416666666666667,2.0,4.0,0.03333333333333333,0.9327380952380953,22.0,4.0,0.9333333333333333
2026-09-04_monthly-seasonality_cloud.grid.csv,universe.json,21,3,top20,0.9523809523809523,False,False,False,,,,,,,,,,,,,
2026-09-04_monthly-seasonality_cloud.grid.csv,universe_broad.json,17,3,top20,0.5294117647058824,False,False,False,,,,,,,,,,,,,
2026-09-04_turnover-budget_B.grid.csv,universe.json(56),15,22,EWall/budget-top0.1,0.26666666666666666,False,False,True,CAGR|MaxDD|Sharpe,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,0.6666666666666666,3.0,4.0,0.6666666666666666
2026-09-04_turnover-budget_B.grid.csv,universe_broad(136),19,22,CAND20/budget-pro0.1,0.15789473684210525,False,False,True,CAGR|MaxDD|Sharpe,0.8583333333333334,7.666666666666667,3.0,0.7,0.20555555555555557,2.6666666666666665,3.0,0.2,0.6638888888888889,6.333333333333333,3.0,0.7
2026-09-05_2011-the-opposite-outlier_C.grid.csv,broad,33,2,ewall,0.9090909090909091,False,False,True,CAGR|MaxDD|Sharpe,0.030303030303030304,1.0606060606060606,33.0,0.0,0.9393939393939394,1.9696969696969697,33.0,1.0,0.030303030303030304,1.0606060606060606,33.0,0.0
2026-09-05_2011-the-opposite-outlier_C.grid.csv,u56,33,2,top20,0.7575757575757576,False,False,True,CAGR|MaxDD|Sharpe,0.48484848484848486,1.5151515151515151,33.0,1.0,0.030303030303030304,1.0606060606060606,33.0,0.0,0.9696969696969697,2.0,33.0,1.0
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,broad,33,2,ewall,0.9090909090909091,False,False,True,CAGR|MaxDD|Sharpe,0.030303030303030304,1.0606060606060606,33.0,0.0,0.9393939393939394,1.9696969696969697,33.0,1.0,0.030303030303030304,1.0606060606060606,33.0,0.0
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,u56,33,2,top20,0.7575757575757576,False,False,True,CAGR|MaxDD|Sharpe,0.48484848484848486,1.5151515151515151,33.0,1.0,0.030303030303030304,1.0606060606060606,33.0,0.0,0.9696969696969697,2.0,33.0,1.0
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,broad,33,2,ewall,0.9090909090909091,False,False,True,CAGR|MaxDD|Sharpe,0.030303030303030304,1.0606060606060606,33.0,0.0,0.9393939393939394,1.9696969696969697,33.0,1.0,0.030303030303030304,1.0606060606060606,33.0,0.0
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,u56,33,2,top20,0.7575757575757576,False,False,True,CAGR|MaxDD|Sharpe,0.48484848484848486,1.5151515151515151,33.0,1.0,0.030303030303030304,1.0606060606060606,33.0,0.0,0.9696969696969697,2.0,33.0,1.0
2026-09-05_cagr-floor-calibration_B.grid.csv,broad,14,17,ebud-0.10,0.21428571428571427,False,False,True,CAGR|MaxDD|Sharpe,0.6234006734006734,4.666666666666667,6.0,1.0,0.6234006734006734,4.666666666666667,6.0,0.9230769230769231,0.301010101010101,3.8333333333333335,6.0,0.3076923076923077
2026-09-05_cagr-floor-calibration_B.grid.csv,small,12,17,ebud-0.20,0.3333333333333333,False,False,True,CAGR|MaxDD|Sharpe,0.49213564213564215,6.5,6.0,0.6875,0.5199134199134199,6.833333333333333,6.0,0.375,0.4032106782106783,4.833333333333333,6.0,0.375
2026-09-05_cagr-floor-calibration_B.grid.csv,u56,14,17,control,0.35714285714285715,False,True,True,CAGR|MaxDD|Sharpe,0.3798076923076923,5.166666666666667,6.0,0.125,0.208511396011396,3.6666666666666665,6.0,0.125,0.6647079772079771,7.833333333333333,6.0,0.8125
