panel,cost,dial,fixed,is_kind,is_lo,is_hi,is_width,oos_kind,oos_lo,oos_hi,oos_width,pick,pick_in_oos,pick_oos_CAGR,pick_oos_Sharpe,pick_oos_MaxDD,spy_oos_CAGR,spy_oos_Sharpe,spy_oos_MaxDD,base_oos_Sharpe,base_oos_CAGR,base_oos_MaxDD,pick_4b_oos,pick_4a_oos
U56,0,GROSS,0.0,EMPTY,,,,SINGLE,0.86,1.0,0.14,,False,,,,,,,,,,,
U56,0,GROSS,0.02,EMPTY,,,,MULTI,0.84,1.0,0.16000000000000003,,False,,,,,,,,,,,
U56,0,GROSS,0.03,EMPTY,,,,MULTI,0.84,1.0,0.16000000000000003,,False,,,,,,,,,,,
U56,0,GROSS,0.05,EMPTY,,,,SINGLE,0.87,1.0,0.13,,False,,,,,,,,,,,
U56,0,GROSS,0.08,SINGLE,0.98,1.0,0.020000000000000018,SINGLE,0.89,1.0,0.10999999999999999,0.99,True,0.12047315750888399,1.1778354385754148,-0.1885642129902474,0.15286966214114894,0.8750760816641813,-0.33717256724185307,1.3012453352065745,0.09651574458861623,-0.12029812214763824,True,False
U56,0,BAND,0.5,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
U56,0,BAND,0.6,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
U56,0,BAND,0.75,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
U56,0,BAND,0.85,EMPTY,,,,MULTI,0.01,0.045,0.034999999999999996,,False,,,,,,,,,,,
U56,0,BAND,1.0,SINGLE,0.075,0.13,0.05500000000000001,MULTI,0.0,0.2,0.2,0.10250000000000001,True,0.12441253369491889,1.2155379568545481,-0.16625576428183464,0.15286966214114894,0.8750760816641813,-0.33717256724185307,1.3012453352065745,0.09651574458861623,-0.12029812214763824,True,False
U56,10,GROSS,0.0,EMPTY,,,,SINGLE,0.89,1.0,0.10999999999999999,,False,,,,,,,,,,,
U56,10,GROSS,0.02,EMPTY,,,,SINGLE,0.86,1.0,0.14,,False,,,,,,,,,,,
U56,10,GROSS,0.03,EMPTY,,,,MULTI,0.85,1.0,0.15000000000000002,,False,,,,,,,,,,,
U56,10,GROSS,0.05,EMPTY,,,,SINGLE,0.89,1.0,0.10999999999999999,,False,,,,,,,,,,,
U56,10,GROSS,0.08,SINGLE,0.99,1.0,0.010000000000000009,SINGLE,0.9,1.0,0.09999999999999998,0.995,True,0.1187588206401613,1.162564420603809,-0.1886955203836984,0.15286966214114894,0.8750760816641813,-0.33717256724185307,1.2767122316543114,0.09455896847608769,-0.12054941914043871,True,False
U56,10,BAND,0.5,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
U56,10,BAND,0.6,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
U56,10,BAND,0.75,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
U56,10,BAND,0.85,EMPTY,,,,SINGLE,0.0225,0.03,0.0075,,False,,,,,,,,,,,
U56,10,BAND,1.0,SINGLE,0.0775,0.13,0.052500000000000005,MULTI,0.0,0.2,0.2,0.10375000000000001,True,0.12200319005673643,1.192778455613021,-0.16636506560917064,0.15286966214114894,0.8750760816641813,-0.33717256724185307,1.2767122316543114,0.09455896847608769,-0.12054941914043871,True,False
U56,25,GROSS,0.0,EMPTY,,,,SINGLE,0.94,1.0,0.06000000000000005,,False,,,,,,,,,,,
U56,25,GROSS,0.02,EMPTY,,,,SINGLE,0.89,1.0,0.10999999999999999,,False,,,,,,,,,,,
U56,25,GROSS,0.03,EMPTY,,,,SINGLE,0.88,1.0,0.12,,False,,,,,,,,,,,
U56,25,GROSS,0.05,EMPTY,,,,SINGLE,0.91,1.0,0.08999999999999997,,False,,,,,,,,,,,
U56,25,GROSS,0.08,EMPTY,,,,SINGLE,0.92,1.0,0.07999999999999996,,False,,,,,,,,,,,
U56,25,BAND,0.5,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
U56,25,BAND,0.6,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
U56,25,BAND,0.75,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
U56,25,BAND,0.85,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
U56,25,BAND,1.0,EMPTY,0.085,0.115,0.03,MULTI,0.0,0.2,0.2,0.1,True,0.1191320715925186,1.172997635160259,-0.16313898286202688,0.15286966214114894,0.8750760816641813,-0.33717256724185307,1.2398733886368856,0.09163013641609163,-0.12092630671374771,True,False
U56,50,GROSS,0.0,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
U56,50,GROSS,0.02,EMPTY,,,,SINGLE,0.96,1.0,0.040000000000000036,,False,,,,,,,,,,,
U56,50,GROSS,0.03,EMPTY,,,,SINGLE,0.93,1.0,0.06999999999999995,,False,,,,,,,,,,,
U56,50,GROSS,0.05,EMPTY,,,,SINGLE,0.95,1.0,0.050000000000000044,,False,,,,,,,,,,,
U56,50,GROSS,0.08,EMPTY,,,,SINGLE,0.95,1.0,0.050000000000000044,,False,,,,,,,,,,,
U56,50,BAND,0.5,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
U56,50,BAND,0.6,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
U56,50,BAND,0.75,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
U56,50,BAND,0.85,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
U56,50,BAND,1.0,EMPTY,0.1225,0.13,0.007500000000000007,MULTI,0.01,0.14,0.13,0.12625,True,0.11327313905892877,1.1304418954828785,-0.1494168581423443,0.15286966214114894,0.8750760816641813,-0.33717256724185307,1.1783814389985978,0.08676558828999292,-0.1215542982343576,True,False
B136,0,GROSS,0.0,SINGLE,0.98,1.0,0.020000000000000018,SINGLE,0.99,1.0,0.010000000000000009,0.99,True,0.10729560070800592,1.1577990414303507,-0.16407143427254023,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1313567037098642,0.08074281555114382,-0.12211674782076976,True,False
B136,0,GROSS,0.02,SINGLE,0.95,1.0,0.050000000000000044,SINGLE,0.98,1.0,0.020000000000000018,0.975,False,0.10628849009813757,1.156376221039252,-0.15668158868587134,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1313567037098642,0.08074281555114382,-0.12211674782076976,False,False
B136,0,GROSS,0.03,SINGLE,0.95,1.0,0.050000000000000044,SINGLE,1.0,1.0,0.0,0.975,False,0.1045655539947501,1.1302621580878216,-0.1565582737604606,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1313567037098642,0.08074281555114382,-0.12211674782076976,False,False
B136,0,GROSS,0.05,SINGLE,0.95,1.0,0.050000000000000044,EMPTY,,,,0.975,False,0.10349748141924908,1.0993917092685852,-0.16798454608021918,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1313567037098642,0.08074281555114382,-0.12211674782076976,False,False
B136,0,GROSS,0.08,SINGLE,0.88,1.0,0.12,SINGLE,0.96,1.0,0.040000000000000036,0.94,False,0.10498176318320662,1.1098395222035693,-0.18367669296231603,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1313567037098642,0.08074281555114382,-0.12211674782076976,False,False
B136,0,BAND,0.5,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,0,BAND,0.6,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,0,BAND,0.75,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,0,BAND,0.85,EMPTY,0.1125,0.1225,0.009999999999999995,EMPTY,,,,0.1175,False,0.09535154597722384,1.0925758095018463,-0.1669136174568675,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1313567037098642,0.08074281555114382,-0.12211674782076976,False,False
B136,0,BAND,1.0,MULTI,0.0,0.1275,0.1275,MULTI,0.0,0.0475,0.0475,0.06375,False,0.10838198891550666,1.0985842496997997,-0.18144635516893926,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1313567037098642,0.08074281555114382,-0.12211674782076976,True,False
B136,10,GROSS,0.0,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,10,GROSS,0.02,SINGLE,0.98,1.0,0.020000000000000018,EMPTY,,,,0.99,False,0.10488344010953399,1.121115367300791,-0.1602455809147283,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,0.0784728360555127,-0.12241069123223403,False,False
B136,10,GROSS,0.03,SINGLE,0.97,1.0,0.030000000000000027,EMPTY,,,,0.985,False,0.10262965214718855,1.1007045375233109,-0.1584774513152739,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,0.0784728360555127,-0.12241069123223403,False,False
B136,10,GROSS,0.05,SINGLE,0.97,1.0,0.030000000000000027,EMPTY,,,,0.985,False,0.10215666627160314,1.0762148377139222,-0.1699364112246451,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,0.0784728360555127,-0.12241069123223403,False,False
B136,10,GROSS,0.08,SINGLE,0.89,1.0,0.10999999999999999,SINGLE,0.98,1.0,0.020000000000000018,0.9450000000000001,False,0.10428656047193896,1.0923638236463205,-0.18572341493849565,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,0.0784728360555127,-0.12241069123223403,False,False
B136,10,BAND,0.5,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,10,BAND,0.6,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,10,BAND,0.75,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,10,BAND,0.85,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,10,BAND,1.0,MULTI,0.0125,0.1275,0.115,SINGLE,0.065,0.185,0.12,0.07,True,0.10846896195111921,1.091512745642425,-0.18712460333360614,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,0.0784728360555127,-0.12241069123223403,True,False
B136,25,GROSS,0.0,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,25,GROSS,0.02,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,25,GROSS,0.03,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,25,GROSS,0.05,SINGLE,1.0,1.0,0.0,EMPTY,,,,1.0,False,0.100557696038998,1.0414204038516195,-0.17369993855771915,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.057138821217919,0.07507655272231117,-0.12285153570594698,False,False
B136,25,GROSS,0.08,SINGLE,0.91,1.0,0.08999999999999997,SINGLE,1.0,1.0,0.0,0.9550000000000001,False,0.10263696950890133,1.0661844611154887,-0.1878654955197221,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.057138821217919,0.07507655272231117,-0.12285153570594698,False,False
B136,25,BAND,0.5,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,25,BAND,0.6,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,25,BAND,0.75,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,25,BAND,0.85,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,25,BAND,1.0,MULTI,0.05,0.05,0.0,SINGLE,0.08,0.08,0.0,0.05,False,0.100557696038998,1.0414204038516195,-0.17369993855771915,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.057138821217919,0.07507655272231117,-0.12285153570594698,False,False
B136,50,GROSS,0.0,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,50,GROSS,0.02,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,50,GROSS,0.03,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,50,GROSS,0.05,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,50,GROSS,0.08,SINGLE,0.95,1.0,0.050000000000000044,EMPTY,,,,0.975,False,0.09908625753777844,1.0225829664889399,-0.1902002644044839,0.15257181383948715,0.8736721309012504,-0.3371595330739301,0.9827932668211912,0.06943916638398329,-0.12358608812190786,False,False
B136,50,BAND,0.5,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,50,BAND,0.6,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,50,BAND,0.75,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,50,BAND,0.85,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
B136,50,BAND,1.0,SINGLE,0.0675,0.125,0.057499999999999996,EMPTY,,,,0.09625,False,0.10136218764959115,1.0015196113502096,-0.19999287729637838,0.15257181383948715,0.8736721309012504,-0.3371595330739301,0.9827932668211912,0.06943916638398329,-0.12358608812190786,False,False
SMALL,0,GROSS,0.0,EMPTY,,,,EMPTY,,,,,False,,,,,,,,,,,
