panel,cadence,chooser,book,gross,IS_Sharpe,IS_asym,IS_pass4b,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,BASE_OOS_CAGR,BASE_OOS_Sharpe,BASE_OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,OOS_pass4b,OOS_pass4a
B136,W,C_ISSHARPE,BAND03,1.0,1.0927413254606884,0.3682757321128558,True,0.1052418687479828,1.1048029424254948,-0.16157983013208965,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,True,False,False,False
B136,W,C_ISSYM,TOP20,0.5,1.0505012917859315,0.1237479741714973,False,0.08293805791451536,0.8821476948774379,-0.1363981005661309,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,False,True,True,False,False,False
B136,M,C_IS4B,TOP20,0.75,1.233933066690385,0.04460003734627982,True,0.15548074428192016,1.0002065660795347,-0.26105256108832897,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,False,True,False,False
B136,M,C_ISSHARPE,TOP20,1.0,1.238972983211927,0.041385192306738094,False,0.20808598369273268,1.0049127553375177,-0.33675172386421537,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,False,True,False,False
B136,M,C_ISSYM,TOP20,1.0,1.238972983211927,0.041385192306738094,False,0.20808598369273268,1.0049127553375177,-0.33675172386421537,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,False,True,False,False
B136,Q,C_IS4B,TOP5,0.5,1.4283882387245455,0.5975959904394927,True,0.1184854641409483,0.8219864127004447,-0.1993317858865833,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,False,False,True,True,False,False
B136,Q,C_ISSHARPE,TOP5,1.0,1.4342007765335758,0.5999443020104558,False,0.23234027369728372,0.8526107971291793,-0.36611212470561405,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,False,False,False,True,False,False
B136,Q,C_ISSYM,TOP20,0.5,1.1702050513743136,0.055531086471533486,True,0.07864749345750166,0.7435455272869548,-0.1844514779851235,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,False,False,True,False,False,False
SMALL663,W,C_IS4B,BAND03,1.0,0.8616474391412295,-0.3543954207490937,False,0.04917529456107328,0.5597606946736629,-0.1819059106694071,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,True,False,False,False
SMALL663,W,C_ISSHARPE,BAND03,1.0,0.8616474391412295,-0.3543954207490937,False,0.04917529456107328,0.5597606946736629,-0.1819059106694071,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,True,False,False,False
SMALL663,W,C_ISSYM,EWELIG,0.5,0.6682983079929857,-0.1895566253105202,False,0.025918556948991478,0.33293801388781197,-0.26362596611418687,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,False,False,False,False
SMALL663,M,C_IS4B,BAND03,1.0,0.9950846134154057,-0.3452371002436261,True,0.05428771776202623,0.5949577673970079,-0.21938476996989054,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,False,False,False,False
SMALL663,M,C_ISSHARPE,BAND03,1.0,0.9950846134154057,-0.3452371002436261,True,0.05428771776202623,0.5949577673970079,-0.21938476996989054,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,False,False,False,False
SMALL663,M,C_ISSYM,EWELIG,0.5,0.9030686896946994,-0.15728474955445093,False,0.03365980897270493,0.4110483606037654,-0.26871124233535526,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,False,False,False,False
SMALL663,Q,C_IS4B,BAND03,0.5,0.9162600323122163,-0.20174155279219685,False,0.02413356821526369,0.47652625792251757,-0.16237260138911092,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,True,False,False,False
SMALL663,Q,C_ISSHARPE,BAND03,0.5,0.9162600323122163,-0.20174155279219685,False,0.02413356821526369,0.47652625792251757,-0.16237260138911092,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,True,False,False,False
SMALL663,Q,C_ISSYM,EWELIG,1.0,0.8677506284059775,-0.04751343565191368,False,0.056423129459431065,0.38602349807297787,-0.46786040063625145,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,False,False,False,False
