file,metric,col,n,nlt,share,ROWSPAN,ROWANY,FILEHEAD,FILENAME,pop,share90,share664,med
2026-09-04_52w-high-proximity_C.grid.csv,CAGR,CAGR,27,13,0.48148148148148145,0,0,1,1,ADJACENT,,,
2026-09-04_52w-high-proximity_C.grid.csv,Sharpe,Sharpe,27,11,0.4074074074074074,0,0,1,1,ADJACENT,,,
2026-09-04_52w-high-proximity_C.grid.csv,MaxDD,MaxDD,27,0,0.0,0,0,1,1,ADJACENT,,,
2026-09-04_52w-high-proximity_C.grid.csv,Sharpe,IS_Sharpe,27,13,0.48148148148148145,0,0,1,1,ADJACENT,,,
2026-09-04_52w-high-proximity_C.grid.csv,MaxDD,IS_MaxDD,27,0,0.0,0,0,1,1,ADJACENT,,,
2026-09-04_52w-high-proximity_C.grid.csv,CAGR,OOS_CAGR,27,13,0.48148148148148145,0,0,1,1,ADJACENT,,,
2026-09-04_52w-high-proximity_C.grid.csv,OOS_Sharpe,OOS_Sharpe,27,12,0.4444444444444444,0,0,1,1,ADJACENT,,,
2026-09-04_52w-high-proximity_C.grid.csv,MaxDD,OOS_MaxDD,27,0,0.0,0,0,1,1,ADJACENT,,,
2026-09-04_crypto-sleeve_C.grid.csv,CAGR,CAGR,77,66,0.8571428571428571,0,0,1,1,ADJACENT,,,
2026-09-04_crypto-sleeve_C.grid.csv,Sharpe,Sharpe,77,70,0.9090909090909091,0,0,1,1,ADJACENT,,,
2026-09-04_crypto-sleeve_C.grid.csv,MaxDD,MaxDD,77,0,0.0,0,0,1,1,ADJACENT,,,
2026-09-04_crypto-sleeve_C.grid.csv,CAGR,OOS_CAGR,77,59,0.7662337662337663,0,0,1,1,ADJACENT,,,
2026-09-04_crypto-sleeve_C.grid.csv,OOS_Sharpe,OOS_Sharpe,77,67,0.8701298701298701,0,0,1,1,ADJACENT,,,
2026-09-04_crypto-sleeve_C.grid.csv,MaxDD,OOS_MaxDD,77,0,0.0,0,0,1,1,ADJACENT,,,
2026-09-04_crypto-sleeve_C.grid.csv,Sharpe,IS_Sharpe,77,64,0.8311688311688312,0,0,1,1,ADJACENT,,,
2026-09-04_crypto-sleeve_C.grid.csv,MaxDD,IS_MaxDD,25,0,0.0,0,0,1,1,ADJACENT,,,
2026-09-04_crypto-sleeve_C.grid.csv,CAGR,CRY_CAGR,77,57,0.7402597402597403,0,0,1,1,ADJACENT,,,
2026-09-04_crypto-sleeve_C.grid.csv,Sharpe,CRY_Sharpe,77,69,0.8961038961038961,0,0,1,1,ADJACENT,,,
2026-09-04_crypto-sleeve_C.grid.csv,MaxDD,CRY_MaxDD,77,0,0.0,0,0,1,1,ADJACENT,,,
2026-09-04_drawdown-control_C.grid.csv,CAGR,CAGR,720,719,0.9986111111111111,0,0,1,1,ADJACENT,,,
2026-09-04_drawdown-control_C.grid.csv,Sharpe,Sharpe,720,715,0.9930555555555556,0,0,1,1,ADJACENT,,,
2026-09-04_drawdown-control_C.grid.csv,MaxDD,MaxDD,494,74,0.14979757085020243,0,0,1,1,ADJACENT,,,
2026-09-04_drawdown-control_C.grid.csv,Sharpe,IS_Sharpe,545,533,0.9779816513761468,0,0,1,1,ADJACENT,,,
2026-09-04_drawdown-control_C.grid.csv,CAGR,OOS_CAGR,643,641,0.9968895800933126,0,0,1,1,ADJACENT,,,
2026-09-04_drawdown-control_C.grid.csv,OOS_Sharpe,OOS_Sharpe,642,636,0.9906542056074766,0,0,1,1,ADJACENT,,,
2026-09-04_drawdown-control_C.grid.csv,MaxDD,OOS_MaxDD,420,74,0.1761904761904762,0,0,1,1,ADJACENT,,,
2026-09-04_drawdown-control_C.grid.csv,CAGR,m_CAGR,720,719,0.9986111111111111,0,0,1,1,ADJACENT,,,
2026-09-04_drawdown-control_C.ladder.csv,CAGR,CAGR,113,109,0.9646017699115044,0,0,1,1,ADJACENT,,,
2026-09-04_drawdown-control_C.ladder.csv,Sharpe,Sharpe,113,108,0.9557522123893806,0,0,1,1,ADJACENT,,,
