file,panel,n_cells,n_arms,modal_arm,modal_share,degenerate
2026-09-04_earnings-season-avoidance_cloud.grid.csv,broad,59,3,top20,0.6101694915254238,False
2026-09-04_earnings-season-avoidance_cloud.grid.csv,u56,59,3,ewall,0.6440677966101694,False
2026-09-04_ensemble-plus-momentum_C.grid.csv,broad,8,3,top20,0.625,False
2026-09-04_ensemble-plus-momentum_C.grid.csv,u56,8,3,top20,0.5,False
2026-09-04_gross-matched-turnover-constraints_B.grid.csv,broad136,36,46,CAND20/cadenceM/gmOFF,0.1111111111111111,False
2026-09-04_gross-matched-turnover-constraints_B.grid.csv,u56,19,46,CAND20/cadenceM/gmOFF,0.21052631578947367,False
2026-09-04_monthly-seasonality_cloud.grid.csv,universe.json,21,3,top20,0.9523809523809523,False
2026-09-04_monthly-seasonality_cloud.grid.csv,universe_broad.json,17,3,top20,0.5294117647058824,False
2026-09-04_turnover-budget_B.grid.csv,universe.json(56),15,22,EWall/budget-top0.1,0.26666666666666666,False
2026-09-04_turnover-budget_B.grid.csv,universe_broad(136),19,22,CAND20/budget-pro0.1,0.15789473684210525,False
2026-09-05_2011-the-opposite-outlier_C.grid.csv,broad,33,2,ewall,0.9090909090909091,False
2026-09-05_2011-the-opposite-outlier_C.grid.csv,u56,33,2,top20,0.7575757575757576,False
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,broad,33,2,ewall,0.9090909090909091,False
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,u56,33,2,top20,0.7575757575757576,False
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,broad,33,2,ewall,0.9090909090909091,False
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,u56,33,2,top20,0.7575757575757576,False
2026-09-05_cagr-floor-calibration_B.grid.csv,broad,14,17,ebud-0.10,0.21428571428571427,False
2026-09-05_cagr-floor-calibration_B.grid.csv,small,12,17,ebud-0.20,0.3333333333333333,False
2026-09-05_cagr-floor-calibration_B.grid.csv,u56,14,17,control,0.35714285714285715,False
2026-09-05_cagr-floor-constrained-selector_cloud.grid.csv,broad,33,2,ewall,0.9090909090909091,False
2026-09-05_cagr-floor-constrained-selector_cloud.grid.csv,u56,33,2,top20,0.7575757575757576,False
2026-09-05_cagr-floor-constrained-selector_cloud.picks.csv,broad,18,2,ewall,1.0,True
2026-09-05_cagr-floor-constrained-selector_cloud.picks.csv,u56,21,2,top20,0.5714285714285714,False
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.grid.csv,broad,33,2,ewall,0.9090909090909091,False
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.grid.csv,u56,33,2,top20,0.7575757575757576,False
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.picks.csv,broad,68,2,annual,1.0,True
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.picks.csv,u56,65,2,annual,1.0,True
2026-09-05_de-gross-vs-reweight-across-gates_cloud.grid.csv,broad,69,4,EWall,0.4057971014492754,False
2026-09-05_de-gross-vs-reweight-across-gates_cloud.grid.csv,small,46,4,EWall,0.43478260869565216,False
2026-09-05_de-gross-vs-reweight-across-gates_cloud.grid.csv,u56,68,4,EWall,0.36764705882352944,False
2026-09-05_de-gross-vs-reweight-across-gates_cloud.walkforward.csv,broad,2,3,EWall,0.5,False
2026-09-05_de-gross-vs-reweight-across-gates_cloud.walkforward.csv,u56,2,3,TOP20,0.5,False
2026-09-05_defensive-class-census_B.grid.csv,broad,113,17,ebud-0.10,0.3008849557522124,False
2026-09-05_defensive-class-census_B.grid.csv,small,76,17,control,0.2236842105263158,False
2026-09-05_defensive-class-census_B.grid.csv,u56,111,17,ebud-0.10,0.24324324324324326,False
2026-09-05_defensive-overlays-are-rule-8-invisible_B.grid.csv,broad,33,2,ewall,0.9090909090909091,False
2026-09-05_defensive-overlays-are-rule-8-invisible_B.grid.csv,u56,33,2,top20,0.7575757575757576,False
