kind,n_coarse,coarse_rung,width,lo,hi,n_regions,discontiguous,clipped_lo,clipped_hi,clipped,inferred,claimset,resolution,panel,cost,criterion,dial,fixed,knife
SINGLE,1,1.0,0.07999999999999996,0.92,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,10,4b_FULL,GROSS,0.03,0.02
SINGLE,1,1.0,0.040000000000000036,0.96,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,10,4b_FULL,GROSS,0.05,0.02
SINGLE,1,1.0,0.06000000000000005,0.94,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,10,4b_FULL,GROSS,0.08,0.02
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,10,4b_FULL,BAND,0.5,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,10,4b_FULL,BAND,0.6,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,10,4b_FULL,BAND,0.75,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,10,4b_FULL,BAND,0.85,0.005
MULTI,5,0.0,0.2,0.0,0.2,1,False,True,True,True,0.03,RECORD,FINE,U56,10,4b_FULL,BAND,1.0,0.005
SINGLE,1,1.0,0.10999999999999999,0.89,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,10,4b_OOS,GROSS,0.0,0.02
SINGLE,1,1.0,0.14,0.86,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,10,4b_OOS,GROSS,0.02,0.02
MULTI,2,0.85,0.15000000000000002,0.85,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,10,4b_OOS,GROSS,0.03,0.02
SINGLE,1,1.0,0.10999999999999999,0.89,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,10,4b_OOS,GROSS,0.05,0.02
SINGLE,1,1.0,0.09999999999999998,0.9,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,10,4b_OOS,GROSS,0.08,0.02
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,10,4b_OOS,BAND,0.5,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,10,4b_OOS,BAND,0.6,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,10,4b_OOS,BAND,0.75,0.005
SINGLE,1,0.03,0.0075,0.0225,0.03,1,False,False,False,False,0.03,RECORD,FINE,U56,10,4b_OOS,BAND,0.85,0.005
MULTI,5,0.0,0.2,0.0,0.2,1,False,True,True,True,0.03,RECORD,FINE,U56,10,4b_OOS,BAND,1.0,0.005
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,10,4a_FULL,GROSS,0.0,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,10,4a_FULL,GROSS,0.02,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,10,4a_FULL,GROSS,0.03,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,10,4a_FULL,GROSS,0.05,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,10,4a_FULL,GROSS,0.08,0.02
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,10,4a_FULL,BAND,0.5,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,10,4a_FULL,BAND,0.6,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,10,4a_FULL,BAND,0.75,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,10,4a_FULL,BAND,0.85,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,10,4a_FULL,BAND,1.0,0.005
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,25,4b_FULL,GROSS,0.0,0.02
SINGLE,1,1.0,0.020000000000000018,0.98,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,25,4b_FULL,GROSS,0.02,0.02
SINGLE,1,1.0,0.040000000000000036,0.96,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,25,4b_FULL,GROSS,0.03,0.02
SINGLE,1,1.0,0.010000000000000009,0.99,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,25,4b_FULL,GROSS,0.05,0.02
SINGLE,1,1.0,0.040000000000000036,0.96,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,25,4b_FULL,GROSS,0.08,0.02
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,25,4b_FULL,BAND,0.5,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,25,4b_FULL,BAND,0.6,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,25,4b_FULL,BAND,0.75,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,25,4b_FULL,BAND,0.85,0.005
MULTI,4,0.02,0.19,0.01,0.2,1,False,False,True,True,0.03,RECORD,FINE,U56,25,4b_FULL,BAND,1.0,0.005
SINGLE,1,1.0,0.06000000000000005,0.94,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,25,4b_OOS,GROSS,0.0,0.02
SINGLE,1,1.0,0.10999999999999999,0.89,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,25,4b_OOS,GROSS,0.02,0.02
SINGLE,1,1.0,0.12,0.88,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,25,4b_OOS,GROSS,0.03,0.02
SINGLE,1,1.0,0.08999999999999997,0.91,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,25,4b_OOS,GROSS,0.05,0.02
SINGLE,1,1.0,0.07999999999999996,0.92,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,25,4b_OOS,GROSS,0.08,0.02
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,25,4b_OOS,BAND,0.5,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,25,4b_OOS,BAND,0.6,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,25,4b_OOS,BAND,0.75,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,25,4b_OOS,BAND,0.85,0.005
MULTI,5,0.0,0.2,0.0,0.2,1,False,True,True,True,0.03,RECORD,FINE,U56,25,4b_OOS,BAND,1.0,0.005
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,25,4a_FULL,GROSS,0.0,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,25,4a_FULL,GROSS,0.02,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,25,4a_FULL,GROSS,0.03,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,25,4a_FULL,GROSS,0.05,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,25,4a_FULL,GROSS,0.08,0.02
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,25,4a_FULL,BAND,0.5,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,25,4a_FULL,BAND,0.6,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,25,4a_FULL,BAND,0.75,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,25,4a_FULL,BAND,0.85,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,25,4a_FULL,BAND,1.0,0.005
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,50,4b_FULL,GROSS,0.0,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,50,4b_FULL,GROSS,0.02,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,50,4b_FULL,GROSS,0.03,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,50,4b_FULL,GROSS,0.05,0.02
SINGLE,1,1.0,0.010000000000000009,0.99,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,50,4b_FULL,GROSS,0.08,0.02
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,50,4b_FULL,BAND,0.5,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,50,4b_FULL,BAND,0.6,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,50,4b_FULL,BAND,0.75,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,50,4b_FULL,BAND,0.85,0.005
SINGLE,1,0.08,0.0825,0.0775,0.16,4,True,False,False,False,0.03,RECORD,FINE,U56,50,4b_FULL,BAND,1.0,0.005
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,50,4b_OOS,GROSS,0.0,0.02
SINGLE,1,1.0,0.040000000000000036,0.96,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,50,4b_OOS,GROSS,0.02,0.02
SINGLE,1,1.0,0.06999999999999995,0.93,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,50,4b_OOS,GROSS,0.03,0.02
SINGLE,1,1.0,0.050000000000000044,0.95,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,50,4b_OOS,GROSS,0.05,0.02
SINGLE,1,1.0,0.050000000000000044,0.95,1.0,1,False,False,True,True,0.15,RECORD,FINE,U56,50,4b_OOS,GROSS,0.08,0.02
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,50,4b_OOS,BAND,0.5,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,50,4b_OOS,BAND,0.6,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,50,4b_OOS,BAND,0.75,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,50,4b_OOS,BAND,0.85,0.005
MULTI,4,0.02,0.13,0.01,0.14,3,True,False,False,False,0.03,RECORD,FINE,U56,50,4b_OOS,BAND,1.0,0.005
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,50,4a_FULL,GROSS,0.0,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,50,4a_FULL,GROSS,0.02,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,50,4a_FULL,GROSS,0.03,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,50,4a_FULL,GROSS,0.05,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,U56,50,4a_FULL,GROSS,0.08,0.02
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,50,4a_FULL,BAND,0.5,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,50,4a_FULL,BAND,0.6,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,50,4a_FULL,BAND,0.75,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,50,4a_FULL,BAND,0.85,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,U56,50,4a_FULL,BAND,1.0,0.005
SINGLE,1,1.0,0.010000000000000009,0.99,1.0,1,False,False,True,True,0.15,RECORD,FINE,B136,0,4b_FULL,GROSS,0.0,0.02
SINGLE,1,1.0,0.030000000000000027,0.97,1.0,1,False,False,True,True,0.15,RECORD,FINE,B136,0,4b_FULL,GROSS,0.02,0.02
SINGLE,1,1.0,0.030000000000000027,0.97,1.0,1,False,False,True,True,0.15,RECORD,FINE,B136,0,4b_FULL,GROSS,0.03,0.02
SINGLE,1,1.0,0.020000000000000018,0.98,1.0,1,False,False,True,True,0.15,RECORD,FINE,B136,0,4b_FULL,GROSS,0.05,0.02
SINGLE,1,1.0,0.07999999999999996,0.92,1.0,1,False,False,True,True,0.15,RECORD,FINE,B136,0,4b_FULL,GROSS,0.08,0.02
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,0,4b_FULL,BAND,0.5,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,0,4b_FULL,BAND,0.6,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,0,4b_FULL,BAND,0.75,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,0,4b_FULL,BAND,0.85,0.005
MULTI,5,0.0,0.1875,0.0,0.1875,1,False,True,False,True,0.03,RECORD,FINE,B136,0,4b_FULL,BAND,1.0,0.005
SINGLE,1,1.0,0.010000000000000009,0.99,1.0,1,False,False,True,True,0.15,RECORD,FINE,B136,0,4b_OOS,GROSS,0.0,0.02
SINGLE,1,1.0,0.020000000000000018,0.98,1.0,1,False,False,True,True,0.15,RECORD,FINE,B136,0,4b_OOS,GROSS,0.02,0.02
SINGLE,1,1.0,0.0,1.0,1.0,1,False,False,True,True,0.15,RECORD,FINE,B136,0,4b_OOS,GROSS,0.03,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,0,4b_OOS,GROSS,0.05,0.02
SINGLE,1,1.0,0.040000000000000036,0.96,1.0,1,False,False,True,True,0.15,RECORD,FINE,B136,0,4b_OOS,GROSS,0.08,0.02
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,0,4b_OOS,BAND,0.5,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,0,4b_OOS,BAND,0.6,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,0,4b_OOS,BAND,0.75,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,0,4b_OOS,BAND,0.85,0.005
MULTI,4,0.0,0.0475,0.0,0.0475,2,True,True,False,True,0.03,RECORD,FINE,B136,0,4b_OOS,BAND,1.0,0.005
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,0,4a_FULL,GROSS,0.0,0.02
SINGLE,1,0.6,0.17999999999999994,0.56,0.74,1,False,False,False,False,0.15,RECORD,FINE,B136,0,4a_FULL,GROSS,0.02,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,0,4a_FULL,GROSS,0.03,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,0,4a_FULL,GROSS,0.05,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,0,4a_FULL,GROSS,0.08,0.02
EMPTY,0,,0.0,0.0225,0.0225,1,False,False,False,False,0.03,RECORD,FINE,B136,0,4a_FULL,BAND,0.5,0.005
SINGLE,1,0.02,0.0024999999999999988,0.02,0.0225,1,False,False,False,False,0.03,RECORD,FINE,B136,0,4a_FULL,BAND,0.6,0.005
EMPTY,0,,0.0,0.0225,0.0225,2,True,False,False,False,0.03,RECORD,FINE,B136,0,4a_FULL,BAND,0.75,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,0,4a_FULL,BAND,0.85,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,0,4a_FULL,BAND,1.0,0.005
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,10,4b_FULL,GROSS,0.0,0.02
SINGLE,1,1.0,0.0,1.0,1.0,1,False,False,True,True,0.15,RECORD,FINE,B136,10,4b_FULL,GROSS,0.02,0.02
SINGLE,1,1.0,0.0,1.0,1.0,1,False,False,True,True,0.15,RECORD,FINE,B136,10,4b_FULL,GROSS,0.03,0.02
SINGLE,1,1.0,0.0,1.0,1.0,1,False,False,True,True,0.15,RECORD,FINE,B136,10,4b_FULL,GROSS,0.05,0.02
SINGLE,1,1.0,0.06000000000000005,0.94,1.0,1,False,False,True,True,0.15,RECORD,FINE,B136,10,4b_FULL,GROSS,0.08,0.02
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,10,4b_FULL,BAND,0.5,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,10,4b_FULL,BAND,0.6,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,10,4b_FULL,BAND,0.75,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,10,4b_FULL,BAND,0.85,0.005
MULTI,4,0.02,0.027499999999999997,0.0175,0.045,2,True,False,False,False,0.03,RECORD,FINE,B136,10,4b_FULL,BAND,1.0,0.005
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,10,4b_OOS,GROSS,0.0,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,10,4b_OOS,GROSS,0.02,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,10,4b_OOS,GROSS,0.03,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,10,4b_OOS,GROSS,0.05,0.02
SINGLE,1,1.0,0.020000000000000018,0.98,1.0,1,False,False,True,True,0.15,RECORD,FINE,B136,10,4b_OOS,GROSS,0.08,0.02
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,10,4b_OOS,BAND,0.5,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,10,4b_OOS,BAND,0.6,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,10,4b_OOS,BAND,0.75,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,10,4b_OOS,BAND,0.85,0.005
SINGLE,1,0.08,0.12,0.065,0.185,1,False,False,False,False,0.03,RECORD,FINE,B136,10,4b_OOS,BAND,1.0,0.005
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,10,4a_FULL,GROSS,0.0,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,10,4a_FULL,GROSS,0.02,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,10,4a_FULL,GROSS,0.03,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,10,4a_FULL,GROSS,0.05,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,10,4a_FULL,GROSS,0.08,0.02
EMPTY,0,,0.0,0.0225,0.0225,2,True,False,False,False,0.03,RECORD,FINE,B136,10,4a_FULL,BAND,0.5,0.005
EMPTY,0,,0.0,0.0225,0.0225,2,True,False,False,False,0.03,RECORD,FINE,B136,10,4a_FULL,BAND,0.6,0.005
EMPTY,0,,0.0,0.0225,0.0225,1,False,False,False,False,0.03,RECORD,FINE,B136,10,4a_FULL,BAND,0.75,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,10,4a_FULL,BAND,0.85,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,10,4a_FULL,BAND,1.0,0.005
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,25,4b_FULL,GROSS,0.0,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,25,4b_FULL,GROSS,0.02,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,25,4b_FULL,GROSS,0.03,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,25,4b_FULL,GROSS,0.05,0.02
SINGLE,1,1.0,0.040000000000000036,0.96,1.0,1,False,False,True,True,0.15,RECORD,FINE,B136,25,4b_FULL,GROSS,0.08,0.02
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,25,4b_FULL,BAND,0.5,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,25,4b_FULL,BAND,0.6,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,25,4b_FULL,BAND,0.75,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,25,4b_FULL,BAND,0.85,0.005
SINGLE,1,0.08,0.11499999999999999,0.065,0.18,2,True,False,False,False,0.03,RECORD,FINE,B136,25,4b_FULL,BAND,1.0,0.005
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,25,4b_OOS,GROSS,0.0,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,25,4b_OOS,GROSS,0.02,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,25,4b_OOS,GROSS,0.03,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,25,4b_OOS,GROSS,0.05,0.02
SINGLE,1,1.0,0.0,1.0,1.0,1,False,False,True,True,0.15,RECORD,FINE,B136,25,4b_OOS,GROSS,0.08,0.02
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,25,4b_OOS,BAND,0.5,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,25,4b_OOS,BAND,0.6,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,25,4b_OOS,BAND,0.75,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,25,4b_OOS,BAND,0.85,0.005
SINGLE,1,0.08,0.0,0.08,0.08,7,True,False,False,False,0.03,RECORD,FINE,B136,25,4b_OOS,BAND,1.0,0.005
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,25,4a_FULL,GROSS,0.0,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,25,4a_FULL,GROSS,0.02,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,25,4a_FULL,GROSS,0.03,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,25,4a_FULL,GROSS,0.05,0.02
MULTI,2,0.5,0.41,0.2,0.61,1,False,True,False,True,0.15,RECORD,FINE,B136,25,4a_FULL,GROSS,0.08,0.02
SINGLE,1,0.08,0.022499999999999992,0.065,0.0875,4,True,False,False,False,0.03,RECORD,FINE,B136,25,4a_FULL,BAND,0.5,0.005
SINGLE,1,0.08,0.022499999999999992,0.065,0.0875,3,True,False,False,False,0.03,RECORD,FINE,B136,25,4a_FULL,BAND,0.6,0.005
EMPTY,0,,0.0,0.0225,0.0225,1,False,False,False,False,0.03,RECORD,FINE,B136,25,4a_FULL,BAND,0.75,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,25,4a_FULL,BAND,0.85,0.005
EMPTY,0,,,,,0,False,False,False,False,0.03,RECORD,FINE,B136,25,4a_FULL,BAND,1.0,0.005
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,50,4b_FULL,GROSS,0.0,0.02
EMPTY,0,,,,,0,False,False,False,False,0.15,RECORD,FINE,B136,50,4b_FULL,GROSS,0.02,0.02
